huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus
5,3401MX,353200000007242,353010000007242,False,kantoorfunctie,640,in gebruik
14,3417XS,335200000331774,335010000331775,False,kantoorfunctie,50,in gebruik
79,3602AJ,333200000016074,333010000007512,False,woonfunctie,167,in gebruik
31,4941VX,779200000010185,779010000010180,False,industriefunctie,4953,in gebruik
1,3417XS,335200000335748,335010000335749,False,kantoorfunctie,760,in gebruik
47,3474HS,632200000016270,632010000016270,False,woonfunctie,140,in gebruik
4,3903LJ,345200002046617,345010002046618,False,industriefunctie,3929,in gebruik
66,3434KW,356200000016452,356010000046581,False,woonfunctie,120,in gebruik
1,3439MX,356200000026382,356010000056332,False,woonfunctie,98,in gebruik
193,3921AE,340200000350433,340010000350434,False,woonfunctie,133,in gebruik
18,3621LV,311200000001689,311010000001689,False,kantoorfunctie,1069,in gebruik
23,4704RG,1674200000047342,1674010000047342,False,industriefunctie,16434,in gebruik
1,3821BR,307200000450635,307010000450637,False,industriefunctie,10729,in gebruik
2,7554TS,164200000196150,164010000016660,False,industriefunctie,14246,in gebruik
20,5651GG,772200000080081,772010000754734,False,industriefunctie,29343,in gebruik
25,1047HG,363200012126686,363010012124843,False,kantoorfunctie,14760,in gebruik
42,3903WH,345200002078293,345010002078294,False,woonfunctie,277,in gebruik
19,3905NA,345200002046759,345010002046760,False,woonfunctie,266,in gebruik
95,3411EG,331200000263337,331010000263338,False,woonfunctie,328,in gebruik
53,6661KC,1734200000004877,1734010000004185,False,kantoorfunctie,407,in gebruik
1,3528BA,344200000123255,344010000108514,False,kantoorfunctie,8069,in gebruik
12,3901HA,345200002086877,345010002086878,False,kantoorfunctie,150,in gebruik
91,3543AC,344200000150011,344010000090146,False,industriefunctie,4034,in gebruik
9,3961TJ,352200000012249,352010000000410,False,woonfunctie,129,in gebruik
36,1396JM,305200000003133,305010000003133,False,industriefunctie,489,in gebruik
5,3542AH,344200000110789,344010000114827,False,industriefunctie,10583,in gebruik
5,1069CD,363200000421345,363010000936932,False,industriefunctie,1279,in gebruik
18,3534AM,344200000172537,344010000169576,False,industriefunctie,63,in gebruik
5,3621LP,311200000005040,311010000005040,False,kantoorfunctie,2787,in gebruik
36,3411JG,331200000267275,331010000267276,False,woonfunctie,128,in gebruik
10,8263CB,166200000023737,166010000023737,False,industriefunctie,73,in gebruik
22,3641SB,736200000104439,736010000104439,False,kantoorfunctie,465,in gebruik
76,3433DJ,356200000033289,356010000062574,False,woonfunctie,180,in gebruik
98,3981AS,312200000004446,312010000004286,False,industriefunctie,181,in gebruik
81,3958CB,1581200000107751,1581010000022285,False,woonfunctie,109,in gebruik
4,3446CC,632200000009462,632010000009462,False,woonfunctie,150,in gebruik
30,3528AE,344200000107992,344010000102767,False,kantoorfunctie,5930,in gebruik
3,8441BH,74200000407914,74010000407913,False,industriefunctie,215,in gebruik
2,6131AS,1883200000043694,1883010000043694,False,kantoorfunctie,389,in gebruik
61,6412AA,917200000024356,917010000022832,False,kantoorfunctie,1775,in gebruik
27,6221BT,935200000037687,935010000037687,False,overige gebruiksfunctie,1121,in gebruik
8,6041GN,957200000045746,957010000267427,False,bijeenkomstfunctie,1479,in gebruik
1,5913AA,983200000156890,983010000156877,False,bijeenkomstfunctie,40,in gebruik
11,8271RA,166200000005908,166010000005908,False,woonfunctie,610,in gebruik
8,3454TT,344200000093823,344010000154805,False,woonfunctie,103,in gebruik
30,3403NJ,353200000004345,353010000004345,False,woonfunctie,99,in gebruik
213,1118AV,394200001002254,394010001002294,False,overige gebruiksfunctie,999999,ingetrokken
35,3906BA,345200002068151,345010002068152,False,woonfunctie,168,in gebruik
8,3821BR,307200000466774,307010000466775,False,industriefunctie,20885,in gebruik
9,3734GG,355200000774623,355010000774624,False,woonfunctie,87,in gebruik
31,7963RS,1690200000000011,1690010000000011,False,woonfunctie,131,in gebruik
5,3634AA,329200000002246,329010000002206,False,woonfunctie,126,in gebruik
90,3401NZ,353200000000146,353010000000146,False,woonfunctie,85,in gebruik
224,3523VR,344200000085545,344010000154128,False,woonfunctie,72,in gebruik
15,3904HG,345200002037451,345010002037452,False,woonfunctie,343,in gebruik
26,6581WZ,252200000017753,252010000010569,False,woonfunctie,128,in gebruik
57,3525VN,344200000138193,344010000148184,False,woonfunctie,100,in gebruik
7,8211AA,995200000766966,995010000766967,False,kantoorfunctie,11726,in gebruik
15,3449HW,632200001002317,632010001002299,False,woonfunctie,161,in gebruik
4,3602AE,333200000004540,333010000012694,False,woonfunctie,125,in gebruik
11,3602AG,333200000008189,333010000012801,False,woonfunctie,312,in gebruik
40,3641RR,736200000011216,736010000008477,False,industriefunctie,1829,in gebruik
15,4051CG,1740200000102046,1740010000016713,False,industriefunctie,4910,in gebruik
10,3738DE,310200000684522,310010000684523,False,woonfunctie,126,in gebruik
19,3411AX,331200000260975,331010000260976,False,woonfunctie,87,in gebruik
8,3903CP,345200002029434,345010002029435,False,woonfunctie,116,in gebruik
38,3011BM,599200000493943,599010000078465,False,kantoorfunctie,388,in gebruik
16,4131PB,620200000024866,620010000025311,False,kantoorfunctie,4420,ingetrokken
2,3437VA,356200000012987,356010000043185,False,woonfunctie,223,in gebruik
45,1391SL,305200000000914,305010000000914,False,woonfunctie,119,in gebruik
313,3722XM,310200000720216,310010000720217,False,woonfunctie,158,in gebruik
4,5482MA,844200000129252,844010000104247,False,woonfunctie,246,in gebruik
12,3439LC,356200000032105,356010000061623,False,industriefunctie,156,in gebruik
2,3411WS,331200000264119,331010000264120,False,woonfunctie,237,in gebruik
66,3632WJ,329200000000898,329010000000898,False,woonfunctie,111,in gebruik
12,3953BR,1581200000126294,1581010000034047,False,woonfunctie,227,in gebruik
14,3461EA,335200000335624,335010000335625,False,woonfunctie,116,in gebruik
35,3454CL,344200000099866,344010000086683,False,woonfunctie,93,in gebruik
14,3411BP,331200000270501,331010000270502,False,woonfunctie,103,in gebruik
6,3411CD,331200000268529,331010000268530,False,woonfunctie,128,in gebruik
50,3911VE,340200000337245,340010000337246,False,woonfunctie,139,in gebruik
73,3411AR,331200000261707,331010000261708,False,woonfunctie,203,in gebruik
25,4122GJ,620200000024755,620010000005791,False,woonfunctie,130,in gebruik
48,3825EM,307200000516710,307010000516711,False,woonfunctie,131,in gebruik
21,7587RM,168200000236664,168010000236665,False,woonfunctie,188,in gebruik
17,4131NR,620200000338327,620010000026271,False,industriefunctie,3690,in gebruik
15,7942JC,119200000002933,119010000014150,False,industriefunctie,2280,ingetrokken
4,3821AH,307200000485948,307010000485949,False,industriefunctie,1710,in gebruik
7,5663PG,1771200000003856,1771010000003856,False,woonfunctie,154,in gebruik
4,3751LS,313200000206929,313010000206930,False,industriefunctie,4959,in gebruik
43,3971MB,1581200000105906,1581010000001433,False,woonfunctie,119,in gebruik
131,3513AD,344200000152055,344010000097927,False,kantoorfunctie,128,in gebruik
76,3981VC,312200000003273,312010000002803,False,woonfunctie,116,in gebruik
16,3648NM,736200000008593,736010000000365,False,bijeenkomstfunctie,1055,in gebruik
2,3446BM,632200000009398,632010000009398,False,woonfunctie,202,in gebruik
25,3053JD,599200100009790,599010400009482,False,industriefunctie,1863,ingetrokken
5,9944BT,1895200000017415,1895010000003464,False,woonfunctie,153,in gebruik
224,3905LT,345200002087631,345010002087632,False,kantoorfunctie,728,in gebruik
4,3606AB,333200000007214,333010000018075,False,industriefunctie,278,ingetrokken
5,3442AG,632200000001380,632010000001380,False,industriefunctie,1115,in gebruik
5,3417EV,335200000333842,335010000333843,False,woonfunctie,112,in gebruik
369,3405CM,331200000259805,331010000259806,False,woonfunctie,118,in gebruik
12,3903AZ,345200002023268,345010002023269,False,industriefunctie,2565,in gebruik
6,3971HN,1581200000127804,1581010000002244,False,woonfunctie,175,in gebruik
98,3527KR,344200000052394,344010000044348,False,woonfunctie,87,in gebruik
14,3905TG,345200002067947,345010002067948,False,industriefunctie,5101,in gebruik
179,1101CN,363200000496586,363010001021492,False,kantoorfunctie,1,in gebruik
1,3542DW,344200000100441,344010000084935,False,industriefunctie,12325,in gebruik
20,6199AB,888200000034807,888010000005342,False,industriefunctie,9074,in gebruik
5,3832KP,327200000273184,327010000273185,False,woonfunctie,221,in gebruik
19,4561BE,677200000621285,677010000621286,False,woonfunctie,103,in gebruik
58,3451ZC,344200000103968,344010000094331,False,woonfunctie,124,in gebruik
20,4124BC,620200000023510,620010000007378,False,woonfunctie,126,in gebruik
8,3993DV,321200000006683,321010000006683,False,woonfunctie,144,in gebruik
4,5951DL,983200000090424,983010000090424,False,industriefunctie,4141,in gebruik
111,3454EK,344200000091220,344010000084381,False,woonfunctie,109,in gebruik
46,3454CR,344200000148512,344010000155667,False,woonfunctie,153,in gebruik
22,3738CR,310200000687566,310010000687567,False,woonfunctie,60,in gebruik
23,1118LA,394200001010626,394010001010108,False,industriefunctie,72,in gebruik
66,3972TC,1581200000117752,1581010000003791,False,woonfunctie,75,in gebruik
122,3405BG,331200000259867,331010000259868,False,woonfunctie,159,in gebruik
2,5317JX,297200000004427,297010000004427,False,woonfunctie,134,in gebruik
4,3447GS,632200000058201,632010000058201,False,kantoorfunctie,3841,in gebruik
21,4126RT,707200000383822,707010000383823,False,woonfunctie,148,in gebruik
1,3402AS,353200000005324,353010000005324,False,woonfunctie,114,in gebruik
28,4023AB,214200000009757,214010000009757,False,winkelfunctie,104,in gebruik
54,3971AC,1581200000128218,1581010000002920,False,woonfunctie,131,in gebruik
24,3297VA,585200001372034,585010001358302,False,woonfunctie,133,in gebruik
255,3523PH,344200000135055,344010000038035,False,woonfunctie,28,in gebruik
7,5321HH,263200000105921,263010000002484,False,woonfunctie,185,in gebruik
33,3534AM,344200000047240,344010000123343,False,kantoorfunctie,1689,in gebruik
18,3515XL,344200000144512,344010000077711,False,woonfunctie,110,in gebruik
33,4004LK,281200000048206,281010000048207,False,industriefunctie,120,in gebruik
63,3947MB,352200000219397,352010000010851,False,woonfunctie,240,in gebruik
7,3433PH,356200000020131,356010000050215,False,industriefunctie,1000,in gebruik
4,4126RC,707200000392196,707010000392195,False,industriefunctie,290,in gebruik
20,3421TV,589200000260913,589010000260914,False,industriefunctie,475,in gebruik
4,3621NS,1904200000032580,1904010000032149,False,woonfunctie,82,in gebruik
5,6629AM,668200000001033,668010000001033,False,woonfunctie,182,in gebruik
111,6657AR,668200000004178,668010000004178,False,woonfunctie,156,in gebruik
75,4041EA,1740200000107735,1740010000000429,False,woonfunctie,206,in gebruik
85,6658BC,668200000003973,668010000003973,False,woonfunctie,206,ingetrokken
34,3992LS,321200000016880,321010000016880,False,industriefunctie,251,in gebruik
11,3704HA,355200000777459,355010000777460,False,woonfunctie,205,in gebruik
51,3972RK,1581200000105137,1581010000007671,False,woonfunctie,124,in gebruik
29,3903KE,345200002035311,345010002035312,False,industriefunctie,16960,in gebruik
3,3481LK,632200000052394,632010000052394,False,woonfunctie,60,in gebruik
80,3931MT,351200000127415,351010000127416,False,industriefunctie,7250,in gebruik
5,4004JM,281200000067140,281010000067306,False,kantoorfunctie,35,in gebruik
44,3927GG,339200000001000,339010000001000,False,industriefunctie,6456,in gebruik
1,6612AE,252200000021814,252010000010139,False,industriefunctie,4480,in gebruik
54,3752HC,313200000202731,313010000202732,False,woonfunctie,152,in gebruik
76,6824BM,202200000281529,202010000281530,False,kantoorfunctie,4085,ingetrokken
164,3791PM,327200000275804,327010000275805,False,industriefunctie,108,in gebruik
48,1394PC,1696200000077761,1696010000015228,False,kantoorfunctie,228,in gebruik
16,1394AV,1696200000076743,1696010000015111,False,industriefunctie,554,in gebruik
41,1272ER,406200000077262,406010000044366,False,woonfunctie,289,in gebruik
17,1216BC,402200001596098,402010001596099,False,woonfunctie,202,ingetrokken
12,1243HV,1696200000288986,1696010000076845,False,industriefunctie,340,in gebruik
23,1382LG,457200000205589,457010000057369,False,kantoorfunctie,7416,in gebruik
24,3762EC,342200000024534,342010000024001,False,industriefunctie,6678,in gebruik
16,8102CC,177200000230915,177010000230916,False,woonfunctie,330,in gebruik
42,3454PE,344200000180407,344010000177334,False,kantoorfunctie,465,in gebruik
11,3812PX,307200000505015,307010000505016,False,kantoorfunctie,580,ingetrokken
9,3927GG,339200000001208,339010000001208,False,industriefunctie,900,in gebruik
76,6545AG,268200000006383,268010000003788,False,industriefunctie,2062,in gebruik
47,6716BZ,228200000032076,228010000032076,False,industriefunctie,4737,in gebruik
2,3927CN,339200000000127,339010000000127,False,overige gebruiksfunctie,6,in gebruik
30,3741WD,308200000000173,308010000000544,False,woonfunctie,65,in gebruik
100,3765ES,342200000001856,342010000001781,False,woonfunctie,153,in gebruik
9,3821BN,307200000390592,307010000390593,False,kantoorfunctie,222,in gebruik
10,3897AC,50200000386945,50010000386946,False,winkelfunctie,781,in gebruik
22,1251LL,417200000001031,417010001001031,False,woonfunctie,289,in gebruik
38,3755BB,317200000002976,317010000102931,False,woonfunctie,203,in gebruik
23,1394AS,1696200000288565,1696010000027582,False,industriefunctie,125,in gebruik
62,3899AW,50200000363249,50010000363250,False,kantoorfunctie,3574,in gebruik
21,3927GG,339200000000152,339010000000152,False,industriefunctie,1542,in gebruik
124,1071PL,363200012081783,363010012080635,False,woonfunctie,91,in gebruik
23,1401GC,381200000105603,381010000027824,False,woonfunctie,251,in gebruik
34,1412GP,425200000003643,425010000006933,False,woonfunctie,182,in gebruik
1,6211GZ,935200000003118,935010000003118,False,bijeenkomstfunctie,1847,in gebruik
163,1223JE,402200001551966,402010001551967,False,woonfunctie,153,in gebruik
62,3743KM,308200000008305,308010000008968,False,kantoorfunctie,1756,in gebruik
11,2722NA,637200000199018,637010000199019,False,industriefunctie,126,in gebruik
25,1394AC,1696200000077100,1696010000020437,False,woonfunctie,110,in gebruik
10,3824MR,307200000496833,307010000496834,False,kantoorfunctie,1487,in gebruik
34,1276AC,406200000076516,406010000006876,False,woonfunctie,126,in gebruik
20,3862JG,267200000003869,267010000011866,False,woonfunctie,144,in gebruik
36,1101AH,363200000356598,363010000899065,False,industriefunctie,2479,in gebruik
1,4131PD,620200000025522,620010000025312,False,overige gebruiksfunctie,7,in gebruik
8,3925RJ,279200000001911,279010000001911,False,woonfunctie,46,in gebruik
116,3953MJ,1581200000403687,1581010000049868,False,industriefunctie,170,gevormd
42,3823GA,307200000430408,307010000430409,False,woonfunctie,87,in gebruik
2,4751XK,1655200000546810,1655010000546811,False,kantoorfunctie,15100,in gebruik (niet ingemeten)
90,1402NW,381200000112014,381010000031268,False,woonfunctie,176,in gebruik
14,3755BS,317200000156798,317010000104645,False,kantoorfunctie,28,in gebruik
5,3743BK,308200000013064,308010000012263,False,kantoorfunctie,228,in gebruik
27,3861RJ,267200000009780,267010000013979,False,industriefunctie,5019,in gebruik
1,3813EE,307200000470461,307010000470462,False,woonfunctie,104,in gebruik
27,1251MA,417200000003678,417010001003678,False,kantoorfunctie,1263,in gebruik
72,1338CC,34200000046851,34010000061437,False,woonfunctie,100,in gebruik
33,3454PJ,344200000106640,344010000100521,False,industriefunctie,531,in gebruik
14,8231KD,995200000807816,995010000807817,False,woonfunctie,185,in gebruik
24,1338TK,34200000031206,34010000066308,False,woonfunctie,109,in gebruik
1,8255JG,303200000627421,303010000627422,False,woonfunctie,133,in gebruik
30,3861LH,267200000013121,267010000014707,False,woonfunctie,135,in gebruik
64,1213XE,402200001587132,402010001587133,False,winkelfunctie,4234,in gebruik
13,3812GZ,307200000532083,307010000532082,False,kantoorfunctie,390,in gebruik
39,8243PG,995200000757142,995010000757143,False,woonfunctie,223,in gebruik
10,1047BJ,363200000478456,363010000994079,False,kantoorfunctie,18636,in gebruik
184,1506EK,479200000069388,479010000056910,False,overige gebruiksfunctie,1114,in gebruik
13,1042AN,363200000490208,363010001006701,False,kantoorfunctie,46061,in gebruik
77,1101CX,363200012096905,363010012095443,False,kantoorfunctie,41,in gebruik
181,2106MH,397200000009501,397010000009501,False,woonfunctie,50,in gebruik
4,1042AS,363200000238290,363010000778381,False,industriefunctie,8692,in gebruik
124,1078EN,363200000067930,363010000605430,False,woonfunctie,45,in gebruik
183,1051LJ,363200012102849,363010012101290,False,winkelfunctie,6281,in gebruik
36,1042AA,363200000435837,363010000776609,False,kantoorfunctie,7367,in gebruik
5,1047HN,363200012132684,363010012130765,False,kantoorfunctie,5378,in gebruik
6,1118AP,394200001005835,394010001005385,False,winkelfunctie,5344,in gebruik
228,1017AK,363200000029665,363010000966694,False,kantoorfunctie,36,ingetrokken
28,1044AL,363200000488903,363010000688895,False,industriefunctie,402,in gebruik
12,3165AD,613200000155067,613010000155068,False,industriefunctie,8803,in gebruik (niet ingemeten)
35,1047BP,363200000465333,363010000958040,False,industriefunctie,1,in gebruik
243,1118AV,394200001002284,394010001002324,False,overige gebruiksfunctie,999999,ingetrokken
115,8254KB,303200000616661,303010000616662,False,woonfunctie,96,in gebruik
1,1046AW,363200012137295,363010012135345,False,kantoorfunctie,1360,gevormd
2,1185ZP,362200000034453,362010002034453,False,industriefunctie,3248,in gebruik
3,1047BE,363200000478081,363010000993905,False,industriefunctie,5800,in gebruik
50,1118LE,394200001002558,394010001002598,False,industriefunctie,6409,in gebruik
64,2121VK,377200000000698,377010000000694,False,woonfunctie,149,in gebruik
13,1506RZ,479200000069436,479010000054208,False,winkelfunctie,109,ingetrokken
12,1079WC,363200000137449,363010000675481,False,woonfunctie,57,in gebruik
80,1047HM,363200000541351,363010001170398,False,kantoorfunctie,2496,in gebruik
122,1022AG,363200000435450,363010000716702,False,industriefunctie,1,in gebruik
5,1101EZ,363200000384157,363010000927610,False,industriefunctie,410,in gebruik
18,1111VL,384200000008954,384010000011104,False,woonfunctie,110,in gebruik
4,1042AB,363200000457853,363010001002968,False,industriefunctie,8626,in gebruik
100,1047HM,363200000486612,363010001010010,False,industriefunctie,1920,in gebruik
18,1432JH,358200001206518,358010003281588,False,kantoorfunctie,3633,in gebruik (niet ingemeten)
4,1013BT,363200001955921,363010001956061,False,overige gebruiksfunctie,1109,in gebruik
207,1213TR,402200001571133,402010001571134,False,woonfunctie,197,in gebruik
12,2491BJ,518200000850903,518010000850904,False,industriefunctie,4937,in gebruik
28,1191AC,437200000001367,437010000000876,False,kantoorfunctie,223,in gebruik
110,1112AP,384200000012298,384010000007778,False,bijeenkomstfunctie,222,in gebruik
261,1024KM,363200012066593,363010012066417,False,woonfunctie,118,in gebruik
238,1101CM,363200012065610,363010012065440,False,kantoorfunctie,7606,in gebruik
1,3161GR,613200000201603,613010000201602,False,kantoorfunctie,714,in gebruik
189,1015MA,363200000419134,363010000866359,False,bijeenkomstfunctie,1,in gebruik
32,5222AL,796200000308200,796010000308202,False,industriefunctie,5705,in gebruik
48,1013BM,363200003683683,363010003684838,False,kantoorfunctie,2226,in gebruik
8,3016DE,599200000496806,599010000091405,False,kantoorfunctie,293,ingetrokken
116,1051LJ,363200012102907,363010012101346,False,winkelfunctie,475,in gebruik
1,6598MH,907200000909515,907010000909516,False,kantoorfunctie,148363,in gebruik (niet ingemeten)
21,5928SJ,983200000158467,983010000158452,False,kantoorfunctie,21652,in gebruik
37,1119NG,394200000061220,394010000338889,False,industriefunctie,2500,in gebruik
444,1017BZ,363200012092017,363010012090630,False,woonfunctie,165,gevormd
17,1046AR,363200000496316,363010001025055,False,industriefunctie,271,in gebruik
4,1059VM,363200000481944,363010000997696,False,kantoorfunctie,5711,in gebruik
110,1118AS,394200001002352,394010001002392,False,overige gebruiksfunctie,999999,ingetrokken
12,7207GL,301200000019457,301010000019457,False,woonfunctie,112,in gebruik
112,1066ML,363200000437176,363010000942523,False,woonfunctie,90,in gebruik
249,1432CM,358200018939925,358010018993265,False,kantoorfunctie,283,in gebruik
50,3194AB,599200000350069,599010000246159,False,kantoorfunctie,221,in gebruik
124,1011AB,363200000081103,363010000618809,False,kantoorfunctie,287,in gebruik
4,1045AL,363200000530732,363010001166435,False,overige gebruiksfunctie,162,in gebruik
95,1112AW,384200000012795,384010000006699,False,overige gebruiksfunctie,808,in gebruik
8,4131NJ,620200000027696,620010000024410,False,industriefunctie,10551,in gebruik
2,8411WK,74200000357757,74010000357758,False,industriefunctie,314,in gebruik
7,1083HJ,363200000078409,363010000616216,False,kantoorfunctie,11578,in gebruik
371,1508WN,479200000020898,479010000012822,False,woonfunctie,82,in gebruik
105,1042BB,363200001964299,363010001964509,False,overige gebruiksfunctie,114,in gebruik
47,3115JD,606200000018115,606010000018115,False,kantoorfunctie,4265,in gebruik
4,3194AB,599200000350065,599010000199117,False,kantoorfunctie,1115,in gebruik
14,1422AD,451200000165345,451010000004482,False,industriefunctie,15781,in gebruik
14,4184EW,304200000003188,304010000003188,False,woonfunctie,87,in gebruik
333,1077XX,363200012117511,363010012115758,False,kantoorfunctie,167,in gebruik
1,1383HT,457200000200035,457010000001052,False,woonfunctie,118,in gebruik
33,1625NW,405200000599870,405010000599871,False,kantoorfunctie,1339,in gebruik
1,1042AA,363200000346230,363010000888401,False,industriefunctie,1087,in gebruik
20,1327HA,34200000069243,34010000013158,False,kantoorfunctie,709,in gebruik
3,2408AX,484200000031434,484010000031434,False,industriefunctie,3653,in gebruik
2,5928SJ,983200000158640,983010000158625,False,industriefunctie,54130,in gebruik
125,1056RC,363200012080298,363010012079283,False,woonfunctie,61,in gebruik
44,1942AR,375200000021340,375010000021340,False,winkelfunctie,115,in gebruik
21,1014BA,363200000158244,363010000696496,False,kantoorfunctie,13766,in gebruik
553,1023BS,363200000212543,363010000751985,False,woonfunctie,137,in gebruik
168,1013HB,363200000059413,363010000597077,False,woonfunctie,41,in gebruik
17,5651GG,772200001055474,772010001055456,False,kantoorfunctie,6935,in gebruik
5,8028PK,193200000055149,193010000055149,False,industriefunctie,1953,in gebruik
9,6921RG,226200000038889,226010000038786,False,industriefunctie,7408,in gebruik
27,6422PE,917200000054855,917010000046625,False,industriefunctie,954,in gebruik
54,5657EB,772200000082081,772010000804435,False,kantoorfunctie,5142,in gebruik
87,1541AN,479200000011045,479010000009674,False,woonfunctie,87,in gebruik
271,1432KB,358200018938480,358010018989025,False,woonfunctie,149,in gebruik
2,1438BB,394200000020245,394010000333959,False,industriefunctie,3363,in gebruik
19,1033SN,363200000395791,363010000928063,False,industriefunctie,600,in gebruik
13,1054AH,363200001981652,363010001982860,False,woonfunctie,79,in gebruik
9,1101BA,363200001975755,363010001975894,False,kantoorfunctie,1,in gebruik
55,1975AG,453200000106424,453010003149296,False,kantoorfunctie,721,in gebruik
1,1972LV,453200000102169,453010003049219,False,industriefunctie,204,in gebruik
1,1118DT,394200001002021,394010001002061,False,industriefunctie,6831,in gebruik
17,1948ND,375200000012221,375010000012221,False,industriefunctie,2001,in gebruik
31,1013BE,363200000034378,363010000571635,False,kantoorfunctie,3040,in gebruik
182,1118LN,394200001002412,394010001002452,False,industriefunctie,9087,in gebruik
13,1175RB,394200000021770,394010000341039,False,industriefunctie,1349,in gebruik
126,1077XV,363200000501062,363010001173237,False,kantoorfunctie,274,ingetrokken
30,1948PV,375200000014080,375010000014080,False,industriefunctie,2449,in gebruik
39,1975AG,453200000106427,453010003149299,False,kantoorfunctie,27,in gebruik
6,5657ES,772200000088837,772010000712274,False,industriefunctie,6140,in gebruik
32,6199AD,888200000040840,888010000217767,False,kantoorfunctie,196,in gebruik
17,1437EK,394200001010496,394010001009981,False,industriefunctie,5267,in gebruik
42,5048AZ,855200000093605,855010000106283,False,industriefunctie,16490,in gebruik
495,3016DR,599200100038657,599010400037695,False,kantoorfunctie,389,gevormd
15,1437EK,394200001010495,394010001009980,False,industriefunctie,5087,in gebruik
172,1119PS,394200000010722,394010000340383,False,kantoorfunctie,799,in gebruik
2,1118DS,394200001002016,394010001002056,False,industriefunctie,2000,in gebruik
35,1942ES,375200000009803,375010000009803,False,woonfunctie,75,in gebruik
71,1119MD,394200000009532,394010000340248,False,industriefunctie,920,in gebruik
100,1781AR,400200000040589,400010000040581,False,industriefunctie,1152,in gebruik
1,1118EA,394200001002052,394010001002092,False,industriefunctie,4900,in gebruik
44,3165AB,613200000158829,613010000158830,False,industriefunctie,12361,in gebruik
24,1119NL,394200000009939,394010000312382,False,industriefunctie,25050,in gebruik
40,1118LM,394200001002181,394010001002221,False,kantoorfunctie,228,in gebruik
327,1171VC,394200001008482,394010001007984,False,industriefunctie,873,gevormd
10,1976BV,453200000010727,453010001010727,False,industriefunctie,2264,in gebruik
2,1118EB,394200001006117,394010001005662,False,kantoorfunctie,1637,in gebruik
27,6199AC,888200000036044,888010000218972,False,industriefunctie,3093,in gebruik
7,1437EK,394200001005771,394010001005320,False,kantoorfunctie,1633,in gebruik
42,1118LB,394200001010646,394010001010128,False,industriefunctie,240,in gebruik
7,2153GB,394200000007562,394010000309830,False,industriefunctie,624,in gebruik
9,1948NP,375200000007683,375010000007683,False,kantoorfunctie,672,in gebruik
36,2156LE,394200000008165,394010000307504,False,woonfunctie,81,in gebruik
42,1118LM,394200001002182,394010001002222,False,kantoorfunctie,189,in gebruik
6,2131GK,394200000022295,394010000291510,False,woonfunctie,106,in gebruik
16,3089KG,599200000259765,599010000227868,False,industriefunctie,2977,in gebruik
2,8171MB,232200000014982,232010000014982,False,kantoorfunctie,3507,ingetrokken
118,9207JD,90200000656859,90010000656860,False,industriefunctie,200,in gebruik
3,2231BZ,537200000018505,537010000018505,False,industriefunctie,316098,in gebruik
1,1118CL,394200001008946,394010001008446,False,kantoorfunctie,36645,in gebruik
26,1117BC,394200001008400,394010001007902,False,industriefunctie,156,in gebruik
1,1118LC,394200000069656,394010000346868,False,industriefunctie,18330,in gebruik
337,7524PT,153200000370034,153010000370035,False,overige gebruiksfunctie,999999,ingetrokken
20,5913AE,983200000039556,983010000039556,False,kantoorfunctie,2637,in gebruik
39,2152CW,394200000060101,394010000283484,False,industriefunctie,776,in gebruik
103,2406BE,484200000023539,484010000023539,False,woonfunctie,115,in gebruik
45,9761TA,1730200000016917,1730010000015458,False,overige gebruiksfunctie,1640,in gebruik
2750,5657DZ,772200000095858,772010000779650,False,kantoorfunctie,841,in gebruik
44,1118LM,394200001002183,394010001002223,False,kantoorfunctie,243,in gebruik
1,7271AZ,1859200000849497,1859010000849496,False,industriefunctie,1154,in gebruik
42,1012DP,363200000219270,363010000758929,False,woonfunctie,65,in gebruik
31,1119NT,394200001007296,394010001006814,False,industriefunctie,6908,in gebruik
17,8932HL,80200000473461,80010000473462,False,woonfunctie,52,in gebruik
6,5234GM,796200000392455,796010000392456,False,kantoorfunctie,9372,in gebruik (niet ingemeten)
31,2133JN,394200000036109,394010000280214,False,woonfunctie,186,in gebruik
2,1118LB,394200001002139,394010001002179,False,industriefunctie,920,in gebruik
22,2984BT,597200000231550,597010000231551,False,kantoorfunctie,127,in gebruik
8,1119ME,394200001009543,394010001009038,False,industriefunctie,5260,gevormd
16,1047HP,363200001988246,363010001988428,False,industriefunctie,7130,in gebruik
12,2984BT,597200000230764,597010000230765,False,kantoorfunctie,280,in gebruik
2,1103TL,363200000455378,363010000980424,False,industriefunctie,97,in gebruik
20,1483GB,365200000003398,365010000003383,False,kantoorfunctie,207,in gebruik
8,2111TB,377200000031175,377010000011428,False,woonfunctie,331,in gebruik
7,5928PE,983200000149246,983010000149246,False,industriefunctie,15645,in gebruik
101,1118DP,394200001002015,394010001002055,False,industriefunctie,8900,in gebruik
27,6191NC,888200000038183,888010000007217,False,industriefunctie,2043,in gebruik
4,9301ZS,1699200000013599,1699010000015277,False,industriefunctie,2002,in gebruik
32,7327AC,200200000059803,200010000224470,False,industriefunctie,3573,in gebruik
18,3542AV,344200000172662,344010000169694,False,industriefunctie,3456,in gebruik
78,1118LB,394200001010662,394010001010144,False,industriefunctie,205,in gebruik
43,2101JB,397200000002079,397010000002079,False,woonfunctie,150,in gebruik
