huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus
3,4131NT,620200000021422,620010000001793,False,woonfunctie,178,in gebruik
11,3316BD,505200000030165,505010000030165,False,industriefunctie,1421,in gebruik
8,3267BD,588200001221184,588010001121184,False,woonfunctie,173,in gebruik
250,3316LC,505200000089356,505010000089356,False,kantoorfunctie,53,in gebruik
155,2957TD,571200000002949,571010000002949,False,woonfunctie,110,in gebruik
13,3361HJ,610200000001749,610010000001749,False,kantoorfunctie,1220,in gebruik (niet ingemeten)
100,3316AZ,505200000018949,505010000018949,False,kantoorfunctie,1606,in gebruik
68,3079JW,599200000520434,599010000031229,False,woonfunctie,57,in gebruik
211,2952DC,482200001270622,482010001261733,False,industriefunctie,5319,in gebruik
32,3356LX,590200000010354,590010000013834,False,industriefunctie,207,in gebruik
17,2953HC,482200001270142,482010001261253,False,woonfunctie,146,in gebruik
25,3355ER,590200000013068,590010000007712,False,kantoorfunctie,256,in gebruik
30,3355ES,590200000013072,590010000007714,False,industriefunctie,137,in gebruik
6520,4836LD,758200000090311,758010000088861,False,industriefunctie,53593,in gebruik
110,4691TA,716200000760999,716010000029113,False,woonfunctie,300,in gebruik
3,3311DH,505200000095199,505010000095180,False,woonfunctie,167,gevormd
120,3311PE,505200000052600,505010000052600,False,woonfunctie,111,in gebruik
79,3328EC,505200000050968,505010000050968,False,woonfunctie,108,in gebruik
160,3331MA,642200000016673,642010000016673,False,kantoorfunctie,212,in gebruik
86,3316GS,505200000044896,505010000044896,False,industriefunctie,127,in gebruik
50,3316LE,505200000094346,505010000094328,False,kantoorfunctie,1921,in gebruik (niet ingemeten)
77,3311TH,505200000037995,505010000037995,False,kantoorfunctie,62,in gebruik
13,3161HK,613200000144471,613010000144472,False,kantoorfunctie,791,in gebruik
428,3356XM,590200000008912,590010000011490,False,woonfunctie,86,in gebruik
1,4283HP,874200000034039,874010000002946,False,industriefunctie,185,in gebruik
24,2984AG,597200000272758,597010000272759,False,kantoorfunctie,84,in gebruik
150,3331MA,642200000016671,642010000016671,False,kantoorfunctie,222,in gebruik
8,4231VH,707200000384602,707010000384603,False,kantoorfunctie,571,in gebruik
53,3356LD,590200000011528,590010000014171,False,industriefunctie,2237,in gebruik
4,2971VJ,693200000000820,693010000000820,False,kantoorfunctie,357,in gebruik
56,3241LR,559200000002511,559010000002510,False,industriefunctie,13716,in gebruik
38,2954LD,482200001266444,482010001257555,False,bijeenkomstfunctie,150,in gebruik
2,3316GN,505200000074056,505010000074056,False,kantoorfunctie,145,in gebruik
14,3297WB,585200001370555,585010001356823,False,woonfunctie,205,in gebruik
5,3316BR,505200000081273,505010000081273,False,kantoorfunctie,158,in gebruik
30,3311AW,505200000068636,505010000068636,False,kantoorfunctie,131,in gebruik
1,3295LJ,585200001371566,585010001357834,False,woonfunctie,197,in gebruik
16,5443PR,1684200000010322,1684010000010322,False,industriefunctie,1500,in gebruik
65,5685GB,753200000081258,753010000036327,False,woonfunctie,212,in gebruik
10,3313ES,505200000021622,505010000021622,False,woonfunctie,132,in gebruik
19,3089JH,599200001010630,599010000486304,False,kantoorfunctie,8574,in gebruik
466,3331LK,642200000023792,642010000023780,False,kantoorfunctie,351,in gebruik
61,4207CD,512200000036069,512010000004487,False,woonfunctie,113,in gebruik
16,2742MT,627200000247852,627010000030650,False,woonfunctie,116,in gebruik
288,3072MK,599200100017539,599010400016890,False,woonfunctie,90,in gebruik
9,4782SC,1709200000445037,1709010000054023,False,overige gebruiksfunctie,38585,in gebruik (niet ingemeten)
189,3111AJ,606200000020196,606010000020196,False,woonfunctie,97,in gebruik
268,3331ML,642200000023547,642010000023535,False,kantoorfunctie,280,in gebruik
45,3315BP,505200000044182,505010000044182,False,woonfunctie,113,in gebruik (niet ingemeten)
7,4131NJ,620200000024904,620010000023763,False,kantoorfunctie,5427,in gebruik
2,3344EM,531200000006487,531010000006487,False,woonfunctie,243,in gebruik
27,3381KA,689200000002054,689010000003610,False,woonfunctie,206,in gebruik
167,3351HM,590200000001896,590010000005605,False,woonfunctie,90,in gebruik
15,4104AL,216200000011388,216010000011388,False,industriefunctie,4689,in gebruik
84,2992XC,489200000251339,489010000251340,False,kantoorfunctie,200,in gebruik
130,3012NC,599200000515283,599010000112716,False,kantoorfunctie,925,in gebruik
7,3342GS,531200000005103,531010000005103,False,industriefunctie,120,in gebruik
18,2992SR,489200000265109,489010000265108,False,industriefunctie,308,in gebruik
6,3291CN,617200000915804,617010000815804,False,industriefunctie,137,in gebruik
14,3316EL,505200000061628,505010000061628,False,industriefunctie,270,in gebruik
7,2951TJ,482200001265830,482010001256941,False,woonfunctie,153,in gebruik
5,4791VC,1709200000603802,1709010000173534,False,kantoorfunctie,7528,in gebruik
4,3011BT,599200100012318,599010400011906,False,kantoorfunctie,574,in gebruik
1,3088GN,599200000404503,599010000333095,False,woonfunctie,93,in gebruik
101,3198LC,599200000900820,599010000460820,False,industriefunctie,9600,in gebruik
8,1044AB,363200000538183,363010001167251,False,industriefunctie,6500,in gebruik
30,4906CX,826200000018261,826010000018032,False,industriefunctie,2787,in gebruik
1,3197LK,599200000221125,599010000090933,False,kantoorfunctie,385,in gebruik
875,3199LD,599200000265915,599010000257439,False,industriefunctie,649,in gebruik
14,3011KA,599200000280214,599010000288607,False,kantoorfunctie,249,ingetrokken
556,2263XZ,1916200000028576,1916010000070933,False,woonfunctie,101,in gebruik
6,4824AE,758200000011215,758010000007772,False,industriefunctie,7557,in gebruik (niet ingemeten)
1,5986PK,1894200000347577,1894010000347579,False,kantoorfunctie,7151,in gebruik
12,5928PZ,983200000093626,983010000093626,False,industriefunctie,15530,in gebruik
71,6716AE,228200000009754,228010000009754,False,industriefunctie,8009,in gebruik
10,7575DA,173200000147592,173010000147593,False,industriefunctie,11100,in gebruik
65,3089JW,599200100013081,599010400012612,False,kantoorfunctie,405,in gebruik
300,1438AN,394200000021885,394010000299376,False,industriefunctie,23226,ingetrokken
37,4389PC,718200000007539,718010000007487,False,kantoorfunctie,233,in gebruik
6,6199AD,888200000040827,888010000217754,False,kantoorfunctie,55,in gebruik
24,1078GZ,363200001987367,363010001987432,False,bijeenkomstfunctie,5529,in gebruik
1,5032ML,855200000064027,855010000079669,False,industriefunctie,2408,in gebruik
5,5032MH,855200000000001,855010000074540,False,industriefunctie,8090,in gebruik
31,5047RM,855200000114202,855010000114579,False,industriefunctie,11677,in gebruik
1,5928SG,983200000158930,983010000158916,False,overige gebruiksfunctie,31415,in gebruik
4,5032MJ,855200000000002,855010000099536,False,industriefunctie,18799,in gebruik
7,2991LS,489200000225173,489010000225174,False,industriefunctie,4216,in gebruik
10,3089JC,599200000300651,599010000225988,False,industriefunctie,3780,in gebruik
20,3047AL,599200000735724,599010000368923,False,industriefunctie,3807,in gebruik
14,3088EB,599200000491654,599010000133640,False,kantoorfunctie,2573,in gebruik
199,3199KA,599200000900009,599010000460009,False,industriefunctie,2364,in gebruik
75,3198LS,599200000900055,599010000460055,False,industriefunctie,12,in gebruik
28,3331MK,642200000011051,642010000011051,False,kantoorfunctie,86,in gebruik
93,3072AP,599200001004336,599010000481560,False,kantoorfunctie,625,in gebruik
17,2404CB,484200002040983,484010002034096,False,kantoorfunctie,117,in gebruik
2,9601MC,18200000155150,18010000012297,False,industriefunctie,883,in gebruik
135,3194AB,599200000350073,599010000153635,False,kantoorfunctie,3595,in gebruik
2,3161WD,613200000140467,613010000140468,False,kantoorfunctie,1743,in gebruik
12,2678AG,1783200000078820,1783010000606924,False,kantoorfunctie,100,in gebruik
270,3011XZ,599200000217644,599010000093513,False,kantoorfunctie,353,in gebruik
8,1013BL,363200012072409,363010012072136,False,kantoorfunctie,164,in gebruik
83,3316AK,505200000031947,505010000031947,False,kantoorfunctie,1022,in gebruik
20,3176PD,613200000155177,613010000155178,False,kantoorfunctie,4722,in gebruik
23,3115HC,606200000041709,606010000041588,False,kantoorfunctie,169,in gebruik
21,3115HC,606200000041711,606010000041590,False,kantoorfunctie,2060,in gebruik
11,3055LA,599200000228948,599010000218716,False,woonfunctie,219,in gebruik
62,3113BD,606200000004395,606010000004395,False,industriefunctie,1003,in gebruik
4,3331LL,642200000023557,642010000023545,False,kantoorfunctie,255,ingetrokken
35,3047BL,599200000745750,599010000376169,False,industriefunctie,1670,in gebruik
8,1118LB,394200001002142,394010001002182,False,industriefunctie,920,in gebruik
11,3197LG,599200000796821,599010000408198,False,industriefunctie,7819,in gebruik
3,3208LA,612200000036816,612010000036743,False,kantoorfunctie,2320,in gebruik
20,3029BE,599200000499685,599010000139145,False,industriefunctie,2351,in gebruik
30,2132MR,394200000029683,394010000341794,False,industriefunctie,294,in gebruik
342,3012NJ,599200000514722,599010000047276,False,kantoorfunctie,269,in gebruik
11,3208KH,612200000008074,612010000007716,False,industriefunctie,1374,in gebruik
40,3077AL,599200000390525,599010000317950,False,industriefunctie,1121,in gebruik
81,3165AM,613200000142901,613010000142902,False,kantoorfunctie,346,in gebruik
161,3071NR,599200000358492,599010000159164,False,woonfunctie,100,in gebruik
50,2987VE,597200000124141,597010000124143,False,winkelfunctie,300,in gebruik
21,3089JH,599200001013139,599010000488361,False,kantoorfunctie,7436,in gebruik
8,3133KT,622200000031231,622010000093666,False,kantoorfunctie,1900,in gebruik
4,4782PP,1709200000438585,1709010000010581,False,overige gebruiksfunctie,49,in gebruik
44,3062SH,599200000283106,599010000199158,False,woonfunctie,169,in gebruik
2,3016BB,599200000404349,599010000025500,False,kantoorfunctie,2850,in gebruik
15,3195KN,599200000901122,599010000461122,False,industriefunctie,1239,in gebruik
58,3089KC,599200000997451,599010000475167,False,industriefunctie,11974,in gebruik
89,3316AK,505200000031948,505010000031948,False,kantoorfunctie,431,in gebruik
6,5928LE,983200000076922,983010000076922,False,industriefunctie,12538,in gebruik
41,3165AM,613200000142707,613010000142708,False,industriefunctie,15039,in gebruik
1,1437EP,394200001010883,394010001010365,False,industriefunctie,8110,in gebruik
159,3192NB,599200000216777,599010000265660,False,woonfunctie,161,in gebruik
56,3311TH,505200000037984,505010000037984,False,kantoorfunctie,340,in gebruik
398,2983GS,597200000229186,597010000229187,False,kantoorfunctie,536,in gebruik
44,3197KJ,599200000397289,599010000232302,False,kantoorfunctie,951,in gebruik
182,2901HC,502200000030124,502010000029712,False,woonfunctie,152,in gebruik
41,3012KD,599200000516474,599010000069581,False,kantoorfunctie,648,in gebruik
35,3024EA,599200000353221,599010000151763,False,industriefunctie,6357,in gebruik
1,1437EM,394200001007098,394010001006618,False,industriefunctie,12464,in gebruik (niet ingemeten)
1,4782SM,1709200000449089,1709010000049282,False,industriefunctie,2161,in gebruik
40,1118LD,394200001002384,394010001002424,False,industriefunctie,6700,in gebruik
50,1951NE,453200000037757,453010001037757,False,industriefunctie,6043,in gebruik
4,3161GL,613200000152147,613010000152148,False,industriefunctie,801,in gebruik
8,2984BM,597200000230774,597010000230775,False,winkelfunctie,1540,in gebruik
9,3199KD,599200100024615,599010400023803,False,industriefunctie,281,in gebruik
4,1044AE,363200000360999,363010000903622,False,industriefunctie,43040,in gebruik
45,3012CA,599200000182272,599010000235872,False,kantoorfunctie,953,ingetrokken
30,3311GX,505200000084212,505010000084212,False,kantoorfunctie,3900,in gebruik
3,3011RR,599200000331628,599010000157822,False,kantoorfunctie,82,in gebruik
85,3081AB,599200000224284,599010000156809,False,industriefunctie,500,in gebruik
7,3161GR,613200000201609,613010000201608,False,kantoorfunctie,1511,in gebruik (niet ingemeten)
42,3011XS,599200000478444,599010000196656,False,kantoorfunctie,526,in gebruik
12,2491BG,518200000384822,518010000384823,False,industriefunctie,8061,in gebruik (niet ingemeten)
10,3016CK,599200100002435,599010400002294,False,kantoorfunctie,7192,in gebruik
111,2132LS,394200001001391,394010001001462,False,kantoorfunctie,24000,in gebruik
268,3197KV,599200000381279,599010000314539,False,industriefunctie,16,ingetrokken
46,3194AC,599200000394845,599010000201873,False,industriefunctie,1199,in gebruik
45,3013AK,599200000467190,599010000124193,False,kantoorfunctie,114695,in gebruik
130,3062MB,599200001008933,599010000485296,False,kantoorfunctie,3004,in gebruik
4,3087BL,599200000510638,599010000073728,False,industriefunctie,445,in gebruik
57,3088GB,599200000181267,599010000198440,False,kantoorfunctie,1442,in gebruik
200,3316KE,505200000090970,505010000090962,False,kantoorfunctie,1078,in gebruik
26,3241LS,559200000001006,559010000001005,False,industriefunctie,10151,in gebruik
1,3247CP,1924200000028911,1924010000028792,False,kantoorfunctie,2784,in gebruik (niet ingemeten)
3,3011WG,599200000525113,599010000087538,False,bijeenkomstfunctie,224,in gebruik
505,3013AL,599200000514899,599010000252761,False,kantoorfunctie,658,ingetrokken
5,3214VR,568200000306478,568010000206478,False,industriefunctie,61,in gebruik
118,3037GL,599200000203616,599010000128892,False,kantoorfunctie,257,in gebruik
2,2651LV,1621200000001386,1621010000006143,False,woonfunctie,195,in gebruik
67,1438BD,394200000020663,394010000288789,False,industriefunctie,1273,in gebruik
30,3196KD,599200000797882,599010000408813,False,industriefunctie,5356,in gebruik
8,2984BG,597200000285564,597010000285570,False,kantoorfunctie,215,in gebruik
742,2909VA,502200000009089,502010000009013,False,kantoorfunctie,1911,in gebruik
65,2908LV,502200000008571,502010000008499,False,kantoorfunctie,221,in gebruik
100,3062MB,599200000339437,599010000297332,False,kantoorfunctie,2289,in gebruik
2,3198LG,599200000355160,599010000178302,False,industriefunctie,17,in gebruik
11,3088HG,599200000491457,599010000224593,False,industriefunctie,2996,in gebruik
8,3115JE,606200000000191,606010000000191,False,industriefunctie,165,in gebruik
20,2984AT,597200000257080,597010000257081,False,kantoorfunctie,250,in gebruik
136,2983GM,597200000253286,597010000253287,False,kantoorfunctie,214,in gebruik
211,3081JN,599200000410911,599010000271062,False,woonfunctie,80,in gebruik
910,3199LC,599200100009709,599010400009407,False,kantoorfunctie,4161,in gebruik
40,3011XB,599200000217598,599010000334751,False,kantoorfunctie,1801,ingetrokken
53,2992LC,489200000218215,489010000218216,False,kantoorfunctie,441,in gebruik
144,4818CP,758200000106754,758010000106480,False,kantoorfunctie,572,gevormd
350,3331MC,642200000016683,642010000016683,False,kantoorfunctie,430,in gebruik
9,3237MG,501200002014644,501010002006924,False,industriefunctie,118,in gebruik
45,2803PE,513200000036304,513010013088133,False,kantoorfunctie,2222,in gebruik
26,3087BP,599200000510814,599010000153247,False,kantoorfunctie,845,in gebruik
13,4389PC,718200000007530,718010000007478,False,industriefunctie,1470,in gebruik
134,3055KL,599200000375617,599010000144725,False,woonfunctie,233,in gebruik
115,2909LE,502200000024224,502010000023835,False,kantoorfunctie,262,ingetrokken
806,9728BM,14200010890083,14010011080816,False,kantoorfunctie,4199,in gebruik
50,3197KG,599200000368958,599010000280508,False,industriefunctie,272,in gebruik
40,3079DN,599200000469287,599010000164799,False,industriefunctie,550,ingetrokken
15,3161GN,613200000159133,613010000159134,False,kantoorfunctie,1028,in gebruik
2,4791RN,1709200000603581,1709010000173316,False,industriefunctie,19895,in gebruik (niet ingemeten)
1,3161GH,613200000147769,613010000147770,False,woonfunctie,262,in gebruik
95,3012KG,599200000516510,599010000311560,False,kantoorfunctie,560,in gebruik
87,3198LB,599200000900837,599010000460837,False,industriefunctie,451,in gebruik
30,3089KK,599200000248934,599010000145890,False,industriefunctie,10981,in gebruik
1,3208LA,612200000008360,612010000007989,False,bijeenkomstfunctie,321,in gebruik
31,3077AP,599200000465185,599010000283789,False,industriefunctie,2820,in gebruik
11,2803XR,513200000013283,513010013076978,False,woonfunctie,132,in gebruik
9,3029BP,599200000328463,599010000281778,False,industriefunctie,1344,in gebruik
51,3161EB,613200000202607,613010000202606,False,kantoorfunctie,1710,in gebruik
67,1505HJ,479200000016805,479010000011184,False,kantoorfunctie,2294,in gebruik
1,2909LK,502200000024082,502010000023702,False,kantoorfunctie,912,in gebruik
111,3087AE,599200000455194,599010000031337,False,industriefunctie,6053,in gebruik
3,2661TN,1621200000001794,1621010000022157,False,woonfunctie,157,in gebruik
35,4472BA,664200000014636,664010000014636,False,woonfunctie,130,in gebruik
4,2803XP,513200000033202,513010013066004,False,woonfunctie,203,in gebruik
7,3087CC,599200000783824,599010000401384,False,overige gebruiksfunctie,1739,ingetrokken
24,6222NE,935200000097522,935010000093120,False,industriefunctie,1050,ingetrokken
42,3088HD,599200000490677,599010000087954,False,industriefunctie,743,in gebruik
5,4631SM,873200000445309,873010000445310,False,kantoorfunctie,2573,in gebruik
4,3083HH,599200000235121,599010000203120,False,woonfunctie,123,in gebruik
2,2904SC,502200000015288,502010000015085,False,woonfunctie,130,in gebruik
21,4389PC,718200000007534,718010000007482,False,industriefunctie,3848,in gebruik
5,2993LD,489200000244343,489010000244344,False,kantoorfunctie,309,in gebruik
171,3012BB,599200000443647,599010000276665,False,woonfunctie,78,in gebruik
35,3366BM,693200000003625,693010000003625,False,overige gebruiksfunctie,194,in gebruik
1,1118LK,394200000069658,394010000346870,False,industriefunctie,6119,in gebruik
1,1135GB,385200000002283,385010000002283,False,industriefunctie,7665,in gebruik (niet ingemeten)
2,1119NV,394200000010962,394010000314627,False,industriefunctie,34312,in gebruik
10,4782PM,1709200000603849,1709010000173581,False,industriefunctie,29074,in gebruik
22,3011TA,599200100006853,599010400006600,False,kantoorfunctie,16249,in gebruik
170,3197KV,599200000381250,599010000253962,False,industriefunctie,589,in gebruik
2,3261KN,584200001306620,584010001295551,False,winkelfunctie,3672,in gebruik
30,3016BC,599200000404400,599010000074799,False,kantoorfunctie,835,in gebruik
38,2991WD,489200000230243,489010000230244,False,woonfunctie,155,in gebruik
20,3062MB,599200000339390,599010000094003,False,kantoorfunctie,2246,in gebruik
11,1118EE,394200001002066,394010001002106,False,kantoorfunctie,165,in gebruik
59,3088GB,599200000181268,599010000179960,False,kantoorfunctie,2605,in gebruik
8,3199LW,599200000840585,599010000434465,False,industriefunctie,26343,in gebruik
94,3199KZ,599200100016898,599010400016267,False,industriefunctie,13230,in gebruik
10,3199KR,599200100039218,599010400038247,False,industriefunctie,19658,in gebruik
17,9936BP,10200000109774,10010000059610,False,industriefunctie,3651,in gebruik
8,2994LD,489200000238511,489010000238512,False,industriefunctie,250,in gebruik
37,3011AA,599200100006567,599010400006315,False,kantoorfunctie,22899,ingetrokken
119,3071NK,599200000358369,599010000259303,False,kantoorfunctie,1214,ingetrokken
1,4782SE,1709200000440330,1709010000050222,False,industriefunctie,3764,in gebruik
26,2991LH,489200000223795,489010000223796,False,industriefunctie,65,in gebruik
126,3342LG,531200000003698,531010000003698,False,kantoorfunctie,1260,in gebruik
97,3022CB,599200000295829,599010000077986,False,woonfunctie,159,in gebruik
6,3059SR,599200001010489,599010000486156,False,woonfunctie,217,in gebruik
85,3087BM,599200000792674,599010000405725,False,kantoorfunctie,6569,in gebruik
35,5928PH,983200000036853,983010000036853,False,industriefunctie,11407,in gebruik
1,3165AM,613200000151627,613010000151628,False,kantoorfunctie,21131,d verblijfsobject
27,2719KL,637200000186020,637010000186021,False,woonfunctie,111,in gebruik
1,4455TT,654200000231370,654010000044098,False,overige gebruiksfunctie,35,in gebruik
101,2771DS,499200002035984,499010002029100,False,woonfunctie,247,in gebruik
86,3197LH,599200000817587,599010000420530,False,industriefunctie,10447,in gebruik
1,2908LH,502200000016983,502010000016763,False,kantoorfunctie,5111,in gebruik
35,4782PM,1709200000603649,1709010000173381,False,kantoorfunctie,24860,in gebruik
148,3331MA,642200000016670,642010000016670,False,kantoorfunctie,107,in gebruik
268,3201LW,612200000000319,612010000000305,False,winkelfunctie,126,in gebruik
127,3087AE,599200000455218,599010000216940,False,industriefunctie,319,in gebruik
2,6541BW,268200000001903,268010000066785,False,industriefunctie,13755,in gebruik
9,3125BS,606200000000762,606010000000762,False,industriefunctie,517,in gebruik
3,5986PM,1894200000327745,1894010000327746,False,industriefunctie,40356,in gebruik
15,5628WB,772200000092718,772010000806201,False,kantoorfunctie,3918,in gebruik
5,5684PB,753200000080443,753010000034591,False,kantoorfunctie,32747,in gebruik
20,4622RD,748200000023530,748010000023530,False,industriefunctie,89026,in gebruik
8,8263CG,166200000024644,166010000024644,False,industriefunctie,37341,in gebruik
8,8013RC,193200000096110,193010000096059,False,kantoorfunctie,533,in gebruik
20,6121RE,1883200000056569,1883010000056510,False,industriefunctie,42015,in gebruik
1,4751XK,1655200000545205,1655010000545206,False,industriefunctie,142,gevormd
2,3433KN,356200000036636,356010000066403,False,industriefunctie,25831,in gebruik
3140,6604LV,296200000020529,296010000020499,False,kantoorfunctie,28978,in gebruik
3142,6604LV,296200000020634,296010000020604,False,kantoorfunctie,31730,in gebruik
3,3088HE,599200000455944,599010000168973,False,kantoorfunctie,2021,in gebruik
34,2991LR,489200000241149,489010000241150,False,onderwijsfunctie,367,in gebruik (niet ingemeten)
16,3223PA,530200002142577,530010002102577,False,woonfunctie,180,in gebruik
5,2992KB,489200000240691,489010000240692,False,industriefunctie,264,in gebruik
61,3088GB,599200000181271,599010000096973,False,industriefunctie,54,ingetrokken
30,2404BR,484200000006065,484010000006065,False,industriefunctie,11233,in gebruik
56,3014ZS,599200000322987,599010000252643,False,winkelfunctie,63,in gebruik
107,2511DP,518200000623661,518010000623662,False,kantoorfunctie,8683,ingetrokken
28,2984CD,597200000238042,597010000238043,False,kantoorfunctie,365,in gebruik
22,1119NS,394200000010153,394010000322485,False,industriefunctie,1075,in gebruik
372,2983GR,597200000229140,597010000229141,False,kantoorfunctie,11886,in gebruik (niet ingemeten)
46,3316BP,505200000075272,505010000075272,False,kantoorfunctie,2753,in gebruik
17,3055WV,599200000527435,599010000300584,False,woonfunctie,229,in gebruik
2,3341GX,531200000012377,531010000012377,False,woonfunctie,149,in gebruik
47,3087BW,599200100009130,599010400008833,False,industriefunctie,68,in gebruik
18,3261PX,584200001310189,584010001299109,False,woonfunctie,242,in gebruik (niet ingemeten)
20,3356LK,590200000015952,590010000015953,False,kantoorfunctie,6322,ingetrokken
32,3331ML,642200000018039,642010000018039,False,kantoorfunctie,80,in gebruik
215,1119PD,394200000011787,394010000340526,False,kantoorfunctie,582,in gebruik
16,9217RN,90200000618627,90010000618628,False,industriefunctie,771,in gebruik
700,3083AS,599200000471586,599010000143256,False,kantoorfunctie,18600,in gebruik
27,5651GG,772200001058661,772010001058642,False,industriefunctie,14435,in gebruik
2,3905NN,345200002023002,345010002023003,False,industriefunctie,28339,in gebruik
38,5804CD,984200000022511,984010000300326,False,industriefunctie,2180,in gebruik
44,5048AN,855200000123163,855010000123449,False,industriefunctie,8306,in gebruik
3,3195ND,599200001000514,599010000478085,False,industriefunctie,7416,in gebruik
30,3209BK,612200000004958,612010000004738,False,industriefunctie,274,in gebruik
25,3223TL,530200002137493,530010002097493,False,woonfunctie,149,in gebruik
31,3121XJ,606200000018580,606010000018580,False,woonfunctie,159,in gebruik
48,3708ZS,355200000812953,355010000812954,False,woonfunctie,176,in gebruik
23,3114HC,606200000021935,606010000021935,False,woonfunctie,114,in gebruik
10,1044AB,363200000073274,363010000610984,False,kantoorfunctie,13041,in gebruik
20,4453VJ,654200000230843,654010000043561,False,kantoorfunctie,541,in gebruik
12,3044CA,599200000191596,599010000075321,False,industriefunctie,752,in gebruik
11,3012VG,599200000507624,599010000233295,False,woonfunctie,59,in gebruik
8,9979XJ,1651200000033531,1651010000023533,False,kantoorfunctie,155,in gebruik
102,2661CV,1621200000021569,1621010000022109,False,industriefunctie,170,in gebruik
186,3021DM,599200000295971,599010000073993,False,kantoorfunctie,530,in gebruik
10,3221CB,530200002129162,530010002089162,False,kantoorfunctie,344,in gebruik
52,5928PR,983200000038831,983010000038831,False,kantoorfunctie,755,in gebruik
31,4765BH,1709200000437325,1709010000000572,False,woonfunctie,205,in gebruik
365,1437CG,394200000021407,394010000295644,False,woonfunctie,186,in gebruik
14,3233AM,614200000000271,614010000001467,False,kantoorfunctie,205,in gebruik
85,3088GE,599200000178924,599010000200338,False,industriefunctie,353,in gebruik
16,5916RP,983200000068779,983010000068779,False,woonfunctie,164,ingetrokken
24,6199AC,888200000036041,888010000005360,False,industriefunctie,13462,in gebruik
4,6921RZ,226200000021912,226010000021913,False,industriefunctie,6018,in gebruik
28,7587GA,168200000229152,168010000229153,False,kantoorfunctie,32,in gebruik
17,3201EJ,612200000002238,612010000002137,False,kantoorfunctie,175,in gebruik
8,3011KA,599200000280209,599010000328240,False,kantoorfunctie,799,ingetrokken
53,3171EB,613200000152257,613010000152258,False,kantoorfunctie,145,in gebruik
147,3036HJ,599200000527190,599010000027693,False,woonfunctie,45,in gebruik
16,2984BA,597200000232784,597010000232785,False,winkelfunctie,1861,in gebruik
200,3073GR,599200000253721,599010000216514,False,woonfunctie,92,in gebruik
560,3084CB,599200000783467,599010000401096,False,industriefunctie,5802,in gebruik
2,3194DE,599200000333962,599010000206826,False,industriefunctie,102,in gebruik
7,3051BP,599200000500214,599010000184170,False,kantoorfunctie,425,in gebruik
34,3074JB,599200000717388,599010000359463,False,industriefunctie,133,in gebruik
5,3161GR,613200000201607,613010000201606,False,kantoorfunctie,714,in gebruik
20,2661CP,1621200000010126,1621010000021071,False,woonfunctie,210,in gebruik
253,2901LB,502200000035196,502010010025691,False,kantoorfunctie,161,in gebruik
15,3197LG,599200000900414,599010000460414,False,kantoorfunctie,992,in gebruik
62,3125AE,606200000007502,606010000007502,False,kantoorfunctie,989,in gebruik
78,3088HD,599200000490699,599010000301464,False,kantoorfunctie,7911,in gebruik
48,3088HJ,599200000510799,599010000196913,False,kantoorfunctie,672,in gebruik
10,3194DJ,599200000325147,599010000091741,False,overige gebruiksfunctie,265,ingetrokken
236,3067GJ,599200000306625,599010000254250,False,industriefunctie,72,ingetrokken
54,2992XC,489200000235233,489010000235234,False,kantoorfunctie,160,in gebruik
22,1013BL,363200000403191,363010000606391,False,industriefunctie,20070,in gebruik
8,3232HE,501200002011939,501010002004221,False,kantoorfunctie,2683,in gebruik
74,2992SR,489200000264414,489010000264413,False,kantoorfunctie,342,in gebruik
41,2992LB,489200000219369,489010000219370,False,kantoorfunctie,332,in gebruik
12,5171GB,809200000001951,809010000001951,False,woonfunctie,233,in gebruik
83,3072AP,599200001004331,599010000481555,False,kantoorfunctie,625,in gebruik
66,3361HS,610200000010282,610010000010282,False,woonfunctie,90,in gebruik
42,3201AB,612200000035856,612010000034812,False,industriefunctie,490,in gebruik
231,2902XE,502200000016716,502010000016496,False,woonfunctie,78,in gebruik
17,7483PG,158200000003454,158010000003454,False,industriefunctie,16732,in gebruik
240,3197KV,599200000381276,599010000297032,False,industriefunctie,12043,in gebruik
10,2984BT,597200000237104,597010000237105,False,overige gebruiksfunctie,217,ingetrokken
40,3011TA,599200000210427,599010000225596,False,kantoorfunctie,8996,in gebruik
64,2992XC,489200000231817,489010000231818,False,kantoorfunctie,150,in gebruik
50,3144EG,556200000003760,556010000003751,False,kantoorfunctie,813,in gebruik
8,3135CD,622200000015866,622010000078301,False,woonfunctie,102,in gebruik
60,3233SE,614200000200297,614010000013253,False,woonfunctie,285,gevormd
24,2984AN,597200000229234,597010000229235,False,winkelfunctie,297,in gebruik
57,2992SB,489200000231825,489010000231826,False,industriefunctie,1400,in gebruik
30,4782PM,1709200000443588,1709010000010565,False,kantoorfunctie,954,in gebruik
1,4761VD,1709200000452496,1709010000001344,False,woonfunctie,176,in gebruik (niet ingemeten)
4,3331EE,642200000007342,642010000007342,False,kantoorfunctie,1102,in gebruik
5,3197KL,599200000726966,599010000362935,False,industriefunctie,624,in gebruik
4,3198LH,599200000900033,599010000460033,False,kantoorfunctie,962,in gebruik
1,3199LL,599200000723474,599010000361225,False,kantoorfunctie,28718,in gebruik
24,3133LA,622200000043073,622010000105642,False,industriefunctie,2577,ingetrokken
3,3133KT,622200000031228,622010000093663,False,kantoorfunctie,875,in gebruik
