huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
8,5144NP,0867200000263741,0867010000069145,False
115,6669MG,1740200000109612,1740010000013220,False
46,2141BX,0394200001005776,0394010001005325,False
1,6045JC,0957200000028524,0957010000140030,False
2,7625SP,0147200000051081,0147010000006665,False
19,7008AS,0222200000650679,0222010000650680,False
16,1325TA,0034200000050522,0034010000058758,False
24,6222NE,0935200000097522,0935010000093120,False
35,7061XV,1509200000241509,1509010000241510,False
10,2661DB,1621200000025520,1621010000025489,False
45,7556LV,0164200000402450,0164010000026064,False
20,7325WZ,0200200000084544,0200010000471698,False
24,5629HR,0772200000075256,0772010000701869,False
2,5085NB,0798200000005791,0798010000005792,False
1,4003DX,0281200000056226,0281010000056227,False
6,4033AA,0214200000530741,0214010000012483,False
55,3514TB,0344200000037188,0344010000142943,False
18,5721RD,0743200000012249,0743010000002248,False
8,5753PM,0762200000013191,0762010000014875,False
38,2411ME,0497200000009245,0497010000006281,False
10,3231XS,0501200002011851,0501010002004133,False
95,3012KG,0599200000516510,0599010000311560,False
95,3012KG,0599200000516510,0599010000311560,False
95,3012KG,0599200000516510,0599010000311560,False
95,3012KG,0599200000516510,0599010000311560,False
6284,4836LG,0758200000090265,0758010000074640,False
47,7771XB,0160200000265527,0160010000033390,False
4,2908LT,0502200000137804,0502010000207888,False
12,7575EB,0173200000174800,0173010000174801,False
167,1075GX,0363200000156023,0363010000694264,False
53,6291EL,0981200000075836,0981010000001060,False
5,7333NZ,0200200000097029,0200010003920871,False
21,3115HE,0606200000025217,0606010000025217,False
111,3087AE,0599200000455194,0599010000031337,False
21,3115HE,0606200000025217,0606010000025217,False
9,9672BG,1895200000005048,1895010000010218,False
32,6666HP,1734200000019845,1734010000030511,False
16,1171SP,0394200000018781,0394010000329852,False
81,3453PM,0344200000095815,0344010000089738,False
83,3316AK,0505200000031947,0505010000031947,False
4,4104AK,0216200000011397,0216010000011397,False
7,9717ET,0014200010803138,0014010010999836,False
15,4261AA,0738200000008182,0738010000002725,False
5,7261AS,1859200000820580,1859010000820581,False
41,3194AA,0599200000302828,0599010000179415,False
37,2678DN,1783200000040744,1783010000040744,False
6,3316EL,0505200000061623,0505010000061623,False
24,4706VB,1674200000089965,1674010000089965,False
52,2586SK,0518200000862156,0518010000862157,False
130,3194AM,0599200001011678,0599010000487218,False
11,8884HG,0093200000218688,0093010000218689,False
247,1432GK,0358200018850051,0358010018944641,False
5257,4814RD,0758200000090199,0758010000002215,False
55,2284AB,0603200000030302,0603010000026098,False
14,4714RR,0840200000301799,0840010000301800,False
14,4714RR,0840200000301799,0840010000301800,False
514,1082PR,0363200012082785,0363010012081617,False
57,1086VJ,0363200001987758,0363010001987931,False
47,6034RJ,0946200000220108,0946010000220109,False
17,5331XE,0263200000109200,0263010000005757,False
4,2925SK,0542200000656923,0542010000656924,False
13,1437EK,0394200001010494,0394010001009979,False
8,1611HT,0532200000001135,0532010000002184,False
45,3088HB,0599200000490680,0599010000282729,False
41,1322AH,0034200000059390,0034010000074363,False
41,1322AH,0034200000059390,0034010000074363,False
105,3543AC,0344200000155999,0344010000116173,False
63,6545AB,0268200000058841,0268010000042937,False
13,3208LE,0612200000037780,0612010000037710,False
3,3208LA,0612200000036816,0612010000036743,False
35,5701CD,0794200000086732,0794010000130793,False
333,1077XX,0363200012117511,0363010012115758,False
11,5651GK,0772200000097151,0772010000769327,False
17,6462HG,0928200000025056,0928010000025056,False
111,4021AG,0214200000008951,0214010000008951,False
20,3411JE,0331200000263905,0331010000263906,False
7,7006TJ,0222200000664377,0222010000664378,False
7,3815KP,0307200000553115,0307010000554555,False
18,5396PX,0828200001506109,0828010001506110,False
24,8071CE,0302200000186650,0302010000000768,False
2,3193LB,0599200000193050,0599010000101418,False
68,3853VD,0233200000016515,0233010000016515,False
60,3845LA,0243200001346515,0243010001346516,False
2,4128LJ,0707200000392215,0707010000392214,False
742,2132NL,0394200000031442,0394010000336391,False
9,4251NR,0870200000045570,0870010000010333,False
39,3194DD,0599200000725641,0599010000363336,False
5,2922GR,0542200000674803,0542010000674804,False
75,5431DJ,1684200000004547,1684010000004547,False
9,4661TW,0748200000039410,0748010000039163,False
115,4551LA,0715200000036185,0715010000036186,False
57,2761BR,1892200000687797,1892010000687798,False
49,1053XT,0363200000240848,0363010000781130,False
9,1454AP,0852200000005279,0852010000008017,False
161,3071NR,0599200000358492,0599010000159164,False
935,3071AL,0599200000431761,0599010000251720,False
12,7575EB,0173200000174800,0173010000174801,False
11,5721VV,0743200000013389,0743010000003384,False
7,5854PP,0893200000135276,0893010000135277,False
11,2182DV,0534200000000195,0534010000000149,False
1,3281XH,0611200000608200,0611010000508200,False
11,2628BZ,0503200000122004,0503010000053289,False
799,3607MZ,0333200000006021,0333010000015255,False
188,1171MN,0394200000017126,0394010000290459,False
7,5221EE,0796200000317707,0796010000317708,False
71,5922VK,0983200000001614,0983010000001614,False
49,3411ZH,0331200000261173,0331010000261174,False
21,1043AM,0363200000525556,0363010001169517,False
83,3087BM,0599200100016297,0599010400015709,False
5,3351JK,0590200000003573,0590010000008465,False
76,2403HR,0484200000009717,0484010000009717,False
15,3087BG,0599200100009119,0599010400008822,False
17,5625AB,0772200000107002,0772010000708104,False
1,2805KN,0513200000041390,0513010013090808,False
4,3135JL,0622200000022833,0622010000085268,False
39,7006RA,0222200000621601,0222010000621602,False
23,5051ED,0785200000000759,0785010000007004,False
6295,4836LG,0758200000090269,0758010000074835,False
31,5341PA,0828200001555087,0828010001555088,False
39,2013PH,0392200000008245,0392010000008245,False
26,2982CM,0597200000265156,0597010000265157,True
26,2982CM,0597200000265156,0597010000265157,True
1,5912BW,0983200000157145,0983010000157132,False
354,3341BP,0531200000001557,0531010000001557,False
1,5813BN,0984200000026766,0984010000316884,False
119,3071NK,0599200000358369,0599010000259303,False
60,3454PW,0344200000104682,0344010000093583,False
64,1431WZ,0358200018931177,0358010018959957,False
2,8501ST,0051200001255690,0051010001255691,False
2,8501ST,0051200001255690,0051010001255691,False
28,1446XA,0439200000026476,0439010000017529,False
62,1817ER,0361200000003877,0361010000003971,False
15,3161GN,0613200000159133,0613010000159134,False
17,3235BN,0614200000004485,0614010000001516,False
2,6093CR,1640200000090222,1640010000002210,False
17,3771NB,0203200000406861,0203010000406862,False
50,3231VJ,0501200002013087,0501010002005369,False
1,3165AA,0613200000201729,0613010000201728,False
1,3161GR,0613200000201603,0613010000201602,False
285,1432CN,0358200018941198,0358010018998297,False
11,2991LG,0489200000248257,0489010000248258,False
56,5757AD,0762200000004000,0762010000011869,False
63,5047SE,0855200000055575,0855010000016110,False
7,8748EG,1900200010083375,1900010010083376,False
86,2992XC,0489200000257995,0489010000257996,False
7,2031BH,0392200000094030,0392010000094030,False
2,5575XC,1724200000007876,1724010000003440,False
30,3528AE,0344200000107992,0344010000102767,False
182,3331ML,0642200000018373,0642010000018373,False
18,2627AX,0503200000098104,0503010000046647,False
58,4661KP,0748200000037336,0748010000037336,False
4,5667KT,1771200000019726,1771010000019665,False
20,2153PJ,0394200000060834,0394010000302292,False
8,6836TP,0202200000279651,0202010000279652,False
13,5467ML,0860200000013145,0860010000011990,False
32,1704RW,0398200000026217,0398010000026163,False
80,2719EK,0637200000244564,0637010000244565,False
6,6603BH,0296200000002382,0296010000002815,False
31,3621VP,0311200000004288,0311010000004288,False
22,2153GN,0394200001006190,0394010001005732,False
12,2719AR,0637200000229990,0637010000229991,False
2,5928NS,0983200000062441,0983010000062441,False
52,2991VD,0489200000240445,0489010000240446,False
25,9936EA,0010200000109073,0010010000058904,False
23,2272NA,1916200000016997,1916010000059424,False
326,1186DJ,0362200000177240,0362010002177240,False
2,1118LK,0394200001002147,0394010001002187,False
20,5928LC,0983200000148702,0983010000148702,False
23,3335LR,0642200000003945,0642010000003945,False
19,5237LN,0796200000386034,0796010000386035,False
20,7007CJ,0222200000627451,0222010000627452,False
26,2211EH,0576200000003616,0576010000003616,False
32,2729GH,0637200000247986,0637010000247987,False
22,1332AJ,0034200000029751,0034010000060952,False
100,3431CB,0356200000013296,0356010000043492,False
1,4818HV,0758200000000457,0758010000001324,False
52,3542AW,0344200000034804,0344010000138617,False
26,2405GX,0484200000024911,0484010000024911,False
398,2983GS,0597200000229186,0597010000229187,False
8,5481HN,0844200000130277,0844010000105272,False
43,7773NJ,0160200000259680,0160010000049313,False
19,7942JC,0119200000012016,0119010000002972,False
53,6006CN,0988200000043659,0988010000013365,False
10,6031SP,0946200000218512,0946010000218513,False
9,5531AC,1728200000089976,1728010000089986,False
2,7554RR,0164200000683240,0164010000047234,False
20,2988DB,0597200000258776,0597010000258777,False
4,2901HG,0502200000004626,0502010000004577,False
6801,4836LK,0758200000090324,0758010000002348,False
12,1438BC,0394200000020248,0394010000285980,False
70,8071CW,0302200000190468,0302010000002877,False
46,1117BC,0394200001008410,0394010001007912,False
1,4761RZ,1709200000437011,1709010000162330,False
11,1731LJ,1911200000584872,1911010000584871,False
64,3011KD,0599200100030257,0599010400029385,False
20,4338PH,0687200000009203,0687010000009203,False
36,2723RC,0637200000218658,0637010000218659,False
10,6824DG,0202200000411668,0202010000411669,False
12,9298RP,0079200000373218,0079010000373219,False
38,4704RK,1674200000077281,1674010000077281,False
2,4706PL,1674200000047689,1674010000047689,False
2010,1104CA,0363200000509888,0363010001024158,False
13,4854AC,0758200000022394,0758010000073059,False
5,5421JM,1652200000008799,1652010000008799,False
18,8757JZ,0710200000164396,0710010000164397,False
4,4715PM,0840200000305919,0840010000305920,False
36,6035AD,0946200000234371,0946010000234376,False
39,3011TD,0599200000185026,0599010000093265,False
6,2992LA,0489200000247843,0489010000247844,False
11,2153GK,0394200000007548,0394010000333209,False
19,2909LH,0502200000024250,0502010000023859,False
10,1437EN,0394200001011289,0394010001010769,False
3,5853ES,0893200000136210,0893010000136211,False
7210,4817ZJ,0758200000090418,0758010000073376,False
66,3029AS,0599200100023273,0599010400022471,False
1,3133KJ,0622200000043333,0622010000105902,False
30,4881DR,0879200000005411,0879010000005411,False
15,1448CL,0439200000009237,0439010000028736,False
30,1992AP,0453200000034416,0453010001034416,False
41,3331LR,0642200000014115,0642010000014115,False
4,5411DK,1685200000007551,1685010000007416,False
18,2548ED,0518200000487726,0518010000487727,False
53,2906RG,0502200000027551,0502010000027151,False
3,2914TX,1892200000663453,1892010000663454,False
18,9671BW,1895200000021515,1895010000021511,False
80,3116EX,0606200000024036,0606010000024036,False
6,3772WM,0203200001001655,0203010001001656,False
95,3072AP,0599200001004337,0599010000481561,False
95,3072AP,0599200001004337,0599010000481561,False
333,1077XX,0363200012117511,0363010012115758,False
155,6005AD,0988200000041521,0988010000004350,False
1242,2909VA,0502200000033500,0502010000033006,False
1,7602PR,0141200000042523,0141010000008460,False
4,7554RR,0164200000322010,0164010000016328,False
1,7554TK,0164200000375440,0164010000016584,False
15,8071CC,0302200000186637,0302010000000338,False
48,7555GT,0164200000190770,0164010000018753,False
63,2211WH,0576200000006566,0576010000006566,False
1,1186DS,0362200000212131,0362010002212131,False
44,3332SM,0642200000017818,0642010000017818,False
134,4463AE,0664200000005824,0664010000005824,False
37,3087AD,0599200000900870,0599010000460870,False
17,9936BP,0010200000109774,0010010000059610,False
370,2401AN,0484200000008470,0484010000008470,False
36,9936BK,0010200000109506,0010010000059340,False
3,5047TM,0855200000079384,0855010000094581,False
23,4891CL,0879200000009121,0879010000009121,False
29,2132MT,0394200000029687,0394010000294434,False
2,3165AL,0613200000152723,0613010000152724,False
18,9671BW,1895200000021515,1895010000021511,False
15,3861AJ,0267200000009724,0267010000016921,False
211,2952DC,0482200001270622,0482010001261733,False
8,4765BP,1709200000602983,1709010000172707,False
237,5617BR,0772200001058232,0772010001058213,False
3,1432DE,0358200019109315,0358010019109316,False
16,5595XK,1658200000164222,1658010000010427,False
67,1566AC,0479200000027820,0479010000028310,False
135,1119RB,0394200000005451,0394010000321783,False
158,3045PD,0599200100044213,0599010400043160,False
18,3361HJ,0610200000001300,0610010000001300,False
300,1438AN,0394200000021885,0394010000299376,False
300,1438AN,0394200000021885,0394010000299376,False
31,9606RR,0018200000151349,0018010000045418,False
36,1314AS,0034200000043277,0034010000019166,False
1,3331CD,0642200000021889,0642010000021889,False
403,7534JZ,0153200000464240,0153010000464241,False
82,1017AC,0363200000029397,0363010000566628,False
7,7545LZ,0153200000488006,0153010000488007,False
875,3199LD,0599200000265915,0599010000257439,False
40,5657DB,0772200000089304,0772010000766089,False
11,8938AD,0080200000478881,0080010000478882,False
47,2678HA,1783200000077305,1783010000604075,False
1,3646BA,0736200000010427,0736010000008572,False
7,3812PV,0307200000387144,0307010000387145,False
170,4726ST,1674200000073803,1674010000073803,False
8,4251LC,0870200000045134,0870010000009899,False
18,2132MS,0394200001008927,0394010001008428,False
514,1082PR,0363200012082785,0363010012081617,False
139,1355AN,0034200000025186,0034010000080993,False
5,4721SE,0840200000313191,0840010000313190,False
28,3261PC,0584200001304640,0584010001293571,False
6258,4836LG,0758200000090255,0758010000074801,False
14,7904LG,0118200000370844,0118010000081769,False
141,8091BT,0269200000000689,0269010000000689,False
37,3222AG,0530200002141254,0530010002101254,False
2,8523NB,0051200001266086,0051010001266085,False
134,1824LD,0361200000037873,0361010000037974,False
58,4771RS,1709200000439490,1709010000002395,False
136,1046BD,0363200000542913,0363010001173043,False
8,3016BB,0599200000404351,0599010000044980,False
81,3023JA,0599200000728548,0599010000363879,False
91,1102BP,0363200000046918,0363010000584374,False
2,9665PM,0765200000005018,0765010000005017,False
2,2676LL,1783200000012402,1783010000012402,False
2,2676LL,1783200000012402,1783010000012402,False
152,3331MA,0642200000016672,0642010000016672,False
21,6127BH,1883200000000180,1883010000000180,False
21,6127BH,1883200000000180,1883010000000180,False
85,5853AB,0893200000149163,0893010000149164,False
10,3381KJ,0689200000002827,0689010000004857,False
69,3083CC,0599200000269632,0599010000092253,False
178,1046AB,0363200000481743,0363010000998519,False
8,4401PA,0703200000017130,0703010000009179,False
1,2665NP,1621200000000080,1621010000016057,False
6,2565NS,0518200000781063,0518010000781064,False
20,1433JR,0358200018934044,0358010018971401,False
77,2408RW,0484200000031758,0484010000031758,False
9,8171BK,0232200000010481,0232010000010481,False
406,7327BT,0200200000048443,0200010000185315,False
206,3083BZ,0599200000377099,0599010000292607,False
1,3261PC,0584200001309759,0584010001298683,False
4,4797AX,1709200000446821,1709010000011918,False
200,3084CB,0599200000256772,0599010000347664,False
17,2404CE,0484200000033205,0484010000033205,False
47,3115JD,0606200000018115,0606010000018115,False
28,3261GA,0584200001309833,0584010001298757,False
1,3849BM,0243200001347965,0243010001347966,False
28,3206GR,0612200000016218,0612010000015495,False
96,2661GX,1621200000021281,1621010000023474,False
32,1567GT,0479200000066532,0479010000052892,False
107,3194DC,0599200000995769,0599010000473549,False
8008,3605LW,0333200000011348,0333010000000236,False
9,7418BZ,0150200000026355,0150010000018187,False
31,3333AT,0642200000001817,0642010000001817,False
31,3571GL,0344200000077270,0344010000069851,False
224,2593NP,0518200000392469,0518010000392470,False
4,3606AB,0333200000007214,0333010000018075,False
31,3161BE,0613200000157163,0613010000157164,False
69,3351LJ,0590200000001621,0590010000003355,False
7,2135KS,0394200000049262,0394010000325723,False
115,5431JR,1684200000010261,1684010000010261,False
65,2563XL,0518200000536419,0518010000536420,False
7,4731DK,1655200000512718,1655010000512719,False
7,4731DK,1655200000512718,1655010000512719,False
15,1412GN,0425200000003612,0425010000006905,False
36,2252TR,0626200000009991,0626010000009991,False
365,1437CG,0394200000021407,0394010000295644,False
60,3454PW,0344200000104682,0344010000093583,False
13,9102EJ,0058200000235371,0058010000235372,False
87,1544MJ,0479200000067525,0479010000046020,False
701,1114AB,0437200000003211,0437010000006692,False
41,1781AN,0400200000040587,0400010000040579,False
33,1463HC,0370200000001226,0370010000001357,False
57,2992SB,0489200000231825,0489010000231826,False
20,3087BD,0599200100009094,0599010400008799,False
24,3452DL,0344200000104600,0344010000095234,False
184,1062XK,0363200000408235,0363010000768312,False
77,4827MA,0758200000067019,0758010000008080,False
1,7202BV,0301200000003828,0301010000003828,False
10,3031SW,0599200000351010,0599010000207335,False
1,6014CD,1640200000079362,1640010000007031,False
5,7418EE,0150200000028182,0150010000030748,False
72,2992SR,0489200000264412,0489010000264411,False
1,2987VD,0597200000232832,0597010000232833,False
5,4791VC,1709200000603802,1709010000173534,False
37,2132RJ,0394200000033700,0394010000286841,False
66,1161AK,0394200001003767,0394010001003629,False
2,8321MD,0184200000004763,0184010000005083,False
1,8321WS,0184200000000749,0184010000000836,False
49,8252JN,0303200000617243,0303010000617244,False
7,4436RT,0654200000023883,0654010000003885,False
113,3086GH,0599200000370296,0599010000111720,False
32,1704RW,0398200000026217,0398010000026163,False
36,3029AP,0599200000422539,0599010000156796,False
155,5616TW,0772200001047615,0772010001047624,False
8,4651KP,0851200000008275,0851010000009817,False
8,2665MT,1621200000004827,1621010000014788,False
12,6135KH,1883200000019794,1883010000019794,False
19,3171AP,0613200000201075,0613010000201074,False
365,2545SX,0518200000655455,0518010000655456,False
24,4705AA,1674200000047516,1674010000047516,False
94,2522XC,0518200000633209,0518010000633210,False
40,4569TL,0677200000629125,0677010000629126,False
12,4251NL,0870200000300527,0870010000300526,False
35,2904SE,0502200000017369,0502010000017149,False
16,3453NK,0344200000089896,0344010000114246,False
102,6721WZ,0228200000000697,0228010000000697,False
25,4251DJ,0870200000043246,0870010000008030,False
22,2991LN,0489200000231149,0489010000231150,False
6,4879AJ,0777200000190980,0777010000190981,False
49,2665NT,1621200000017247,1621010000012366,False
64,3237AX,0501200002010391,0501010002002673,False
3,5047TL,0855200000022469,0855010000089882,False
8,2441LD,0569200000018850,0569010000009293,False
11,3023PG,0599200000276797,0599010000074923,False
300,1438AN,0394200000021885,0394010000299376,False
219,1118BH,0394200001001738,0394010001001778,False
2,1438BB,0394200000020245,0394010000333959,False
15,9736RB,0014200010843565,0014010011037969,False
4,1056RZ,0363200000144668,0363010000682928,False
3,3833LB,0327200000271242,0327010000271243,False
58,4645BK,0873200000441991,0873010000441992,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
1,4513AA,1714200000752061,1714010000752062,False
57,3069BT,0599200100000558,0599010400000547,False
668,2493WZ,0518200001754718,0518010001754698,False
2,3016BB,0599200000404349,0599010000025500,False
20,3247BB,0504200001651190,0504010001646964,False
10,5928PN,0983200000158275,0983010000158261,False
13,5347JR,0828200001604529,0828010001604530,False
1074,1325AH,0034200000075689,0034010000066487,False
146,1057DB,0363200000133023,0363010000671030,False
10,6199AL,0888200000202821,0888010000220513,False
9,5626DC,0772200000082332,0772010000749090,False
51,3542CN,0344200000084104,0344010000078390,False
6,5145NK,0867200000045486,0867010000058849,False
66,1511JC,0431200000004396,0431010000004544,False
66,1511JC,0431200000004396,0431010000004544,False
29,3125BN,0606200000036119,0606010000036119,False
18,4751HN,1655200000522208,1655010000522209,False
948,2136NH,0394200000051697,0394010000300704,False
33,4133BA,0620200000022724,0620010000004736,False
139,4708AJ,1674200000501595,1674010000501595,False
72,2551MD,0518200000671208,0518010000671209,False
1,5506EM,0861200000385773,0861010000385774,False
16,3071AE,0599200000259083,0599010000345882,False
5,2993VA,0489200000239819,0489010000239820,False
267,1435CJ,0394200000020280,0394010000332233,False
9,6005RG,0988200000049944,0988010000012605,False
18,4876WH,0777200000202526,0777010000202550,False
128,2211VS,0576200000012058,0576010000012072,False
11,7511ET,0153200000474480,0153010000474479,False
1,5928NV,0983200000037482,0983010000037482,False
17,4251LP,0870200000300455,0870010000300454,False
6,8281JA,1896200000004400,1896010000005663,False
158,2282NV,0603200000012579,0603010000011050,False
32,2404BR,0484200002039800,0484010002032916,False
7,4131LX,0620200000338118,0620010000026074,False
45,3053NB,0599200000237622,0599010000282140,False
8,3161GD,0613200000145967,0613010000145968,False
149,1431VL,0358200018939909,0358010018993201,False
192,3012KN,0599200000516598,0599010000315970,False
391,1093GB,0363200000430327,0363010000549151,False
14,2741NT,0627200000246453,0627010000029109,False
114,1363DB,0034200000091744,0034010000089848,False
14,2741NT,0627200000246453,0627010000029109,False
185,4872LA,0777200000177625,0777010000177626,False
15,4416PX,0703200000257718,0703010000040673,False
7,2492NS,0518200000416911,0518010000416912,False
2,5331JD,0263200000365618,0263010000012633,False
18,3317RX,0505200000089144,0505010000089144,False
33,6199AM,0888200000304781,0888010000221054,False
1,3208KP,0612200000003106,0612010000035793,False
20,5482TG,0844200000129299,0844010000104294,False
115,3082RG,0599200000252292,0599010000079392,False
1,3085HS,0599200000710037,0599010000355020,False
81,3029AJ,0599200000360357,0599010000177980,False
33,4931XV,0779200000003917,0779010000003917,False
15,3197LG,0599200000900414,0599010000460414,False
16,3029AK,0599200000360323,0599010000177979,False
4,5146AG,0867200000045591,0867010000061626,False
21,3089JH,0599200001013139,0599010000488361,False
47,8601WL,0091200000052144,0091010000032436,False
27,3192XZ,0599200000806852,0599010000414627,False
82,2992XC,0489200000258339,0489010000258340,False
6,5915PD,0983200000149741,0983010000149741,False
2,3016BB,0599200000404349,0599010000025500,False
7,2909LJ,0502200000158674,0502010000822815,False
127,3162SB,0613200000159467,0613010000159468,False
15,3161BD,0613200000155725,0613010000155726,False
22,2153GN,0394200001006190,0394010001005732,False
45,3013AK,0599200000467190,0599010000124193,False
6,1328KN,0034200000069881,0034010000047434,False
209,7513CG,0153200000442324,0153010000442325,False
19,2909LH,0502200000024250,0502010000023859,False
33,2595AM,0518200001637144,0518010001637143,False
15,5107RH,0766200000001704,0766010000001704,False
4,7672AA,1700200000026630,1700010000007196,False
41,3352XL,0590200000007754,0590010000002568,False
43,4704RE,1674200000102579,1674010000102579,False
93,7891AD,0114200000283904,0114010000283905,False
12,3813VC,0307200000409560,0307010000409561,False
11,3821BG,0307200000498625,0307010000498626,False
21,3621VC,0311200000006744,0311010000006734,False
1,3044BC,0599200000760872,0599010000220989,False
18,7251KW,1876200000009941,1876010001009941,False
42,1338HR,0034200000039410,0034010000048482,False
20,2153PJ,0394200000060834,0394010000302292,False
160,3331MA,0642200000016673,0642010000016673,False
11,1118DT,0394200001002026,0394010001002066,False
1,4241XH,0689200000001593,0689010000001048,False
5,2153PH,0394200001006716,0394010001006244,False
58,3089KC,0599200000997451,0599010000475167,False
22,3218BJ,0568200000304636,0568010000204636,False
56,1046AE,0363200000419582,0363010000936655,False
20,2742RH,0627200000010443,0627010000010443,False
72,5341AG,0828200001510101,0828010001510102,False
4,5047TM,0855200000118192,0855010000118513,False
184,3029BL,0599200000460394,0599010000335237,False
12,1531HM,0880200000008239,0880010000008103,False
41,1014BV,0363200000422602,0363010001002878,False
262,1506GJ,0479200000044488,0479010000038338,False
6,8253PW,0303200000616731,0303010000616732,False
124,2974VH,0693200000001416,0693010000001416,False
100,1175RE,0394200000020401,0394010000340966,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
81,3087BM,0599200000840985,0599010000434583,False
138,6136GV,1883200000011262,1883010000011262,False
15,3191SL,0599200000301194,0599010000043077,False
424,1019HE,0363200000502742,0363010001028043,False
20,2153PJ,0394200000060834,0394010000302292,False
40,6681LN,1705200000113612,1705010000022665,False
28,3087BP,0599200000510815,0599010000114426,False
80,4623XS,0748200000019921,0748010000019921,False
112,3316BP,0505200000086737,0505010000086737,False
18,3821AL,0307200000407309,0307010000407310,False
2,3016BB,0599200000404349,0599010000025500,False
10,5928NX,0983200000156129,0983010000156120,False
46,2986JA,0597200000241224,0597010000241225,False
21,7742PT,0109200000003872,0109010000012912,False
165,7102EN,0294200000411093,0294010000411094,False
4,5513AP,0770200000001806,0770010000001387,False
33,4033BV,0214200000009843,0214010000009843,False
203,1438BG,0394200000020210,0394010000331687,False
14,7554TG,0164200000228480,0164010000016535,False
11,4761RG,1709200000441349,1709010000161338,False
45,3068TJ,0599200000275925,0599010000186154,False
20,1613DK,0532200000002932,0532010000004943,False
24,3144KK,0556200000015970,0556010000015961,False
6,5501GG,0861200000415849,0861010000415850,False
5375,4814RC,0758200000090211,0758010000003891,False
60,3067XE,0599200000485715,0599010000220927,False
7,5121DN,0784200000001862,0784010000011072,False
20,4202MS,0512200000020172,0512010000013712,False
5,3208KP,0612200000036047,0612010000035981,False
15,1785AK,0400200000040081,0400010000040074,False
9,1505HW,0479200000074867,0479010000073864,False
35,1095GB,0363200001970472,0363010001970897,False
36,3143KK,0556200000014863,0556010000014854,False
333,1077XX,0363200012117511,0363010012115758,False
8,5017CK,0855200000011795,0855010000101740,False
12,3067BB,0599200000290941,0599010000238262,False
2,7437RX,0150200000001496,0150010000047188,False
8,6836TP,0202200000279651,0202010000279652,False
9,5175NV,0809200000006070,0809010000006070,False
71,1271AD,0406200000667701,0406010000052068,False
207,1034SB,0363200000352407,0363010000894773,False
152,4705RB,1674200000080920,1674010000080920,False
21,6221EE,0935200000039087,0935010000039087,False
52,1382JZ,0457200000521483,0457010000061028,False
26,5032XH,0855200000096037,0855010000016929,False
9,4004LM,0281200000041484,0281010000041485,False
3,1437EP,0394200001011380,0394010001010860,False
193,2421AZ,0569200000012332,0569010000002435,False
15,5047RE,0855200000052194,0855010000099186,False
1,5251CR,0797200000030429,0797010000013141,False
32,2992SR,0489200000265123,0489010000265122,False
4,5384VJ,1721200000008669,1721010000008669,False
44,7009AZ,0222200000649595,0222010000649596,False
33,5371MJ,0828200001581292,0828010001581291,False
13,1161AE,0394200000070785,0394010000347296,False
12,2991LM,0489200000250575,0489010000260569,False
15,3862PK,0267200000002150,0267010000010436,False
137,7251WJ,1876200000011863,1876010001011863,False
12,3016BM,0599200000517814,0599010000025914,False
25,3811WZ,0307200000456624,0307010000456625,False
2,1118LK,0394200001002147,0394010001002187,False
116,1433DD,0358200022241109,0358010022241110,False
10,1044AB,0363200000073274,0363010000610984,False
24,3194DH,0599200100025514,0599010400024683,False
2,4671RN,0851200000014385,0851010000012993,False
15,1431BA,0358200027915900,0358010028203241,False
22,3227AL,0568200000305655,0568010000205655,False
1,4537DH,0715200000037769,0715010000038061,False
53,1101BH,0363200011116978,0363010011117280,False
6262,4836LG,0758200000090257,0758010000074802,False
41,4704RE,1674200000072324,1674010000072324,False
21,3073CJ,0599200000379221,0599010000096765,False
16,3011DJ,0599200000383249,0599010000278645,False
202,2665MR,1621200000023697,1621010000015364,False
24,5657EN,0772200000093105,0772010000760887,False
300,1438AN,0394200000021885,0394010000299376,False
246,3063TB,0599200000226243,0599010000201856,False
6,3945PB,0352200000020412,0352010000008371,False
15,2103XK,0397200000007895,0397010000007895,False
21,5441AR,0756200000007541,0756010000007541,False
45,3124SC,0606200000025802,0606010000025802,False
8,8013PL,0193200000094393,0193010000094345,False
8,6951MB,0275200000110107,0275010000018003,False
213,1119PD,0394200000011786,0394010000340525,False
10,6045GX,0957200000300360,0957010000300421,False
38,1118LD,0394200001002383,0394010001002423,False
2,7949AR,0119200000018738,0119010000020254,False
118,3067TE,0599200000293966,0599010000158367,False
18306,2132GM,0394200000029716,0394010000302684,False
14,3011KA,0599200000280214,0599010000288607,False
313,1431GB,0358200000000619,0358010018943853,False
107,2461EV,0569200000153664,0569020000012452,False
24,4385GA,0718200000017687,0718010000017574,False
454,1017CA,0363200012076928,0363010012076518,False
62,3453TH,0344200000096065,0344010000086155,False
35,7061XV,1509200000241509,1509010000241510,False
12,4621JA,0748200000016371,0748010000016371,False
985,2545HD,0518200000633825,0518010000633826,False
67,3119NR,0606200000021553,0606010000021553,False
