huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
38,5804CD,0984200000022511,0984010000300326,False
5,3161WE,0613200000153711,0613010000153712,False
2,3161WD,0613200000140467,0613010000140468,False
19,3089JH,0599200001010630,0599010000486304,False
11,3165AA,0613200000141487,0613010000141488,False
44,5048AN,0855200000123163,0855010000123449,False
3,3195ND,0599200001000514,0599010000478085,False
30,3209BK,0612200000004958,0612010000004738,False
25,3223TL,0530200002137493,0530010002097493,False
31,3121XJ,0606200000018580,0606010000018580,False
48,3708ZS,0355200000812953,0355010000812954,False
23,3114HC,0606200000021935,0606010000021935,False
13,3161HK,0613200000144471,0613010000144472,False
10,1044AB,0363200000073274,0363010000610984,False
20,4453VJ,0654200000230843,0654010000043561,False
12,3044CA,0599200000191596,0599010000075321,False
11,3012VG,0599200000507624,0599010000233295,False
30,3016BC,0599200000404400,0599010000074799,False
8,9979XJ,1651200000033531,1651010000023533,False
21,3089JH,0599200001013139,0599010000488361,False
102,2661CV,1621200000021569,1621010000022109,False
186,3021DM,0599200000295971,0599010000073993,False
10,3221CB,0530200002129162,0530010002089162,False
52,5928PR,0983200000038831,0983010000038831,False
31,4765BH,1709200000437325,1709010000000572,False
365,1437CG,0394200000021407,0394010000295644,False
85,3081AB,0599200000224284,0599010000156809,False
14,3233AM,0614200000000271,0614010000001467,False
700,3083AS,0599200000471586,0599010000143256,False
3,3208LA,0612200000036816,0612010000036743,False
10,5928NL,0983200000096458,0983010000096458,False
85,3088GE,0599200000178924,0599010000200338,False
1,4782SL,1709200000445948,1709010000162393,False
499,4389PA,0718200000017280,0718010000017168,False
16,5916RP,0983200000068779,0983010000068779,False
24,6199AC,0888200000036041,0888010000005360,False
4,6921RZ,0226200000021912,0226010000021913,False
28,7587GA,0168200000229152,0168010000229153,False
17,9645LZ,0047200000308672,0047010000308671,False
15,3016DE,0599200000496834,0599020000011888,False
15,3161GN,0613200000159133,0613010000159134,False
17,3201EJ,0612200000002238,0612010000002137,False
8,3011KA,0599200000280209,0599010000328240,False
53,3171EB,0613200000152257,0613010000152258,False
147,3036HJ,0599200000527190,0599010000027693,False
16,2984BA,0597200000232784,0597010000232785,False
2,3161WD,0613200000140467,0613010000140468,False
200,3073GR,0599200000253721,0599010000216514,False
560,3084CB,0599200000783467,0599010000401096,False
560,3084CB,0599200000783467,0599010000401096,False
560,3084CB,0599200000783467,0599010000401096,False
14,3011KA,0599200000280214,0599010000288607,False
1,2908LH,0502200000016983,0502010000016763,False
2,3194DE,0599200000333962,0599010000206826,False
7,3051BP,0599200000500214,0599010000184170,False
34,3074JB,0599200000717388,0599010000359463,False
10,3016CK,0599200100002435,0599010400002294,False
5,3161GR,0613200000201607,0613010000201606,False
20,2661CP,1621200000010126,1621010000021071,False
253,2901LB,0502200000035196,0502010010025691,False
21,3089JH,0599200001013139,0599010000488361,False
15,3197LG,0599200000900414,0599010000460414,False
62,3125AE,0606200000007502,0606010000007502,False
10,5928NL,0983200000096458,0983010000096458,False
78,3088HD,0599200000490699,0599010000301464,False
48,3088HJ,0599200000510799,0599010000196913,False
10,3194DJ,0599200000325147,0599010000091741,False
236,3067GJ,0599200000306625,0599010000254250,False
54,2992XC,0489200000235233,0489010000235234,False
22,1013BL,0363200000403191,0363010000606391,False
62,3125AE,0606200000007502,0606010000007502,False
8,3232HE,0501200002011939,0501010002004221,False
74,2992SR,0489200000264414,0489010000264413,False
41,2992LB,0489200000219369,0489010000219370,False
700,3083AS,0599200000471586,0599010000143256,False
12,5171GB,0809200000001951,0809010000001951,False
48,3088HJ,0599200000510799,0599010000196913,False
20,3176PD,0613200000155177,0613010000155178,False
83,3072AP,0599200001004331,0599010000481555,False
66,3361HS,0610200000010282,0610010000010282,False
42,3201AB,0612200000035856,0612010000034812,False
170,3197KV,0599200000381250,0599010000253962,False
231,2902XE,0502200000016716,0502010000016496,False
17,7483PG,0158200000003454,0158010000003454,False
240,3197KV,0599200000381276,0599010000297032,False
10,2984BT,0597200000237104,0597010000237105,False
40,3011TA,0599200000210427,0599010000225596,False
64,2992XC,0489200000231817,0489010000231818,False
50,3144EG,0556200000003760,0556010000003751,False
8,3135CD,0622200000015866,0622010000078301,False
60,3233SE,0614200000200297,0614010000013253,False
24,2984AN,0597200000229234,0597010000229235,False
57,2992SB,0489200000231825,0489010000231826,False
30,4782PM,1709200000443588,1709010000010565,False
1,4761VD,1709200000452496,1709010000001344,False
4,3331EE,0642200000007342,0642010000007342,False
5,3197KL,0599200000726966,0599010000362935,False
3,3208LA,0612200000036816,0612010000036743,False
21,3089JH,0599200001013139,0599010000488361,False
4,3198LH,0599200000900033,0599010000460033,False
1,3199LL,0599200000723474,0599010000361225,False
24,3133LA,0622200000043073,0622010000105642,False
3,3133KT,0622200000031228,0622010000093663,False
33,3047BL,0599200000745749,0599010000376168,False
19,3134KG,0622200000019194,0622010000081629,False
7,3208LA,0612200000002695,0612010000002575,False
33,3131KZ,0622200000037727,0622010000100162,False
4,3197KJ,0599200000397138,0599010000040246,False
12,5657EN,0772200000112063,0772010000707100,False
50,1118LB,0394200001010655,0394010001010137,False
2,3045AK,0599200100007959,0599010400007697,False
9,4731TV,1655200000531164,1655010000531165,False
61,3088ED,0599200000488888,0599010000092904,False
28,3208KH,0612200000004500,0612010000004300,False
37,3181HK,0599200015015994,0599010015009530,False
5,2992KB,0489200000240691,0489010000240692,False
10,4617NX,0748200000025900,0748010000025900,False
35,3231AR,0501200002011765,0501010002004047,False
14,3232BP,0501200002015156,0501010002007433,False
2,3201AX,0612200000037395,0612010000037327,False
3,3198LR,0599200100038909,0599010400037945,False
84,3197LH,0599200000817586,0599010000420529,False
20,3197LE,0599200000735720,0599010000368921,False
24,3133LA,0622200000043073,0622010000105642,False
2,3261KN,0584200001306620,0584010001295551,False
219,1118BH,0394200001001738,0394010001001778,False
95,3012KG,0599200000516510,0599010000311560,False
75,3196KH,0599200001005526,0599010000482639,False
98,3044BB,0599200000451091,0599010000282097,False
1,2921LA,0542200000663491,0542010000663492,False
27,2676LM,1783200000012380,1783010000012380,False
25,2676LM,1783200000012384,1783010000012384,False
4,3087BL,0599200000510638,0599010000073728,False
57,3088GB,0599200000181267,0599010000198440,False
48,3088HJ,0599200000510799,0599010000196913,False
218,3012KP,0599200000516610,0599010000038055,False
40,2991XV,0489200000257181,0489010000257182,False
3,3142GD,0556200000003761,0556010000003752,False
43,3089JD,0599200000394679,0599010000167232,False
177,3027BJ,0599200000362352,0599010000324633,False
33,2988BA,0597200000231056,0597010000231057,False
6,4794SN,1709200000443299,1709010000015045,False
2,3281LS,0611200000614432,0611010000514399,False
5,4041AC,1740200000106631,1740010000000270,False
74,2992SR,0489200000264414,0489010000264413,False
20,3176PD,0613200000155177,0613010000155178,False
50,3161KG,0613200000154557,0613010000154558,False
61,3077AG,0599200000342135,0599020000011580,False
29,3161GJ,0613200000159397,0613010000159398,False
19,3089JH,0599200001010630,0599010000486304,False
52,2987VE,0597200000124074,0597010000124076,False
10,3021BN,0599200000176768,0599010000198916,False
33,2903LR,0502200000014034,0502010000013837,False
34,2952AS,0482200001267691,0482010001258802,False
19,3089JH,0599200001010630,0599010000486304,False
10,4455TE,0654200000015100,0654010000009437,False
6,3233CH,0614200000001124,0614010000002835,False
1,3208KP,0612200000003106,0612010000035793,False
75,2925VB,0542200000666225,0542010000666226,False
45,3012CA,0599200000182272,0599010000235872,False
110,2913LV,1892200000670753,1892010000670754,False
60,3079DN,0599200000469299,0599010000211808,False
115,2909LE,0502200000024224,0502010000023835,False
30,3137DL,0622200000013808,0622010000076243,False
26,3035GD,0599200000420426,0599010000131244,False
19,3089JH,0599200001010630,0599010000486304,False
2,2988CM,0597200000285801,0597010000285849,False
77,3087BM,0599200100008396,0599010400008131,False
24,3133LA,0622200000043073,0622010000105642,False
173,3194DC,0599200000995746,0599010000473526,False
17,3088HG,0599200000491459,0599010000274492,False
186,3021DM,0599200000295971,0599010000073993,False
161,3071NR,0599200000358492,0599010000159164,False
52,2987VE,0597200000124074,0597010000124076,False
301,3222KE,0530200002140265,0530010002100265,False
14,3088EB,0599200000491654,0599010000133640,False
365,1437CG,0394200000021407,0394010000295644,False
14,3088EB,0599200000491654,0599010000133640,False
2,3133KW,0622200000039023,0622010000101458,False
2,2132WS,0394200001003267,0394010001003288,False
74,3041JA,0599200000182670,0599010000097774,False
13,3161HK,0613200000144471,0613010000144472,False
30,3355ES,0590200000013072,0590010000007714,False
142,3331MA,0642200000016667,0642010000016667,False
21,3089JH,0599200001013139,0599010000488361,False
9,3134LV,0622200000036594,0622010000099029,False
17,2984BT,0597200000231556,0597010000231557,False
11,3165AA,0613200000141487,0613010000141488,False
25,3133KJ,0622200000013106,0622010000075541,False
118,3198LS,0599200000756991,0599010000383262,False
5,3047BR,0599200001003783,0599010000481135,False
21,2681NN,1783200000024995,1783010000024995,False
13,3065PE,0599200000712198,0599010000357038,False
63,3088GB,0599200000181285,0599010000215784,False
62,3161VG,0613200000153149,0613010000153150,False
14,2993PX,0489200000234907,0489010000234908,False
2,3208KH,0612200000009329,0612010000008916,False
30,3089KK,0599200000248934,0599010000145890,False
62,3621BR,0311200000006018,0311010000006018,False
1,2987AG,0597200000230350,0597010000230351,False
28,2984CD,0597200000238042,0597010000238043,False
50,3197KG,0599200000368958,0599010000280508,False
13,3161HK,0613200000144471,0613010000144472,False
35,3053JR,0599200000497219,0599010000070267,False
106,3311NZ,0505200000064355,0505010000064355,False
14,3088EB,0599200000491654,0599010000133640,False
5,3161WE,0613200000153711,0613010000153712,False
40,2761JP,1892200000690071,1892010000690072,False
13,3161HK,0613200000144471,0613010000144472,False
3,2984BB,0597200000281206,0597010000281205,False
20,3176PD,0613200000155177,0613010000155178,False
20,3176PD,0613200000155177,0613010000155178,False
29,3165AA,0613200000150055,0613010000150056,False
7,3161GR,0613200000201609,0613010000201608,False
10,3016CK,0599200100002435,0599010400002294,False
77,3087BM,0599200100008396,0599010400008131,False
107,2925EK,0542200000661011,0542010000661012,False
116,3012NC,0599200000515276,0599010000112713,False
1,3161GM,0613200000160483,0613010000160484,False
20,3311JD,0505200000094123,0505010000094110,False
2,3165AL,0613200000152723,0613010000152724,False
13,3171NC,0613200000155805,0613010000155806,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
21,3089JH,0599200001013139,0599010000488361,False
6,4794SN,1709200000443299,1709010000015045,False
21,3089JH,0599200001013139,0599010000488361,False
21,3089JH,0599200001013139,0599010000488361,False
37,1118LA,0394200001010633,0394010001010115,False
3,1786PB,0400200000039541,0400010000039541,False
2,3165AL,0613200000152723,0613010000152724,False
2,3194AP,0599200000209167,0599010000331280,False
45,3013AK,0599200000467190,0599010000124193,False
4,3045PV,0599200001009624,0599010000485594,False
9,2992SP,0489200000241315,0489010000241316,False
16,2994LD,0489200000257183,0489010000257184,False
46,4824AC,0758200000099891,0758010000099624,False
204,3197KV,0599200001003632,0599010000480994,False
48,3088HJ,0599200000510799,0599010000196913,False
41,3194AA,0599200000302828,0599010000179415,False
205,3027HV,0599200000364754,0599010000149251,False
16,3088HC,0599200000490658,0599010000073731,False
2,3161WD,0613200000140467,0613010000140468,False
109,3081BJ,0599200000842904,0599010000435862,False
8,4782SC,1709200000445036,1709010000162690,False
83,3072AP,0599200001004331,0599010000481555,False
116,3063GD,0599200000348386,0599010000273316,False
180,3012KN,0599200000516575,0599010000084484,False
2,4791RN,1709200000603581,1709010000173316,False
10,3016CK,0599200100002435,0599010400002294,False
32,3832RC,0327200000295159,0327010000295160,False
27,3252LA,0511200001968672,0511010001961329,False
16,3161ED,0613200000201748,0613010000201747,False
202,1118LN,0394200001003748,0394010001003610,False
3,3208LA,0612200000036816,0612010000036743,False
291,3328SV,0505200000042285,0505010000042285,False
226,3331ML,0642200000018393,0642010000018393,False
39,1602ML,0388200000221255,0388010000221256,False
20,3176PD,0613200000155177,0613010000155178,False
2,2676LL,1783200000012402,1783010000012402,False
2,3281NB,0611200000609772,0611010000509772,False
4,4791RN,1709200000603718,1709010000173450,False
8,4906CW,0826200000026805,0826010000026496,False
17,4906CX,0826200000018256,0826010000018027,False
37,3194DH,0599200000743444,0599010000374336,False
3,3208LA,0612200000036816,0612010000036743,False
3402,3205EK,0612200000024848,0612010000035489,False
2,4791RN,1709200000603581,1709010000173316,False
2,3281LS,0611200000614432,0611010000514399,False
42,3016BC,0599200000404407,0599010000071563,False
80,2652XL,1621200000026005,1621010000025971,False
23,2676LM,1783200000012388,1783010000012388,False
23,2676LM,1783200000012388,1783010000012388,False
51,3161EB,0613200000202607,0613010000202606,False
123,2151GP,0394200000056247,0394010000311160,False
25,3133ES,0622200000044324,0622010000106892,False
27,3088EC,0599200000488870,0599010000125750,False
1017,6546BB,0268200000052051,0268010000051089,False
53,4033KD,0214200000001481,0214010000001481,False
22,3133KS,0622200000038950,0622010000101385,False
38,3013AP,0599200000238821,0599010000416375,False
2,3201AX,0612200000037395,0612010000037327,False
84,3084CB,0599200000718655,0599010000359994,False
80,2181BT,0534200000009454,0534010000005531,False
42,3016BC,0599200000404407,0599010000071563,False
5,3161GR,0613200000201607,0613010000201606,False
6,3197LD,0599200000900141,0599010000460141,False
6,3197LD,0599200000900141,0599010000460141,False
6,3197LD,0599200000900141,0599010000460141,False
19,2242HK,0629200000005216,0629010000005216,False
27,3223HB,0530200002127669,0530010002087669,False
301,3222KE,0530200002140265,0530010002100265,False
63,3088GB,0599200000181285,0599010000215784,False
97,3244AM,0559200000004346,0559010000004248,False
24,3079DB,0599200000279080,0599010000345119,False
85,1119PA,0394200000008804,0394010000340147,False
77,3087BM,0599200100008396,0599010400008131,False
12,3089KC,0599200100007336,0599010400007076,False
20,3176PD,0613200000155177,0613010000155178,False
4,3011VZ,0599200000525269,0599010000228153,False
47,2906SC,0502200000003276,0502010000003254,False
27,1175RK,0394200000019247,0394010000292991,False
130,3012NC,0599200000515283,0599010000112716,False
2,3016BB,0599200000404349,0599010000025500,False
213,3062CE,0599200000341535,0599010000039284,False
526,1023BX,0363200000396249,0363010000751961,False
742,2909VA,0502200000009089,0502010000009013,False
17,2984BE,0597200000258722,0597010000258723,False
14,3011KA,0599200000280214,0599010000288607,False
24,2901JV,0502200000003847,0502010000003801,False
19,3336LH,0642200000018913,0642010000018913,False
5,2992LA,0489200000255689,0489010000255690,False
33,3131KZ,0622200000037727,0622010000100162,False
14,3208KB,0612200000007588,0612010000007254,False
24,3055LE,0599200000228967,0599010000226434,False
59,3204BP,0612200000028964,0612010000027684,False
2,2994LD,0489200000237585,0489010000237586,False
19,3089JH,0599200001010630,0599010000486304,False
45,3013AK,0599200000467190,0599010000124193,False
7,3051BP,0599200000500214,0599010000184170,False
2,3016BB,0599200000404349,0599010000025500,False
32,4818CL,0758200000043504,0758010000090236,False
18,2992LA,0489200000231951,0489010000231952,False
59,2611RV,0503200000126500,0503010000062522,False
1,3161GM,0613200000160483,0613010000160484,False
15,3223WE,0530200002127409,0530010002087409,False
107,3088GC,0599200000837389,0599010000432354,False
6,9563TV,0048200000000226,0048010000000055,False
190,2988DC,0597200000236098,0597010000236099,False
700,3083AS,0599200000471586,0599010000143256,False
70,3084CC,0599200000733613,0599010000367042,False
20,2132WT,0394200000032984,0394010000342712,False
23,3352XE,0590200000006047,0590010000007790,False
14,3054CH,0599200000318735,0599010000030557,False
15,3161GN,0613200000159133,0613010000159134,False
28,3077ZE,0599200000465532,0599010000349673,False
16,3089JC,0599200000300653,0599010000274248,False
20,3176PD,0613200000155177,0613010000155178,False
20,3176PD,0613200000155177,0613010000155178,False
100,3062MB,0599200000339437,0599010000297332,False
19,6931EZ,0293200000011811,0293010000011804,False
4,2984BG,0597200000264604,0597010000264605,False
32,4818CL,0758200000043504,0758010000090236,False
16,3261LX,0584200001301021,0584010001289952,False
21,3089JH,0599200001013139,0599010000488361,False
1,4761VD,1709200000452496,1709010000001344,False
11,3165AA,0613200000141487,0613010000141488,False
2,3165AL,0613200000152723,0613010000152724,False
31,3165AA,0613200000156133,0613010000156134,False
4,3336LA,0642200000001060,0642010000001060,False
1,3161GM,0613200000160483,0613010000160484,False
21,2132JA,0394200000029380,0394010000341757,False
62,3341LJ,0531200000003557,0531010000003557,False
405,1442LB,0439200000036683,0439010000008353,False
264,3201WP,0612200000010267,0612010000009812,False
11,3165AA,0613200000141487,0613010000141488,False
201,1118DW,0394200001002044,0394010001002084,False
6,4782SK,1709200000445964,1709010000160780,False
21,7742PT,0109200000003872,0109010000012912,False
19,6921RE,0226200000038550,0226010000038447,False
69,2991XR,0489200000235445,0489010000235446,False
57,2761BR,1892200000687797,1892010000687798,False
61,7991RT,1701200000243777,1701010000243778,False
11,4611TS,0748200000002419,0748010000002419,False
49,4782PM,1709200000443614,1709010000161939,False
25,3223TL,0530200002137493,0530010002097493,False
151,3194DC,0599200000995791,0599010000473571,False
21,3089JH,0599200001013139,0599010000488361,False
11,3088HG,0599200000491457,0599010000224593,False
80,3029AK,0599200000360352,0599010000371373,False
875,3199LD,0599200000265915,0599010000257439,False
35,3089KM,0599200000711164,0599010000356023,False
53,3196KH,0599200000834717,0599010000430569,False
7,3196KC,0599200001004962,0599010000482129,False
7,3196KC,0599200001004962,0599010000482129,False
3,3208KP,0612200000003105,0612010000002967,False
4,3281TW,0611200000613144,0611010000513144,False
16,3064LT,0599200000243966,0599010000186966,False
41,3194AA,0599200000302828,0599010000179415,False
57,3077AS,0599200000465267,0599010000093578,False
11,3241MD,0559200000010926,0559010000010161,False
1,1951JZ,0453200000000035,0453010001000035,False
57,1014BA,0363200000485483,0363010001010878,False
129,2905TZ,0502200000031507,0502010000031048,False
14,3161ED,0613200000201746,0613010000201745,False
59,2821LA,0623200001986551,0623010001982197,False
111,3063GD,0599200000348380,0599010000167600,False
119,3071NK,0599200000358369,0599010000259303,False
2,3161WD,0613200000140467,0613010000140468,False
7,3072DE,0599200000522056,0599010000118458,False
240,1101EE,0363200011116946,0363010011117246,False
111,3087AE,0599200000455194,0599010000031337,False
3,3233KK,0614200000002086,0614010000009322,False
10,2984AT,0597200000265716,0597010000265717,False
20,3068MV,0599200000506740,0599010000088248,False
24,3133LA,0622200000043073,0622010000105642,False
24,3161ED,0613200000201756,0613010000201755,False
3,2871RP,1931200000000538,1931010000000524,False
502,1047HB,0363200011048279,0363010011048491,False
3,4761RL,1709200000449082,1709010000053517,False
3,4761RZ,1709200000437012,1709010000007456,False
124,2974VH,0693200000001416,0693010000001416,False
90,2909LC,0502200000024149,0502010000023765,False
3,3116HB,0606200000034094,0606010000034094,False
4,3089JC,0599200000300647,0599010000325238,False
21,3089JH,0599200001013139,0599010000488361,False
350,3331MC,0642200000016683,0642010000016683,False
699,1017JV,0363200000466977,0363010000959558,False
7,3087AB,0599200000259692,0599010000333096,False
26,3053JV,0599200000255372,0599010000236545,False
27,3355BH,0590200000010476,0590010000007151,False
10,2921LA,0542200000663493,0542010000663494,False
55,3088HE,0599200000900604,0599010000460604,False
7,3051BP,0599200000500214,0599010000184170,False
12,1119NR,0394200000061215,0394010000301024,False
51,2723RB,0637200000234752,0637010000234753,False
10,3151HS,0599200000467390,0599010000134347,False
18,3125BC,0606200000006693,0606010000006693,False
20,3011RG,0599200000222856,0599010000235843,False
15,3161GN,0613200000159133,0613010000159134,False
11,4921ZA,1719200000003855,1719010000003855,False
875,3199LD,0599200000265915,0599010000257439,False
875,3199LD,0599200000265915,0599010000257439,False
9,3115JD,0606200000018100,0606010000018100,False
24,3291CK,0617200000917161,0617010000817161,False
10,5581CZ,0866200000002291,0866010000002291,False
66,2991VD,0489200000235717,0489010000235718,False
2,3045AK,0599200100007959,0599010400007697,False
497,4389PA,0718200000017278,0718010000017166,False
63,2992CR,0489200000252965,0489010000252966,False
20,3176PD,0613200000155177,0613010000155178,False
6,3244LC,0559200000000507,0559010000000506,False
61,2991LJ,0489200000268685,0489010000268687,False
38,3336LP,0642200000013903,0642010000013903,False
56,2651AV,1621200000018013,1621010000009623,False
21,3316BB,0505200000074032,0505010000074032,False
9,4931NA,0779200000001919,0779010000001919,False
25,3223TL,0530200002137493,0530010002097493,False
40,2991LD,0489200000230941,0489010000230942,False
7,2952AP,0482200001272823,0482010001263945,False
151,3194DC,0599200000995791,0599010000473571,False
6467,4836LH,0758200000090298,0758010000006194,False
1,1118EC,0394200001002053,0394010001002093,False
16,3165AL,0613200000142317,0613010000142318,False
20,3176PD,0613200000155177,0613010000155178,False
6,3161GD,0613200000145971,0613010000145972,False
46,2907EA,0502200000024646,0502010000024255,False
28,3341GK,0531200000012064,0531010000012064,False
78,3135NS,0622200000042301,0622010000104874,False
16,3011TA,0599200100006852,0599010400006599,False
83,3316AK,0505200000031947,0505010000031947,False
3,4202MS,0512200000020152,0512010000017567,False
11,2922EN,0542200000670723,0542010000670724,False
28,3208KH,0612200000004500,0612010000004300,False
64,2741EZ,0627200000012180,0627010000012180,False
7,3114HB,0606200000041899,0606010000041778,False
7,3051BP,0599200000500214,0599010000184170,False
875,3199LD,0599200000265915,0599010000257439,False
33,4389PC,0718200000007537,0718010000007485,False
4,1044AE,0363200000360999,0363010000903622,False
77,3087BM,0599200100008396,0599010400008131,False
1,3334KE,0642200000018820,0642010000018820,False
162,3045PD,0599200000220676,0599010000080210,False
162,3045PD,0599200000220676,0599010000080210,False
100,3316AZ,0505200000018949,0505010000018949,False
22,2954CA,0482200001266940,0482010001258051,False
3,3197LR,0599200100011173,0599010400010783,False
1,3331ML,0642200000023099,0642020000000003,False
35,3047BL,0599200000745750,0599010000376169,False
12,3233BZ,0614200000001010,0614010000005305,False
192,5928RH,0983200000155222,0983010000155222,False
2,3115HH,0606200000041069,0606010000041068,False
182,3331ML,0642200000018373,0642010000018373,False
19,4906CG,0826200000006084,0826010000006022,False
184,3197KV,0599200000726710,0599010000363948,False
1,3181HX,0599200015015949,0599010015009485,False
262,3021HR,0599200000710286,0599010000355273,False
24,6222NE,0935200000097522,0935010000093120,False
4104,5692DC,0848200000002114,0848010000006332,False
1,4791PB,1709200000438169,1709010000162655,False
115,2909LE,0502200000024224,0502010000023835,False
199,3161PG,0613200000149889,0613010000149890,False
68,3281NC,0611200000614059,0611010000514027,False
7,3161GR,0613200000201609,0613010000201608,False
742,2909VA,0502200000009089,0502010000009013,False
742,2909VA,0502200000009089,0502010000009013,False
34,3054EL,0599200000309821,0599010000127423,False
41,3194AA,0599200000302828,0599010000179415,False
7,3161GR,0613200000201609,0613010000201608,False
6,4202MN,0512200000020135,0512010000013735,False
5,3161WE,0613200000153711,0613010000153712,False
77,3087BM,0599200100008396,0599010400008131,False
45,2982CH,0597200000235224,0597010000235225,False
44,3197KJ,0599200000397289,0599010000232302,False
742,2909VA,0502200000009089,0502010000009013,False
80,3197LH,0599200000817584,0599010000420527,False
15,3089JA,0599200100000545,0599010400000534,False
33,3131KZ,0622200000037727,0622010000100162,False
2,3194DE,0599200000333962,0599010000206826,False
17,3117VB,0606200000029106,0606010000029106,False
1,1118EC,0394200001002053,0394010001002093,False
1,1118EC,0394200001002053,0394010001002093,False
56,3237AX,0501200002006462,0501010001998744,False
2,4202ML,0512200000204308,0512010000108546,False
43,3089JD,0599200000394679,0599010000167232,False
73,2907LH,0502200000023952,0502010000023572,False
9,1118EE,0394200001002064,0394010001002104,False
7,3115JC,0606200000027617,0606010000027617,False
61,3088GB,0599200000181271,0599010000096973,False
71,3311JG,0505200000094626,0505010000094608,False
15,2902BR,0502200000029611,0502010000029208,False
57,3088GB,0599200000181267,0599010000198440,False
23,4782PP,1709200000438621,1709010000161239,False
20,3176PD,0613200000155177,0613010000155178,False
6,3208KE,0612200000036013,0612010000035947,False
96,2991CN,0489200000246231,0489010000246232,False
83,3087BM,0599200100016297,0599010400015709,False
742,2909VA,0502200000009089,0502010000009013,False
20,3176PD,0613200000155177,0613010000155178,False
41,3014AK,0599200000508958,0599010000048333,False
183,3197KA,0599200000997449,0599010000475165,False
14,3011KA,0599200000280214,0599010000288607,False
110,3331MA,0642200000016662,0642010000016662,False
28,2992ZX,0489200000263200,0489010000263199,False
10,3195KN,0599200000470550,0599010000005454,False
8,3067BW,0599200000499601,0599010000074453,False
17,3114SW,0606200000022889,0606010000022889,False
22,5753RC,0762200000001037,0762010000002158,False
71,5342LW,0828200001592086,0828010001592087,False
30,3199LB,0599200000715541,0599010000358433,False
20,2993LE,0489200000239527,0489010000239528,False
9,3115JD,0606200000018100,0606010000018100,False
1,3165AA,0613200000201729,0613010000201728,False
538,2903HK,0502200000014749,0502010000014546,False
14,3233AM,0614200000000271,0614010000001467,False
1,3248LK,0504200001655036,0504010001650805,False
14,3011KA,0599200000280214,0599010000288607,False
24,3161ED,0613200000201756,0613010000201755,False
12,3067PR,0599200000183900,0599010000034375,False
9,3053JV,0599200000730989,0599010000365577,False
25,3335DB,0642200000005412,0642010000005412,False
26,2991LH,0489200000223795,0489010000223796,False
19,2408CW,0484200000006635,0484010000006635,False
12,3113AR,0606200000022871,0606010000022871,False
84,3065SN,0599200000316148,0599010000348119,False
53,1505HJ,0479200000016755,0479010000057079,False
466,3331LK,0642200000023792,0642010000023780,False
21,3088EA,0599200000491662,0599010000314425,False
5,2907ZA,0502200000008298,0502010000008226,False
10,2652LE,1621200000028434,1621010000028392,False
17,2951SX,0482200001270925,0482010001262036,False
76,3299AH,0585200001372833,0585010001359101,False
2,3352XG,0590200000006032,0590010000003518,False
280,3012NJ,0599200000514661,0599010000135621,False
150,3012KM,0599200000516557,0599010000048349,False
48,2651AV,1621200000016981,1621010000009617,False
5,4791VC,1709200000603802,1709010000173534,False
41,5465PX,0860200000008908,0860010000005928,False
31,4765BH,1709200000437325,1709010000000572,False
54,2992XC,0489200000235233,0489010000235234,False
36,3059TA,0599200000792414,0599010000405653,False
11,2952AV,0482200001265273,0482010001256384,False
51,2908KB,0502200000033279,0502010000032786,False
14,2665RM,1621200000007828,1621010000016070,False
2,3016BB,0599200000404349,0599010000025500,False
11,2991LG,0489200000248257,0489010000248258,False
1,3224HA,0530200002141834,0530010002101834,False
3,3208KP,0612200000003105,0612010000002967,False
300,1438AN,0394200000021885,0394010000299376,False
1,3233LM,0614200000138394,0614010000012193,False
45,3013AK,0599200000467190,0599010000124193,False
12,4762AE,1709200000439987,1709010000001688,False
100,3145SZ,0556200000004734,0556010000004725,False
7,1118DT,0394200001002024,0394010001002064,False
207,4794AK,1709200000445172,1709010000016189,False
27,2982BA,0597200000271508,0597010000271509,False
32,3089JA,0599200100009924,0599010400009610,False
42,3111PH,0606200000025492,0606010000025492,False
14,3011KA,0599200000280214,0599010000288607,False
33,3165AA,0613200000202926,0613010000202925,False
123,3083ZH,0599200000268505,0599010000113787,False
1,3161GM,0613200000160483,0613010000160484,False
20,2993LE,0489200000239527,0489010000239528,False
24,3133LA,0622200000043073,0622010000105642,False
81,3087BM,0599200000840985,0599010000434583,False
44,2761DP,1892200000678401,1892010000678402,False
9,3223PP,0530200002131757,0530010002091757,False
6,3197LD,0599200000900141,0599010000460141,False
20,3232BL,0501200002009847,0501010002002129,False
30,3336LE,0642200000022429,0642010000022429,False
35,3342GE,0531200000000634,0531010000000634,False
6475,4836LH,0758200000099625,0758010000099361,False
19,6931EZ,0293200000011811,0293010000011804,False
32,3162XH,0613200000148579,0613010000148580,False
2,2921LB,0542200000668853,0542010000668854,False
99,2652KA,1621200000025456,1621010000025425,False
1,2831XM,0644200002072633,0644010002069114,False
1,3316AX,0505200000065582,0505010000065582,False
73,3162TM,0613200000200276,0613010000200277,False
35,3089KM,0599200000711164,0599010000356023,False
1,3261PC,0584200001309759,0584010001298683,False
44,3011XS,0599200000478446,0599010000182843,False
6,3161GL,0613200000202098,0613010000202097,False
742,2909VA,0502200000009089,0502010000009013,False
