vblObject,gebruiksdoel,oppervlakte,vbloStatus
363010000796394,woonfunctie,107,in gebruik
363010000803337,woonfunctie,79,in gebruik
363010000812534,woonfunctie,46,in gebruik
363010000825779,woonfunctie,53,in gebruik
363010000851622,woonfunctie,68,in gebruik
363010000852040,woonfunctie,59,in gebruik
363010000858574,woonfunctie,56,in gebruik
363010000863623,woonfunctie,63,in gebruik
363010000865462,woonfunctie,78,in gebruik
363010000866359,bijeenkomstfunctie,1,in gebruik
363010000868102,logiesfunctie,10526,ingetrokken
363010000869484,woonfunctie,78,in gebruik
363010000881090,woonfunctie,56,in gebruik
363010000886771,woonfunctie,87,in gebruik
363010000887707,woonfunctie,74,in gebruik
363010000888401,industriefunctie,1087,in gebruik
363010000894773,woonfunctie,82,in gebruik
363010000896460,woonfunctie,108,in gebruik
363010000899065,industriefunctie,2479,in gebruik
363010000899068,industriefunctie,1645,in gebruik
363010000900300,woonfunctie,91,in gebruik
363010000901289,woonfunctie,119,in gebruik
363010000902666,industriefunctie,1194,in gebruik
363010000903213,woonfunctie,44,in gebruik
363010000903622,industriefunctie,43040,in gebruik
363010000904637,winkelfunctie,132,in gebruik
363010000915852,woonfunctie,91,in gebruik
363010000916798,woonfunctie,68,in gebruik
363010000923056,woonfunctie,123,in gebruik
363010000924508,woonfunctie,75,in gebruik
363010000925529,woonfunctie,49,in gebruik
363010000927610,industriefunctie,410,in gebruik
363010000927653,industriefunctie,675,in gebruik
363010000928063,industriefunctie,600,in gebruik
363010000932287,woonfunctie,95,in gebruik
363010000933969,industriefunctie,1260,in gebruik
363010000936655,industriefunctie,2092,in gebruik
363010000936932,industriefunctie,1279,in gebruik
363010000942523,woonfunctie,90,in gebruik
363010000948057,woonfunctie,81,in gebruik
363010000957915,kantoorfunctie,5972,in gebruik
363010000958040,industriefunctie,1,in gebruik
363010000959558,woonfunctie,80,in gebruik
363010000960005,woonfunctie,72,in gebruik
363010000966694,kantoorfunctie,36,ingetrokken
363010000980424,industriefunctie,97,in gebruik
363010000982498,industriefunctie,134,in gebruik
363010000983351,woonfunctie,82,in gebruik
363010000984246,woonfunctie,98,in gebruik
363010000987952,woonfunctie,109,in gebruik
363010000989584,kantoorfunctie,409,in gebruik
363010000992618,kantoorfunctie,2446,in gebruik
363010000993905,industriefunctie,5800,in gebruik
363010000994079,kantoorfunctie,18636,in gebruik
363010000994114,industriefunctie,130,in gebruik
363010000997396,industriefunctie,122,in gebruik
363010000997696,kantoorfunctie,5711,in gebruik
363010000998519,industriefunctie,200,in gebruik
363010000999815,kantoorfunctie,319,in gebruik
363010001002095,industriefunctie,15083,in gebruik
363010001002878,kantoorfunctie,1,in gebruik
363010001002968,industriefunctie,8626,in gebruik
363010001004348,woonfunctie,98,in gebruik
363010001006701,kantoorfunctie,46061,in gebruik
363010001006832,kantoorfunctie,2999,in gebruik
363010001006954,industriefunctie,725,in gebruik
363010001007889,kantoorfunctie,1270,in gebruik
363010001008172,kantoorfunctie,2060,in gebruik
363010001008478,industriefunctie,9359,in gebruik
363010001008898,woonfunctie,79,in gebruik
363010001010010,industriefunctie,1920,in gebruik
363010001010878,bijeenkomstfunctie,282,in gebruik
363010001011342,winkelfunctie,130,in gebruik
363010001011352,winkelfunctie,114,in gebruik
363010001014941,industriefunctie,1954,in gebruik
363010001015483,industriefunctie,4600,in gebruik
363010001019903,woonfunctie,100,in gebruik
363010001020087,woonfunctie,53,in gebruik
363010001021471,kantoorfunctie,1,in gebruik
363010001021492,kantoorfunctie,1,in gebruik
363010001023547,kantoorfunctie,61,in gebruik
363010001024158,industriefunctie,54,in gebruik
363010001024351,winkelfunctie,86,in gebruik
363010001025055,industriefunctie,271,in gebruik
363010001025769,kantoorfunctie,165,in gebruik
363010001025941,woonfunctie,104,in gebruik
363010001026691,industriefunctie,1100,in gebruik
363010001026709,kantoorfunctie,39545,ingetrokken
363010001027444,winkelfunctie,64,in gebruik
363010001028043,woonfunctie,151,in gebruik
363010001032871,woonfunctie,116,in gebruik
363010001036463,industriefunctie,39570,in gebruik (niet ingemeten)
363010001037124,woonfunctie,54,in gebruik
363010001038575,woonfunctie,90,in gebruik
363010001040659,woonfunctie,125,in gebruik
363010001040748,overige gebruiksfunctie,1,ingetrokken
363010001043654,woonfunctie,86,in gebruik
363010001044339,woonfunctie,50,in gebruik
363010001162790,woonfunctie,94,in gebruik
363010001166435,overige gebruiksfunctie,162,in gebruik
363010001167251,industriefunctie,6500,in gebruik
363010001167562,industriefunctie,9378,in gebruik
363010001169517,overige gebruiksfunctie,80,in gebruik
363010001169549,overige gebruiksfunctie,102,in gebruik
363010001170398,kantoorfunctie,2496,in gebruik
363010001170861,overige gebruiksfunctie,541,in gebruik
363010001171249,kantoorfunctie,170,in gebruik
363010001171649,overige gebruiksfunctie,126,in gebruik
363010001172073,overige gebruiksfunctie,351,in gebruik
363010001173043,kantoorfunctie,174,in gebruik
363010001173237,kantoorfunctie,274,ingetrokken
363010001173677,overige gebruiksfunctie,80,in gebruik
363010001956061,overige gebruiksfunctie,1109,in gebruik
363010001962718,woonfunctie,96,in gebruik
363010001962887,woonfunctie,117,in gebruik
363010001964509,overige gebruiksfunctie,114,in gebruik
363010001964570,overige gebruiksfunctie,114,in gebruik
363010001964642,kantoorfunctie,396,in gebruik
363010001970897,woonfunctie,78,in gebruik
363010001975894,kantoorfunctie,1,in gebruik
363010001977223,kantoorfunctie,449,in gebruik
363010001982860,woonfunctie,79,in gebruik
363010001987032,kantoorfunctie,61,in gebruik
363010001987184,woonfunctie,65,in gebruik
363010001987432,bijeenkomstfunctie,5529,in gebruik
363010001987931,woonfunctie,114,in gebruik
363010001988428,industriefunctie,7130,in gebruik
363010002005171,winkelfunctie,382,in gebruik
363010003684584,industriefunctie,7469,in gebruik
363010003684838,kantoorfunctie,2226,in gebruik
363010003695486,kantoorfunctie,614,in gebruik
363010003696136,industriefunctie,2911,in gebruik
363010011048491,overige gebruiksfunctie,90,ingetrokken
363010011117246,kantoorfunctie,839,in gebruik
363010011117280,kantoorfunctie,1,in gebruik
363010011910545,woonfunctie,130,in gebruik
363010011910597,kantoorfunctie,1380,in gebruik
363010011942510,woonfunctie,118,in gebruik
363010012062324,industriefunctie,646,in gebruik
363010012065440,kantoorfunctie,7606,in gebruik
363010012066371,overige gebruiksfunctie,8060,in gebruik
363010012066417,woonfunctie,118,in gebruik
363010012069187,industriefunctie,202,in gebruik
363010012072136,kantoorfunctie,164,in gebruik
363010012072827,industriefunctie,52,in gebruik
363010012072856,woonfunctie,84,in gebruik
363010012075322,woonfunctie,110,in gebruik
363010012076518,kantoorfunctie,661,in gebruik
363010012076921,woonfunctie,51,in gebruik
363010012078495,kantoorfunctie,1245,ingetrokken
363010012079283,woonfunctie,61,in gebruik
363010012080635,woonfunctie,91,in gebruik
363010012081617,kantoorfunctie,767,in gebruik
363010012085317,kantoorfunctie,22900,in gebruik
363010012090630,woonfunctie,165,gevormd
363010012090709,kantoorfunctie,13,in gebruik
363010012091822,woonfunctie,149,gevormd
363010012092267,woonfunctie,60,in gebruik
363010012095443,kantoorfunctie,41,in gebruik
363010012095774,kantoorfunctie,922,in gebruik
363010012097664,woonfunctie,73,in gebruik
363010012098898,kantoorfunctie,9643,in gebruik
363010012101290,winkelfunctie,6281,in gebruik
363010012101346,winkelfunctie,475,in gebruik
363010012102290,woonfunctie,202,gevormd
363010012105964,kantoorfunctie,1155,in gebruik
363010012106927,kantoorfunctie,101,in gebruik
363010012115758,kantoorfunctie,167,in gebruik
363010012115781,kantoorfunctie,245,in gebruik
363010012115873,kantoorfunctie,127,in gebruik
363010012116313,kantoorfunctie,627,in gebruik
363010012123492,woonfunctie,64,in gebruik
363010012124843,kantoorfunctie,14760,in gebruik
363010012126586,industriefunctie,4307,in gebruik (niet ingemeten)
363010012130765,kantoorfunctie,5378,in gebruik
363010012133430,kantoorfunctie,133,in gebruik
363010012135345,kantoorfunctie,1360,gevormd
365010000000458,kantoorfunctie,90,in gebruik
365010000002040,woonfunctie,141,in gebruik
365010000002629,woonfunctie,114,in gebruik
365010000003137,bijeenkomstfunctie,329,ingetrokken
365010000003210,woonfunctie,176,in gebruik
365010000003383,kantoorfunctie,207,in gebruik
366010000002922,kantoorfunctie,16515,in gebruik (niet ingemeten)
370010000000361,woonfunctie,120,in gebruik
370010000001357,industriefunctie,335,in gebruik
370010000001570,industriefunctie,651,in gebruik
373010000003738,woonfunctie,111,in gebruik
373010000006970,woonfunctie,141,in gebruik
373010000020475,woonfunctie,360,in gebruik
375010000005899,woonfunctie,144,in gebruik
375010000005994,industriefunctie,613,in gebruik
375010000006452,woonfunctie,173,in gebruik
375010000006472,industriefunctie,437,in gebruik
375010000006687,kantoorfunctie,396,in gebruik
375010000007683,kantoorfunctie,672,in gebruik
375010000009803,woonfunctie,75,in gebruik
375010000010647,woonfunctie,128,in gebruik
375010000011647,woonfunctie,101,in gebruik
375010000012221,industriefunctie,2001,in gebruik
375010000012227,industriefunctie,290,in gebruik
375010000012711,woonfunctie,99,in gebruik
375010000014080,industriefunctie,2449,in gebruik
375010000014442,woonfunctie,71,ingetrokken
375010000019345,kantoorfunctie,1112,in gebruik
375010000020209,industriefunctie,667,in gebruik
375010000021340,winkelfunctie,115,in gebruik
375010000022769,kantoorfunctie,880,in gebruik
375010000401515,industriefunctie,364,in gebruik
375010000403731,woonfunctie,232,in gebruik
376010001006729,woonfunctie,182,in gebruik
377010000000694,woonfunctie,149,in gebruik
377010000011428,woonfunctie,331,in gebruik
381010000027020,woonfunctie,60,in gebruik
381010000027824,woonfunctie,251,in gebruik
381010000031119,woonfunctie,148,in gebruik
381010000031268,woonfunctie,176,in gebruik
383010001001337,woonfunctie,121,in gebruik
383010001004994,woonfunctie,88,in gebruik
383010001006910,woonfunctie,140,in gebruik
383010001007956,woonfunctie,84,in gebruik
383010001011000,woonfunctie,157,in gebruik
383010001017132,industriefunctie,2199,in gebruik
384010000001527,woonfunctie,154,in gebruik
384010000003278,woonfunctie,82,in gebruik
384010000005250,woonfunctie,97,in gebruik
384010000006699,overige gebruiksfunctie,808,in gebruik
384010000007501,woonfunctie,115,in gebruik
384010000007778,bijeenkomstfunctie,222,in gebruik
384010000011104,woonfunctie,110,in gebruik
384010000017857,woonfunctie,116,in gebruik
385010000001090,industriefunctie,1049,in gebruik
385010000002283,industriefunctie,7665,in gebruik (niet ingemeten)
385010000003064,woonfunctie,130,in gebruik
385010000003766,industriefunctie,190,in gebruik
385010000004169,bijeenkomstfunctie,246,in gebruik
385010000006696,winkelfunctie,5681,in gebruik
385010000013241,woonfunctie,107,in gebruik
385010000013946,woonfunctie,218,in gebruik
388010000221256,woonfunctie,103,in gebruik
388010000225902,woonfunctie,174,in gebruik
392010000001853,kantoorfunctie,4415,in gebruik
392010000008245,woonfunctie,89,in gebruik
392010000028738,woonfunctie,125,in gebruik
392010000031278,woonfunctie,116,in gebruik
392010000032823,woonfunctie,81,in gebruik
392010000054745,woonfunctie,76,in gebruik
392010000057076,woonfunctie,79,in gebruik
392010000058642,woonfunctie,82,in gebruik
392010000088104,kantoorfunctie,684,in gebruik
392010000088162,kantoorfunctie,763,in gebruik
392010000088861,industriefunctie,344,ingetrokken
392010000090605,onderwijsfunctie,2189,in gebruik
392010000093772,kantoorfunctie,1450,gevormd
392010000094030,industriefunctie,1893,in gebruik
392010000094423,industriefunctie,108,in gebruik
392010000096550,woonfunctie,165,in gebruik
392010000097318,woonfunctie,94,in gebruik
392010000105830,industriefunctie,166,in gebruik
393010000001299,industriefunctie,468,in gebruik
393010000002294,kantoorfunctie,3747,in gebruik
394010000279523,woonfunctie,108,in gebruik
394010000280214,woonfunctie,186,in gebruik
394010000280585,industriefunctie,3653,in gebruik
394010000280809,woonfunctie,87,in gebruik
394010000282300,industriefunctie,9319,in gebruik
394010000283024,industriefunctie,4012,in gebruik
394010000283484,industriefunctie,776,in gebruik
394010000284632,industriefunctie,574,in gebruik
394010000284887,kantoorfunctie,1597,ingetrokken
394010000285980,kantoorfunctie,270,in gebruik
394010000286320,woonfunctie,144,in gebruik
394010000286841,industriefunctie,274,in gebruik
394010000287172,industriefunctie,16920,in gebruik
394010000287779,woonfunctie,98,in gebruik
394010000288714,industriefunctie,718,in gebruik
394010000288789,industriefunctie,1273,in gebruik
394010000289259,woonfunctie,159,in gebruik
394010000289376,woonfunctie,278,in gebruik
394010000289720,woonfunctie,141,in gebruik
394010000290459,woonfunctie,119,in gebruik
394010000291510,woonfunctie,106,in gebruik
394010000292926,industriefunctie,1434,in gebruik
394010000292991,industriefunctie,842,in gebruik
394010000293167,industriefunctie,1660,in gebruik
394010000294434,industriefunctie,3476,in gebruik
394010000294691,woonfunctie,122,in gebruik
394010000295017,kantoorfunctie,173,in gebruik
394010000295644,woonfunctie,186,in gebruik
394010000295810,kantoorfunctie,610,in gebruik
394010000296242,woonfunctie,117,in gebruik
394010000296941,industriefunctie,593,in gebruik
394010000297512,industriefunctie,11531,in gebruik
394010000297575,woonfunctie,121,in gebruik
394010000299114,industriefunctie,1462,in gebruik
394010000299350,winkelfunctie,3187,in gebruik
394010000299376,industriefunctie,23226,ingetrokken
394010000300704,woonfunctie,98,ingetrokken
394010000301024,industriefunctie,6082,in gebruik
394010000302220,industriefunctie,735,in gebruik
394010000302292,industriefunctie,4364,in gebruik
394010000302496,woonfunctie,251,in gebruik
394010000302684,woonfunctie,115,in gebruik
394010000302947,industriefunctie,352,in gebruik
394010000302950,industriefunctie,1015,in gebruik
394010000302968,overige gebruiksfunctie,10371,in gebruik
394010000302992,kantoorfunctie,1088,in gebruik
394010000304497,woonfunctie,155,in gebruik
394010000304841,woonfunctie,140,in gebruik
394010000304909,industriefunctie,680,in gebruik
394010000305040,kantoorfunctie,1042,in gebruik
394010000305469,woonfunctie,109,in gebruik
394010000307064,woonfunctie,80,in gebruik
394010000307504,woonfunctie,81,in gebruik
394010000309830,industriefunctie,624,in gebruik
394010000310511,woonfunctie,161,in gebruik
394010000311160,woonfunctie,137,in gebruik
394010000312086,woonfunctie,130,in gebruik
394010000312301,woonfunctie,122,in gebruik
394010000312382,industriefunctie,25050,in gebruik
394010000312583,woonfunctie,125,in gebruik
394010000312667,industriefunctie,814,in gebruik
394010000313169,kantoorfunctie,2226,in gebruik
394010000314115,industriefunctie,275,in gebruik
394010000314627,industriefunctie,34312,in gebruik
394010000314901,woonfunctie,165,in gebruik
394010000315280,industriefunctie,473,in gebruik
394010000317713,industriefunctie,308,in gebruik
394010000320120,industriefunctie,526,in gebruik
394010000320141,industriefunctie,5175,in gebruik
394010000320401,woonfunctie,62,in gebruik
394010000321105,woonfunctie,319,in gebruik
394010000321562,industriefunctie,1725,ingetrokken
394010000321783,kantoorfunctie,83,in gebruik
394010000321891,kantoorfunctie,5489,in gebruik
394010000322485,industriefunctie,1075,in gebruik
394010000322678,industriefunctie,698,in gebruik
394010000325328,industriefunctie,9289,in gebruik
394010000325698,kantoorfunctie,861,in gebruik
394010000325708,industriefunctie,1052,in gebruik
394010000325723,woonfunctie,105,in gebruik
394010000325733,kantoorfunctie,5299,in gebruik
394010000325888,industriefunctie,272,in gebruik
394010000326243,industriefunctie,164,in gebruik
394010000327033,industriefunctie,244,in gebruik
394010000327812,industriefunctie,1071,in gebruik
394010000327974,woonfunctie,95,in gebruik
394010000328119,kantoorfunctie,513,in gebruik
394010000328293,kantoorfunctie,2194,in gebruik
394010000328329,woonfunctie,443,in gebruik
394010000328343,woonfunctie,128,in gebruik
394010000328534,industriefunctie,3096,in gebruik
394010000329355,industriefunctie,3856,in gebruik
394010000329852,woonfunctie,107,in gebruik
394010000331687,industriefunctie,290,in gebruik
394010000332231,woonfunctie,134,in gebruik
394010000332233,industriefunctie,550,in gebruik
394010000333209,kantoorfunctie,50,ingetrokken
394010000333959,industriefunctie,3363,in gebruik
394010000334213,industriefunctie,440,in gebruik
394010000334358,woonfunctie,114,in gebruik
394010000334690,kantoorfunctie,2411,in gebruik
394010000335296,kantoorfunctie,200,in gebruik
394010000335514,industriefunctie,142,in gebruik
394010000336391,woonfunctie,76,in gebruik
394010000336916,woonfunctie,103,in gebruik
394010000337545,kantoorfunctie,295,in gebruik
394010000338457,industriefunctie,2687,in gebruik
394010000338463,kantoorfunctie,1647,in gebruik
394010000338490,woonfunctie,251,in gebruik
394010000338650,industriefunctie,19203,in gebruik
394010000338767,industriefunctie,440,in gebruik
394010000338889,industriefunctie,2500,in gebruik
394010000339993,industriefunctie,2340,in gebruik
394010000340147,kantoorfunctie,356,in gebruik
394010000340149,kantoorfunctie,356,in gebruik
394010000340155,kantoorfunctie,4170,in gebruik
394010000340248,industriefunctie,920,in gebruik
394010000340383,kantoorfunctie,799,in gebruik
394010000340403,kantoorfunctie,458,in gebruik
394010000340525,kantoorfunctie,778,in gebruik
394010000340526,kantoorfunctie,582,in gebruik
394010000340580,industriefunctie,610,in gebruik
394010000340625,industriefunctie,202,in gebruik
394010000340691,kantoorfunctie,235,in gebruik
394010000340966,industriefunctie,95,in gebruik
394010000341032,industriefunctie,350,in gebruik
394010000341039,industriefunctie,1349,in gebruik
394010000341666,industriefunctie,404,in gebruik
394010000341757,kantoorfunctie,475,in gebruik
394010000341789,kantoorfunctie,400,in gebruik
394010000341793,industriefunctie,294,in gebruik
394010000341794,industriefunctie,294,in gebruik
394010000342061,kantoorfunctie,295,in gebruik
394010000342176,industriefunctie,440,in gebruik
394010000342274,kantoorfunctie,234,in gebruik
394010000342712,kantoorfunctie,1050,in gebruik
394010000343309,industriefunctie,744,in gebruik
394010000344157,industriefunctie,215,in gebruik
394010000344686,industriefunctie,535,in gebruik
394010000346868,industriefunctie,18330,in gebruik
394010000346870,industriefunctie,6119,in gebruik
394010000347019,industriefunctie,215,in gebruik
394010000347296,industriefunctie,210,in gebruik
394010001001084,woonfunctie,166,in gebruik
394010001001107,industriefunctie,300,in gebruik
394010001001269,overige gebruiksfunctie,1400,in gebruik
394010001001462,kantoorfunctie,24000,in gebruik
394010001001500,kantoorfunctie,1100,in gebruik
394010001001768,kantoorfunctie,861,in gebruik
394010001001778,kantoorfunctie,25,in gebruik
394010001001873,kantoorfunctie,2950,in gebruik
394010001001876,kantoorfunctie,2950,in gebruik
394010001001905,kantoorfunctie,68,ingetrokken
394010001002054,industriefunctie,2700,ingetrokken
394010001002055,industriefunctie,8900,in gebruik
394010001002056,industriefunctie,2000,in gebruik
394010001002057,industriefunctie,2000,in gebruik
394010001002061,industriefunctie,6831,in gebruik
394010001002064,industriefunctie,1575,in gebruik
394010001002065,industriefunctie,1575,in gebruik
394010001002066,industriefunctie,1575,in gebruik
394010001002073,industriefunctie,1575,in gebruik
394010001002076,industriefunctie,1575,in gebruik
394010001002084,industriefunctie,3400,in gebruik
394010001002089,industriefunctie,3100,in gebruik
394010001002092,industriefunctie,4900,in gebruik
394010001002093,industriefunctie,2500,in gebruik
394010001002094,industriefunctie,2500,in gebruik
394010001002102,kantoorfunctie,219,in gebruik
394010001002103,kantoorfunctie,359,in gebruik
394010001002104,kantoorfunctie,33,in gebruik
394010001002106,kantoorfunctie,165,in gebruik
394010001002126,kantoorfunctie,40,in gebruik
394010001002150,kantoorfunctie,34,in gebruik
394010001002179,industriefunctie,920,in gebruik
394010001002182,industriefunctie,920,in gebruik
394010001002187,industriefunctie,3900,in gebruik
394010001002192,industriefunctie,25634,in gebruik
394010001002197,industriefunctie,21600,in gebruik
394010001002218,kantoorfunctie,215,in gebruik
394010001002220,kantoorfunctie,168,in gebruik
394010001002221,kantoorfunctie,228,in gebruik
394010001002222,kantoorfunctie,189,in gebruik
394010001002223,kantoorfunctie,243,in gebruik
394010001002294,overige gebruiksfunctie,999999,ingetrokken
394010001002324,overige gebruiksfunctie,999999,ingetrokken
394010001002392,overige gebruiksfunctie,999999,ingetrokken
394010001002423,industriefunctie,6700,in gebruik
394010001002424,industriefunctie,6700,in gebruik
394010001002449,industriefunctie,4430,in gebruik
394010001002450,industriefunctie,8169,in gebruik
394010001002452,industriefunctie,9087,in gebruik
394010001002454,industriefunctie,5400,in gebruik
394010001002455,industriefunctie,5400,in gebruik
394010001002598,industriefunctie,6409,in gebruik
394010001003275,industriefunctie,256,in gebruik
394010001003288,industriefunctie,120,in gebruik
394010001003610,industriefunctie,8300,in gebruik
394010001003629,kantoorfunctie,4350,in gebruik
394010001003810,kantoorfunctie,3200,in gebruik
394010001004074,woonfunctie,65,in gebruik
394010001004993,industriefunctie,4560,in gebruik
394010001004996,kantoorfunctie,430,in gebruik
394010001005019,industriefunctie,5940,in gebruik
394010001005032,winkelfunctie,6052,in gebruik
394010001005291,kantoorfunctie,5230,in gebruik
394010001005320,kantoorfunctie,1633,in gebruik
394010001005325,industriefunctie,316,in gebruik
394010001005382,winkelfunctie,134601,in gebruik
394010001005385,winkelfunctie,5344,in gebruik
394010001005536,kantoorfunctie,2801,in gebruik
394010001005537,kantoorfunctie,1383,in gebruik
394010001005594,woonfunctie,543,in gebruik
394010001005662,kantoorfunctie,1637,in gebruik
394010001005732,industriefunctie,587,in gebruik
394010001006244,industriefunctie,916,in gebruik
394010001006256,industriefunctie,1755,ingetrokken
394010001006267,kantoorfunctie,110,in gebruik
394010001006618,industriefunctie,12464,in gebruik (niet ingemeten)
394010001006814,industriefunctie,6908,in gebruik
394010001007636,woonfunctie,134,in gebruik
394010001007902,industriefunctie,156,in gebruik
394010001007912,industriefunctie,50,in gebruik
394010001007984,industriefunctie,873,gevormd
394010001008106,kantoorfunctie,1122,in gebruik
394010001008394,woonfunctie,196,in gebruik
394010001008428,industriefunctie,1000,in gebruik
394010001008446,kantoorfunctie,36645,in gebruik
394010001008887,kantoorfunctie,5475,in gebruik
394010001009038,industriefunctie,5260,gevormd
394010001009220,kantoorfunctie,512,in gebruik
394010001009228,kantoorfunctie,443,in gebruik
394010001009979,industriefunctie,5087,in gebruik
394010001009980,industriefunctie,5087,in gebruik
394010001009981,industriefunctie,5267,in gebruik
394010001010055,industriefunctie,2726,in gebruik
394010001010103,industriefunctie,192,in gebruik
394010001010104,industriefunctie,152,in gebruik
394010001010107,industriefunctie,6348,in gebruik
394010001010108,industriefunctie,72,in gebruik
394010001010110,industriefunctie,1000,in gebruik
394010001010115,industriefunctie,150,in gebruik
394010001010117,industriefunctie,133,in gebruik
394010001010119,industriefunctie,103,in gebruik
394010001010122,industriefunctie,100,in gebruik
394010001010128,industriefunctie,240,in gebruik
394010001010129,industriefunctie,75,in gebruik
394010001010131,industriefunctie,249,in gebruik
394010001010132,industriefunctie,92,in gebruik
394010001010135,industriefunctie,120,in gebruik
394010001010136,industriefunctie,119,in gebruik
394010001010137,industriefunctie,584,in gebruik
394010001010140,industriefunctie,142,in gebruik
394010001010143,industriefunctie,122,in gebruik
394010001010144,industriefunctie,205,in gebruik
394010001010145,industriefunctie,3149,in gebruik
394010001010365,industriefunctie,8110,in gebruik
394010001010769,industriefunctie,2630,in gebruik
394010001010860,industriefunctie,6423,in gebruik
394010001010882,industriefunctie,2682,in gebruik
394010001012396,industriefunctie,78,in gebruik
395010000001769,woonfunctie,94,in gebruik
395010000002191,industriefunctie,175,in gebruik
395010000007842,woonfunctie,151,in gebruik
396010001000318,kantoorfunctie,75,in gebruik
396010001009554,woonfunctie,131,in gebruik
396010001009608,woonfunctie,115,in gebruik
396010001014994,woonfunctie,174,in gebruik
396010001020083,kantoorfunctie,2100,in gebruik
397010000002079,woonfunctie,150,in gebruik
397010000007895,woonfunctie,93,in gebruik
397010000009501,woonfunctie,50,in gebruik
397010000011318,woonfunctie,153,in gebruik
397010000012487,industriefunctie,106,in gebruik
398010000001790,woonfunctie,180,in gebruik
398010000007107,industriefunctie,307,in gebruik
398010000007225,woonfunctie,97,in gebruik
398010000008228,industriefunctie,17640,in gebruik
398010000021024,woonfunctie,113,in gebruik
398010000025150,woonfunctie,112,in gebruik
398010000026163,industriefunctie,298,in gebruik
399010000000686,woonfunctie,203,in gebruik
399010000010946,industriefunctie,308,in gebruik
400010000000489,industriefunctie,623,in gebruik
400010000006291,winkelfunctie,421,in gebruik
400010000013864,woonfunctie,88,in gebruik
400010000017464,woonfunctie,176,in gebruik
400010000025371,overige gebruiksfunctie,14,in gebruik
400010000030709,kantoorfunctie,142,in gebruik
400010000037412,woonfunctie,72,in gebruik
400010000039541,kantoorfunctie,2525,in gebruik
400010000040074,industriefunctie,117,in gebruik
400010000040579,kantoorfunctie,1818,in gebruik
400010000040581,industriefunctie,1152,in gebruik
402010001543057,woonfunctie,111,in gebruik
402010001547071,overige gebruiksfunctie,168,in gebruik
402010001551967,woonfunctie,153,in gebruik
402010001561533,woonfunctie,137,in gebruik
402010001571134,woonfunctie,197,in gebruik
402010001581011,woonfunctie,73,in gebruik
402010001587133,winkelfunctie,4234,in gebruik
402010001596099,woonfunctie,202,ingetrokken
402010001600581,kantoorfunctie,382,in gebruik
402010001626660,woonfunctie,98,in gebruik
402010001628773,gezondheidszorgfunctie,184,in gebruik
405010000560365,winkelfunctie,1117,in gebruik
405010000564729,industriefunctie,13415,in gebruik
405010000564851,industriefunctie,125,in gebruik
405010000572565,woonfunctie,74,in gebruik
405010000574851,kantoorfunctie,156,in gebruik
405010000587529,industriefunctie,3100,in gebruik (niet ingemeten)
405010000591471,woonfunctie,116,in gebruik
405010000599067,winkelfunctie,2092,in gebruik
405010000599871,kantoorfunctie,1339,in gebruik
405010000602349,woonfunctie,100,in gebruik
405010000623277,kantoorfunctie,2074,in gebruik
406010000000653,woonfunctie,376,in gebruik
406010000006876,woonfunctie,126,in gebruik
406010000008193,woonfunctie,128,in gebruik
406010000013450,woonfunctie,80,in gebruik
406010000015993,woonfunctie,66,in gebruik
406010000043048,woonfunctie,170,in gebruik
406010000044366,woonfunctie,289,in gebruik
406010000052068,kantoorfunctie,9224,in gebruik
412010000575346,woonfunctie,119,in gebruik
412010000577342,woonfunctie,79,in gebruik
412010000578278,woonfunctie,87,in gebruik
412010000580514,woonfunctie,154,in gebruik
412010000581476,woonfunctie,114,in gebruik
412010000582464,woonfunctie,113,in gebruik
415010000000237,woonfunctie,77,in gebruik
415010000002256,woonfunctie,118,in gebruik
415010000003501,woonfunctie,123,in gebruik
415010000003570,woonfunctie,434,in gebruik
415010000004402,woonfunctie,132,in gebruik
416010000216434,woonfunctie,149,in gebruik
416010000222294,woonfunctie,103,in gebruik
416010000247473,woonfunctie,186,in gebruik
417010001001031,woonfunctie,289,in gebruik
417010001002071,woonfunctie,162,in gebruik
417010001003678,kantoorfunctie,1263,in gebruik
417010001003772,woonfunctie,571,in gebruik
420010000001240,woonfunctie,79,in gebruik
420010000006968,woonfunctie,111,in gebruik
420010000008210,woonfunctie,120,in gebruik
420010000009513,woonfunctie,354,ingetrokken
420010000010455,logiesfunctie,135,in gebruik
420010000010541,woonfunctie,151,in gebruik
420010000012016,industriefunctie,33808,in gebruik
425010000000853,winkelfunctie,469,in gebruik
425010000003089,woonfunctie,109,in gebruik
425010000006905,woonfunctie,137,in gebruik
425010000006933,woonfunctie,182,in gebruik
425010000007491,woonfunctie,190,in gebruik
431010000003693,woonfunctie,119,in gebruik
431010000004544,woonfunctie,138,in gebruik
432010000002889,woonfunctie,97,in gebruik
437010000000876,kantoorfunctie,223,in gebruik
437010000006019,woonfunctie,79,in gebruik
437010000006414,woonfunctie,196,in gebruik
437010000006692,kantoorfunctie,153,in gebruik
437010000006716,woonfunctie,95,in gebruik
437010000006809,woonfunctie,95,in gebruik
437010000008184,kantoorfunctie,349,in gebruik
437010000008317,woonfunctie,98,in gebruik
439010000001171,woonfunctie,128,in gebruik
439010000008353,winkelfunctie,1743,ingetrokken
439010000011256,industriefunctie,495,in gebruik
439010000014472,kantoorfunctie,1054,in gebruik
439010000017529,industriefunctie,219,in gebruik
