vblObject,gebruiksdoel,oppervlakte,vbloStatus
268010000048501,woonfunctie,556,in gebruik
268010000050500,kantoorfunctie,482,in gebruik
268010000051089,bijeenkomstfunctie,8592,in gebruik
268010000051383,industriefunctie,186,in gebruik (niet ingemeten)
268010000051383,industriefunctie,186,in gebruik
268010000053132,woonfunctie,112,in gebruik
268010000059069,woonfunctie,183,in gebruik
268010000060256,kantoorfunctie,419,in gebruik
268010000062993,industriefunctie,3935,in gebruik
268010000063412,kantoorfunctie,1033,in gebruik
268010000066785,industriefunctie,13755,in gebruik
268010000066785,industriefunctie,13755,in gebruik (niet ingemeten)
268010000066785,industriefunctie,13755,in gebruik
268010000070892,woonfunctie,118,in gebruik
268010000071994,industriefunctie,5927,in gebruik
268010000072750,woonfunctie,155,in gebruik
268010000074871,industriefunctie,377,in gebruik
268010000076166,kantoorfunctie,1348,in gebruik
268010000082990,industriefunctie,4718,in gebruik
268010000083885,industriefunctie,127,in gebruik
268010000097581,industriefunctie,4400,in gebruik (niet ingemeten)
269010000000689,woonfunctie,616,in gebruik
269010000005554,industriefunctie,111,in gebruik
269010000005554,industriefunctie,111,in gebruik
269010000005554,industriefunctie,456,in gebruik
269010000006440,industriefunctie,588,in gebruik
269010000006440,industriefunctie,588,in gebruik
269010000006440,industriefunctie,848,in gebruik
269010000006440,industriefunctie,848,in gebruik (niet ingemeten)
269010000006440,industriefunctie,848,in gebruik
269010000008628,overige gebruiksfunctie,338,in gebruik
269010000008628,industriefunctie,338,in gebruik
273010000002306,industriefunctie,4355,in gebruik
273010000002306,industriefunctie,8911,in gebruik
273010000002991,woonfunctie,192,in gebruik
273010000002991,woonfunctie,192,in gebruik
273010000004434,industriefunctie,7075,in gebruik
273010000004434,industriefunctie,7349,in gebruik
273010000004434,industriefunctie,7567,in gebruik
273010000018416,woonfunctie,126,in gebruik
273010000019754,industriefunctie,14563,in gebruik
273010000021503,woonfunctie,70,in gebruik
273010000021503,woonfunctie,70,in gebruik
274010000255669,kantoorfunctie,1170,in gebruik
274010000255669,kantoorfunctie,1130,in gebruik
274010000259692,woonfunctie,277,in gebruik
274010000259692,woonfunctie,277,in gebruik
275010000006631,industriefunctie,203,in gebruik
275010000007623,woonfunctie,184,in gebruik
275010000018003,woonfunctie,147,in gebruik
279010000001140,industriefunctie,4690,in gebruik
279010000001140,industriefunctie,4923,in gebruik
279010000001140,industriefunctie,4923,ingetrokken
279010000001911,woonfunctie,43,in gebruik
279010000001911,woonfunctie,46,in gebruik (niet ingemeten)
279010000001911,woonfunctie,46,in gebruik
279010000002460,woonfunctie,144,in gebruik
279010000002460,woonfunctie,144,in gebruik
279010000002801,woonfunctie,40,in gebruik
281010000025721,woonfunctie,163,in gebruik
281010000037038,winkelfunctie,164,in gebruik
281010000041485,industriefunctie,538,in gebruik
281010000045292,winkelfunctie,207,in gebruik
281010000045741,woonfunctie,135,in gebruik
281010000048207,industriefunctie,120,in gebruik
281010000056227,woonfunctie,95,in gebruik
281010000057064,woonfunctie,91,in gebruik
281010000066514,kantoorfunctie,38328,gevormd
281010000066514,kantoorfunctie,38328,in gebruik (niet ingemeten)
281010000066514,kantoorfunctie,38328,in gebruik
281010000067306,kantoorfunctie,35,in gebruik (niet ingemeten)
281010000067306,kantoorfunctie,35,in gebruik
281010000067655,industriefunctie,150,gevormd
281010000067655,industriefunctie,150,in gebruik (niet ingemeten)
285010000100829,woonfunctie,193,in gebruik
285010000102477,industriefunctie,99,in gebruik
285010000102477,industriefunctie,99,ingetrokken
285010000107320,woonfunctie,110,in gebruik
285010000108391,woonfunctie,431,in gebruik
285010000108411,industriefunctie,728,in gebruik
285010000108411,industriefunctie,87,in gebruik
285010000109617,woonfunctie,1,in gebruik
285010000109617,woonfunctie,232,in gebruik
285010000110888,woonfunctie,278,in gebruik
285010000110888,woonfunctie,233,in gebruik
285010000111556,overige gebruiksfunctie,123,in gebruik
285010000111556,overige gebruiksfunctie,1018,in gebruik
289010000007666,woonfunctie,118,in gebruik
289010000007666,woonfunctie,114,in gebruik
293010000007023,woonfunctie,115,in gebruik
293010000010598,woonfunctie,280,in gebruik
293010000011804,kantoorfunctie,207,in gebruik
293010000011804,kantoorfunctie,211,in gebruik
294010000411094,industriefunctie,17017,in gebruik
294010000411094,kantoorfunctie,1909,in gebruik (niet ingemeten)
294010000411094,kantoorfunctie,1909,in gebruik
294010000414819,industriefunctie,845,in gebruik
294010000414819,industriefunctie,1020,in gebruik
296010000001032,woonfunctie,999999,in gebruik
296010000001032,woonfunctie,169,in gebruik
296010000001032,woonfunctie,189,in gebruik (niet ingemeten)
296010000001032,woonfunctie,189,in gebruik
296010000001032,woonfunctie,189,ingetrokken
296010000001563,woonfunctie,109,in gebruik
296010000001973,industriefunctie,9350,in gebruik
296010000001973,industriefunctie,20575,in gebruik
296010000002009,industriefunctie,999999,in gebruik
296010000002009,industriefunctie,785,in gebruik
296010000002048,kantoorfunctie,999999,in gebruik
296010000002048,kantoorfunctie,7512,in gebruik
296010000002048,kantoorfunctie,11825,in gebruik (niet ingemeten)
296010000002048,kantoorfunctie,11825,in gebruik
296010000002815,kantoorfunctie,999999,in gebruik
296010000002815,kantoorfunctie,471,in gebruik
296010000002819,industriefunctie,999999,in gebruik
296010000002819,industriefunctie,106,in gebruik
296010000005841,winkelfunctie,999999,in gebruik
296010000005841,winkelfunctie,227,in gebruik
296010000005851,woonfunctie,230,in gebruik
296010000005859,industriefunctie,999999,in gebruik
296010000005859,industriefunctie,135,in gebruik
296010000008157,woonfunctie,131,in gebruik
296010000008227,woonfunctie,113,in gebruik
296010000008865,woonfunctie,149,in gebruik
296010000008865,woonfunctie,196,in gebruik
296010000010403,woonfunctie,181,in gebruik
296010000010403,woonfunctie,167,in gebruik
296010000010693,woonfunctie,169,in gebruik
296010000011510,woonfunctie,140,in gebruik
296010000013683,kantoorfunctie,999999,in gebruik
296010000013683,kantoorfunctie,1896,in gebruik
296010000017349,industriefunctie,999999,in gebruik
296010000017349,industriefunctie,1543,in gebruik
296010000017931,woonfunctie,160,in gebruik
296010000018037,woonfunctie,100,in gebruik
296010000018037,woonfunctie,90,in gebruik
296010000019438,kantoorfunctie,3281,gevormd
296010000019438,kantoorfunctie,3281,in gebruik (niet ingemeten)
296010000019438,kantoorfunctie,3281,in gebruik
296010000020499,kantoorfunctie,27750,gevormd
296010000020499,kantoorfunctie,27750,in gebruik (niet ingemeten)
296010000020499,kantoorfunctie,28978,in gebruik (niet ingemeten)
296010000020499,kantoorfunctie,28978,in gebruik
296010000020536,kantoorfunctie,27382,in gebruik (niet ingemeten)
296010000020536,kantoorfunctie,27382,in gebruik
296010000020604,kantoorfunctie,31477,gevormd
296010000020604,kantoorfunctie,31730,gevormd
296010000020604,kantoorfunctie,31730,in gebruik (niet ingemeten)
296010000020604,kantoorfunctie,31730,in gebruik
297010000000145,industriefunctie,233,gevormd
297010000000145,industriefunctie,233,in gebruik
297010000000145,industriefunctie,440,in gebruik
297010000003061,woonfunctie,255,gevormd
297010000003061,woonfunctie,255,in gebruik
297010000004142,woonfunctie,139,gevormd
297010000004142,woonfunctie,139,in gebruik
297010000004427,woonfunctie,134,gevormd
297010000004427,woonfunctie,134,in gebruik
297010000004617,woonfunctie,177,gevormd
297010000004617,woonfunctie,177,in gebruik
297010000004843,woonfunctie,100,gevormd
297010000004843,woonfunctie,100,in gebruik
297010000013016,kantoorfunctie,31871,gevormd
297010000013016,kantoorfunctie,27921,gevormd
297010000013016,kantoorfunctie,27921,in gebruik (niet ingemeten)
297010000013016,kantoorfunctie,27921,in gebruik
297010000013649,kantoorfunctie,2274,gevormd
299010000419972,industriefunctie,790,in gebruik
299010000419972,industriefunctie,6061,in gebruik
299010000420416,industriefunctie,3990,in gebruik
299010000420416,industriefunctie,7262,in gebruik (niet ingemeten)
299010000420416,industriefunctie,9868,in gebruik (niet ingemeten)
299010000420416,industriefunctie,9868,in gebruik
299010000420552,winkelfunctie,415,in gebruik
299010000420552,winkelfunctie,615,in gebruik
299010000420998,winkelfunctie,917,in gebruik
299010000420998,winkelfunctie,1008,in gebruik
299010000421252,woonfunctie,151,in gebruik
299010000424720,overige gebruiksfunctie,206,in gebruik
299010000432803,industriefunctie,686,in gebruik
299010000432803,industriefunctie,677,in gebruik
299010000434128,woonfunctie,164,in gebruik
299010000439339,woonfunctie,159,in gebruik
299010000440463,woonfunctie,299,gevormd
299010000440463,woonfunctie,299,in gebruik (niet ingemeten)
299010000440463,woonfunctie,299,in gebruik
299010000441045,industriefunctie,228,in gebruik
299010000441045,industriefunctie,678,in gebruik
299010000454549,logiesfunctie,75,in gebruik
299010000454778,overige gebruiksfunctie,1,in gebruik (niet ingemeten)
299010000454778,overige gebruiksfunctie,279,in gebruik
299010000454778,overige gebruiksfunctie,45,in gebruik
299010000456630,kantoorfunctie,1800,gevormd
299010000456630,kantoorfunctie,1800,in gebruik
299010000456630,kantoorfunctie,1800,in gebruik (niet ingemeten)
299010000456630,kantoorfunctie,1800,in gebruik
299010000456630,kantoorfunctie,3289,in gebruik
301010000003828,industriefunctie,26402,in gebruik
301010000006387,woonfunctie,152,in gebruik
301010000019457,woonfunctie,112,in gebruik
301010000020699,industriefunctie,3087,in gebruik
301010000021767,winkelfunctie,1184,in gebruik
301010000021767,winkelfunctie,800,in gebruik (niet ingemeten)
301010000021767,winkelfunctie,800,in gebruik (niet ingemeten)
301010000021767,winkelfunctie,800,in gebruik
301010000023681,industriefunctie,7527,in gebruik
302010000000333,woonfunctie,173,in gebruik
302010000000338,woonfunctie,108,in gebruik
302010000000768,woonfunctie,122,in gebruik
302010000002877,kantoorfunctie,1231,in gebruik
302010000002877,kantoorfunctie,1208,in gebruik
302010000007368,woonfunctie,178,in gebruik
302010000033141,winkelfunctie,287,in gebruik
302010000033141,winkelfunctie,198,in gebruik
302010000033141,winkelfunctie,198,in gebruik (niet ingemeten)
302010000033141,winkelfunctie,198,in gebruik (niet ingemeten)
302010000033141,winkelfunctie,198,in gebruik
302010000049725,woonfunctie,156,gevormd
302010000049725,woonfunctie,156,in gebruik
302010000052724,woonfunctie,148,gevormd
302010000052724,woonfunctie,164,gevormd
302010000052724,woonfunctie,164,in gebruik (niet ingemeten)
302010000052724,woonfunctie,164,in gebruik
303010000611674,woonfunctie,124,in gebruik
303010000611674,woonfunctie,129,in gebruik (niet ingemeten)
303010000611674,woonfunctie,129,in gebruik
303010000613888,industriefunctie,320,in gebruik
303010000613888,industriefunctie,370,in gebruik
303010000613888,industriefunctie,388,in gebruik (niet ingemeten)
303010000616662,woonfunctie,85,in gebruik
303010000616662,woonfunctie,96,in gebruik
303010000616662,woonfunctie,96,in gebruik
303010000616662,woonfunctie,96,in gebruik
303010000616732,industriefunctie,212,in gebruik
303010000616732,industriefunctie,272,in gebruik (niet ingemeten)
303010000616732,industriefunctie,345,in gebruik (niet ingemeten)
303010000616732,industriefunctie,345,in gebruik
303010000617244,woonfunctie,174,in gebruik
303010000619312,woonfunctie,122,in gebruik
303010000620052,woonfunctie,208,in gebruik
303010000620052,woonfunctie,228,in gebruik
303010000625114,woonfunctie,153,in gebruik
303010000626914,industriefunctie,4355,in gebruik
303010000626914,industriefunctie,4798,in gebruik (niet ingemeten)
303010000626914,industriefunctie,4798,in gebruik
303010000626914,industriefunctie,4538,in gebruik
303010000627422,woonfunctie,133,in gebruik
303010000628242,woonfunctie,113,in gebruik
303010000628242,woonfunctie,113,ingetrokken
303010000628566,woonfunctie,202,in gebruik
303010000628566,woonfunctie,219,in gebruik
303010000653369,industriefunctie,130,gevormd
303010000653369,industriefunctie,130,in gebruik
304010000000446,industriefunctie,999999,in gebruik
304010000000446,industriefunctie,56525,in gebruik
304010000001270,industriefunctie,999999,in gebruik
304010000001270,industriefunctie,143,in gebruik
304010000003188,woonfunctie,999999,in gebruik
304010000003188,woonfunctie,87,in gebruik
304010000003283,woonfunctie,999999,in gebruik
304010000003283,woonfunctie,134,in gebruik
304010000003391,woonfunctie,52,in gebruik
304010000005535,woonfunctie,177,gevormd
304010000005535,woonfunctie,177,in gebruik (niet ingemeten)
304010000005535,woonfunctie,177,in gebruik
305010000000914,woonfunctie,119,in gebruik
305010000001815,woonfunctie,48,in gebruik
305010000003133,industriefunctie,287,in gebruik
305010000003133,industriefunctie,545,in gebruik (niet ingemeten)
305010000003133,industriefunctie,489,in gebruik
307010000385427,woonfunctie,94,in gebruik
307010000385427,woonfunctie,104,in gebruik
307010000387145,kantoorfunctie,1230,in gebruik
307010000390593,kantoorfunctie,222,in gebruik
307010000407310,kantoorfunctie,10524,in gebruik
307010000407310,kantoorfunctie,8617,in gebruik
307010000409561,woonfunctie,70,in gebruik
307010000410671,kantoorfunctie,1257,in gebruik
307010000410671,kantoorfunctie,311,in gebruik
307010000419937,woonfunctie,338,in gebruik
307010000419937,woonfunctie,276,in gebruik
307010000430409,woonfunctie,88,in gebruik
307010000430409,woonfunctie,80,in gebruik
307010000430409,woonfunctie,87,in gebruik
307010000442679,industriefunctie,131,in gebruik
307010000445453,woonfunctie,216,in gebruik
307010000445453,woonfunctie,216,in gebruik (niet ingemeten)
307010000445453,woonfunctie,220,in gebruik (niet ingemeten)
307010000445453,woonfunctie,220,in gebruik
307010000450637,industriefunctie,10729,in gebruik
307010000450637,industriefunctie,10729,in gebruik
307010000456625,winkelfunctie,55,in gebruik
307010000456625,winkelfunctie,50,in gebruik
307010000466775,industriefunctie,20885,in gebruik
307010000470462,woonfunctie,94,in gebruik
307010000470462,woonfunctie,104,in gebruik
307010000485949,industriefunctie,1710,in gebruik
307010000496834,kantoorfunctie,1487,in gebruik
307010000498626,industriefunctie,745,in gebruik
307010000505016,kantoorfunctie,580,in gebruik
307010000505016,kantoorfunctie,580,ingetrokken
307010000507818,woonfunctie,127,in gebruik
307010000507818,woonfunctie,121,in gebruik
307010000507818,woonfunctie,126,in gebruik
307010000516711,woonfunctie,147,in gebruik
307010000516711,woonfunctie,131,in gebruik
307010000532082,kantoorfunctie,170,in gebruik (niet ingemeten)
307010000532082,kantoorfunctie,170,in gebruik
307010000532082,kantoorfunctie,390,in gebruik
307010000554555,industriefunctie,8088,gevormd
307010000554555,industriefunctie,8088,in gebruik (niet ingemeten)
307010000554555,industriefunctie,8088,in gebruik
308010000000544,woonfunctie,74,in gebruik
308010000000544,woonfunctie,74,in gebruik
308010000000544,woonfunctie,65,in gebruik
308010000001670,woonfunctie,126,in gebruik
308010000001670,woonfunctie,122,in gebruik
308010000008968,kantoorfunctie,1312,in gebruik
308010000008968,kantoorfunctie,1787,in gebruik (niet ingemeten)
308010000008968,kantoorfunctie,2389,in gebruik (niet ingemeten)
308010000008968,kantoorfunctie,2389,in gebruik
308010000008968,kantoorfunctie,1756,in gebruik
308010000012263,kantoorfunctie,433,in gebruik
308010000012263,kantoorfunctie,228,in gebruik
310010000683793,woonfunctie,186,in gebruik
310010000684523,woonfunctie,126,in gebruik
310010000687567,woonfunctie,60,in gebruik
310010000694467,woonfunctie,110,in gebruik
310010000694467,woonfunctie,125,in gebruik
310010000696129,industriefunctie,999999,in gebruik
310010000696129,industriefunctie,1052,in gebruik
310010000696129,industriefunctie,1166,in gebruik (niet ingemeten)
310010000696129,industriefunctie,1166,in gebruik
310010000720217,woonfunctie,158,in gebruik
311010000000489,overige gebruiksfunctie,13,in gebruik
311010000000489,woonfunctie,13,in gebruik
311010000000489,woonfunctie,155,in gebruik
311010000000750,woonfunctie,81,in gebruik
311010000000750,woonfunctie,98,in gebruik
311010000001689,kantoorfunctie,1069,in gebruik
311010000004288,woonfunctie,70,in gebruik
311010000004288,woonfunctie,69,in gebruik
311010000004793,industriefunctie,355,in gebruik
311010000004793,woonfunctie,355,in gebruik
311010000004799,industriefunctie,614,in gebruik
311010000005040,kantoorfunctie,2787,in gebruik
311010000005976,woonfunctie,541,in gebruik
311010000006018,kantoorfunctie,242,in gebruik
311010000006734,woonfunctie,97,in gebruik
312010000002803,woonfunctie,116,in gebruik
312010000004286,industriefunctie,170,in gebruik
312010000004286,industriefunctie,181,in gebruik (niet ingemeten)
312010000004286,industriefunctie,181,in gebruik
313010000202732,woonfunctie,144,in gebruik
313010000202732,woonfunctie,152,in gebruik
313010000206930,industriefunctie,4959,in gebruik
313010000210608,industriefunctie,290,in gebruik
313010000210608,kantoorfunctie,290,in gebruik
313010000210608,kantoorfunctie,290,in gebruik (niet ingemeten)
313010000210608,kantoorfunctie,290,in gebruik
313010000216157,industriefunctie,722,in gebruik
317010000102931,woonfunctie,203,in gebruik
317010000104645,kantoorfunctie,28,in gebruik
321010000000625,woonfunctie,117,in gebruik
321010000000625,woonfunctie,151,in gebruik
321010000001388,woonfunctie,170,in gebruik
321010000001388,woonfunctie,192,in gebruik
321010000006683,woonfunctie,124,in gebruik
321010000006683,woonfunctie,144,in gebruik
321010000008894,kantoorfunctie,4245,in gebruik
321010000015005,woonfunctie,159,in gebruik
321010000015005,woonfunctie,140,in gebruik
321010000016880,industriefunctie,251,in gebruik
321010000016882,industriefunctie,368,in gebruik
321010000017389,kantoorfunctie,1173,in gebruik (niet ingemeten)
321010000017389,kantoorfunctie,1173,in gebruik
321010000017389,kantoorfunctie,4457,in gebruik (niet ingemeten)
321010000017389,kantoorfunctie,4457,in gebruik
321010000017458,kantoorfunctie,13687,in gebruik
321010000017458,kantoorfunctie,14340,in gebruik
327010000271243,overige gebruiksfunctie,999999,in gebruik
327010000271243,kantoorfunctie,999999,in gebruik
327010000271243,kantoorfunctie,1452,in gebruik
327010000271243,kantoorfunctie,1162,in gebruik
327010000273185,woonfunctie,233,in gebruik
327010000273185,woonfunctie,221,in gebruik
327010000275805,industriefunctie,3685,in gebruik
327010000275805,industriefunctie,5470,in gebruik
327010000275805,industriefunctie,108,in gebruik
327010000277633,kantoorfunctie,296,in gebruik
327010000277633,kantoorfunctie,316,in gebruik
327010000277839,woonfunctie,176,in gebruik
327010000277839,woonfunctie,172,in gebruik
327010000287137,woonfunctie,184,in gebruik
327010000287137,woonfunctie,129,in gebruik
327010000295160,kantoorfunctie,550,in gebruik
329010000000898,woonfunctie,112,in gebruik
329010000000898,woonfunctie,111,in gebruik
329010000002206,woonfunctie,107,in gebruik
329010000002206,woonfunctie,126,in gebruik
331010000259806,woonfunctie,115,in gebruik
331010000259806,woonfunctie,118,in gebruik
331010000259868,woonfunctie,156,in gebruik
331010000259868,woonfunctie,159,in gebruik
331010000260976,woonfunctie,87,in gebruik
331010000261174,woonfunctie,105,in gebruik
331010000261174,woonfunctie,150,in gebruik
331010000261174,woonfunctie,108,in gebruik
331010000261708,woonfunctie,209,in gebruik
331010000261708,woonfunctie,203,in gebruik (niet ingemeten)
331010000261708,woonfunctie,203,in gebruik
331010000263338,woonfunctie,328,in gebruik
331010000263906,woonfunctie,213,in gebruik
331010000263906,woonfunctie,261,in gebruik
331010000263906,woonfunctie,264,in gebruik
331010000264120,woonfunctie,234,in gebruik
331010000264120,woonfunctie,237,in gebruik
331010000267276,woonfunctie,125,in gebruik
331010000267276,woonfunctie,125,in gebruik
331010000267276,woonfunctie,128,in gebruik
331010000268530,woonfunctie,128,in gebruik
331010000270150,woonfunctie,104,in gebruik
331010000270150,woonfunctie,114,in gebruik
331010000270502,woonfunctie,100,in gebruik
331010000270502,woonfunctie,103,in gebruik
333010000000001,woonfunctie,118,in gebruik
333010000000001,woonfunctie,122,in gebruik
333010000000236,kantoorfunctie,209,in gebruik
333010000000236,kantoorfunctie,209,in gebruik (niet ingemeten)
333010000000236,kantoorfunctie,209,in gebruik
333010000000236,kantoorfunctie,209,ingetrokken
333010000004611,woonfunctie,1089,in gebruik
333010000007512,woonfunctie,167,in gebruik
333010000007512,woonfunctie,167,in gebruik
333010000007512,woonfunctie,167,in gebruik
333010000011944,woonfunctie,105,in gebruik
333010000011944,woonfunctie,102,in gebruik
333010000012694,woonfunctie,125,in gebruik
333010000012694,woonfunctie,125,in gebruik
333010000012694,woonfunctie,125,in gebruik
333010000012801,woonfunctie,312,in gebruik
333010000012801,woonfunctie,312,in gebruik
333010000012801,woonfunctie,312,in gebruik (niet ingemeten)
333010000012801,woonfunctie,312,in gebruik
333010000012801,woonfunctie,312,in gebruik
333010000015255,woonfunctie,164,in gebruik
333010000015255,woonfunctie,161,in gebruik
333010000015557,industriefunctie,24826,in gebruik
333010000018075,industriefunctie,278,in gebruik
333010000018075,industriefunctie,278,ingetrokken
335010000329553,woonfunctie,194,in gebruik
335010000331775,kantoorfunctie,50,in gebruik
335010000333843,woonfunctie,112,in gebruik
335010000335625,woonfunctie,116,in gebruik
335010000335749,kantoorfunctie,744,in gebruik
335010000335749,kantoorfunctie,760,in gebruik
335010000335749,kantoorfunctie,760,in gebruik
335010000336839,woonfunctie,76,in gebruik
335010000336839,woonfunctie,76,ingetrokken
335010000337407,kantoorfunctie,381,in gebruik
335010000337407,kantoorfunctie,651,in gebruik
339010000000127,overige gebruiksfunctie,6,in gebruik
339010000000152,industriefunctie,1542,in gebruik
339010000001000,industriefunctie,5715,in gebruik
339010000001000,industriefunctie,5715,in gebruik
339010000001000,industriefunctie,6456,in gebruik
339010000001208,industriefunctie,919,in gebruik
339010000001208,industriefunctie,900,in gebruik
339010000001208,industriefunctie,900,in gebruik
340010000337246,woonfunctie,139,in gebruik
340010000345908,woonfunctie,93,in gebruik
340010000350434,woonfunctie,133,in gebruik
342010000001781,woonfunctie,153,in gebruik
342010000024001,industriefunctie,6678,in gebruik
344010000005935,industriefunctie,1900,in gebruik
344010000005935,industriefunctie,2764,in gebruik
344010000008129,woonfunctie,86,in gebruik
344010000013052,woonfunctie,100,in gebruik
344010000013052,woonfunctie,94,in gebruik
344010000032666,woonfunctie,112,in gebruik
344010000035025,woonfunctie,77,in gebruik
344010000035025,woonfunctie,77,in gebruik
344010000038035,woonfunctie,28,in gebruik
344010000043337,woonfunctie,90,in gebruik
344010000044348,woonfunctie,87,in gebruik
344010000045577,winkelfunctie,82,in gebruik
344010000055510,woonfunctie,220,in gebruik
344010000060522,woonfunctie,102,in gebruik
344010000069851,woonfunctie,135,in gebruik
344010000070332,woonfunctie,121,in gebruik
344010000077711,woonfunctie,110,in gebruik
344010000078390,industriefunctie,7990,in gebruik
344010000080614,industriefunctie,3662,in gebruik
344010000084381,woonfunctie,109,in gebruik
344010000084935,industriefunctie,12325,in gebruik
344010000084935,industriefunctie,12325,in gebruik
344010000084935,industriefunctie,12325,in gebruik
344010000086155,woonfunctie,92,in gebruik
344010000086683,woonfunctie,93,in gebruik
344010000088871,industriefunctie,525,in gebruik
344010000089738,woonfunctie,154,in gebruik
344010000090146,industriefunctie,4034,in gebruik
344010000093583,kantoorfunctie,5387,in gebruik
344010000093583,kantoorfunctie,3984,in gebruik
344010000093583,kantoorfunctie,10469,in gebruik
344010000093583,kantoorfunctie,10469,in gebruik (niet ingemeten)
344010000093583,kantoorfunctie,10469,in gebruik
344010000094260,industriefunctie,142,in gebruik
344010000094331,woonfunctie,124,in gebruik
344010000095234,woonfunctie,120,in gebruik
344010000095874,industriefunctie,713,in gebruik
344010000097927,kantoorfunctie,128,in gebruik
344010000099063,woonfunctie,134,in gebruik
344010000100521,industriefunctie,999999,in gebruik
344010000100521,industriefunctie,531,in gebruik
344010000102767,overige gebruiksfunctie,999999,in gebruik
344010000102767,overige gebruiksfunctie,5930,in gebruik
344010000102767,kantoorfunctie,5930,in gebruik
344010000102767,kantoorfunctie,5930,in gebruik
344010000108514,kantoorfunctie,999999,in gebruik
344010000108514,kantoorfunctie,8040,in gebruik
344010000108514,kantoorfunctie,8040,in gebruik
344010000108514,kantoorfunctie,8069,in gebruik
344010000113014,kantoorfunctie,6880,in gebruik
344010000113014,kantoorfunctie,6880,in gebruik
344010000113014,kantoorfunctie,6880,in gebruik
344010000113014,kantoorfunctie,6880,in gebruik
344010000113014,sportfunctie,6880,in gebruik
344010000114246,woonfunctie,121,in gebruik
344010000114827,industriefunctie,7670,in gebruik
344010000114827,industriefunctie,10583,in gebruik
344010000116173,industriefunctie,188,in gebruik
344010000123343,industriefunctie,1435,in gebruik
344010000123343,kantoorfunctie,1689,in gebruik
344010000123343,kantoorfunctie,1689,in gebruik
344010000138617,industriefunctie,713,in gebruik
344010000142943,woonfunctie,69,in gebruik
344010000148184,woonfunctie,100,in gebruik
344010000154128,woonfunctie,72,in gebruik
344010000154805,woonfunctie,103,in gebruik
344010000155667,woonfunctie,119,in gebruik
344010000155667,woonfunctie,136,in gebruik (niet ingemeten)
344010000155667,woonfunctie,136,in gebruik
344010000155667,woonfunctie,153,in gebruik
344010000159537,industriefunctie,1442,gevormd
344010000159537,industriefunctie,1442,gevormd
344010000159537,industriefunctie,1442,in gebruik (niet ingemeten)
344010000159537,industriefunctie,1442,in gebruik
344010000159537,industriefunctie,1442,in gebruik
344010000167783,kantoorfunctie,89,in gebruik
344010000168089,kantoorfunctie,1,in gebruik
344010000168089,kantoorfunctie,1,in gebruik
344010000168089,kantoorfunctie,1,in gebruik
344010000169576,industriefunctie,63,gevormd
344010000169576,industriefunctie,63,in gebruik (niet ingemeten)
344010000169576,industriefunctie,63,in gebruik
344010000169694,industriefunctie,3456,gevormd
344010000169694,industriefunctie,3456,in gebruik
344010000177334,kantoorfunctie,465,gevormd
344010000177334,kantoorfunctie,465,gevormd
344010000177334,kantoorfunctie,465,in gebruik (niet ingemeten)
344010000177334,kantoorfunctie,465,in gebruik
345010002023003,industriefunctie,26922,in gebruik
345010002023003,industriefunctie,28339,in gebruik
345010002023269,industriefunctie,1946,in gebruik
345010002023269,industriefunctie,1946,in gebruik
345010002023269,industriefunctie,2565,in gebruik
345010002028943,kantoorfunctie,666,in gebruik
345010002028943,kantoorfunctie,666,in gebruik
345010002029435,woonfunctie,117,in gebruik
345010002029435,woonfunctie,116,in gebruik
345010002030507,woonfunctie,133,in gebruik
345010002034290,woonfunctie,99,in gebruik
345010002035312,industriefunctie,7985,in gebruik
345010002035312,industriefunctie,8062,in gebruik
345010002035312,industriefunctie,16824,in gebruik (niet ingemeten)
345010002035312,industriefunctie,16824,in gebruik
345010002035312,industriefunctie,16960,in gebruik (niet ingemeten)
345010002035312,industriefunctie,16960,in gebruik
345010002037452,woonfunctie,343,in gebruik
345010002037452,woonfunctie,343,in gebruik
345010002037452,woonfunctie,343,in gebruik
345010002043332,woonfunctie,310,in gebruik
345010002043332,woonfunctie,350,in gebruik
345010002046618,industriefunctie,3929,in gebruik
345010002046760,industriefunctie,372,in gebruik
345010002046760,industriefunctie,272,in gebruik (niet ingemeten)
345010002046760,industriefunctie,227,in gebruik
345010002046760,woonfunctie,266,in gebruik
345010002053080,industriefunctie,2669,in gebruik
345010002067948,industriefunctie,5101,in gebruik
345010002068152,woonfunctie,168,in gebruik
345010002078090,industriefunctie,2329,in gebruik
345010002078090,industriefunctie,2215,in gebruik
345010002078294,woonfunctie,280,in gebruik
345010002078294,woonfunctie,260,in gebruik
345010002078294,woonfunctie,277,in gebruik
345010002080007,industriefunctie,12554,gevormd
345010002080007,industriefunctie,14168,gevormd
345010002080007,industriefunctie,14168,in gebruik
345010002086878,kantoorfunctie,176,gevormd
345010002086878,kantoorfunctie,176,in gebruik (niet ingemeten)
345010002086878,kantoorfunctie,176,in gebruik
345010002086878,kantoorfunctie,150,in gebruik
345010002087632,kantoorfunctie,728,in gebruik
351010000000133,kantoorfunctie,570,in gebruik
351010000000133,kantoorfunctie,777,in gebruik
351010000000133,kantoorfunctie,977,in gebruik (niet ingemeten)
351010000000133,kantoorfunctie,977,in gebruik (niet ingemeten)
351010000000133,kantoorfunctie,977,in gebruik (niet ingemeten)
351010000000133,kantoorfunctie,977,in gebruik
351010000004131,industriefunctie,3755,in gebruik
351010000004131,kantoorfunctie,3755,in gebruik
351010000004131,kantoorfunctie,5067,in gebruik
