kvknr,reg_date,emp_class
21000190,09-07-1921,04
21010482,22-03-1971,05
21010633,01-02-1972,04
21011855,02-10-1995,07
21011871,02-10-1995,01
21012679,02-10-1995,02
21013628,02-10-1995,05
21015066,02-10-1995,02
21015150,02-10-1995,01
21015928,02-10-1995,01
21015929,02-10-1995,02
21016522,14-11-1991,02
21016778,02-10-1995,03
21016807,02-10-1995,05
21017206,13-04-1993,05
21017377,02-10-1995,02
21018459,02-10-1995,02
21018603,19-12-1995,02
21018801,15-04-1996,02
21019179,23-01-1997,02
21020036,07-07-1998,01
21020460,26-04-1999,01
21020473,05-05-1999,01
21020532,16-06-1999,02
22011732,30-12-1954,04
22018193,14-10-1971,09
22026763,26-04-1985,07
22027255,,
22027490,05-01-1998,03
22028870,22-12-1987,02
22029395,27-06-1988,02
22031487,23-10-1990,03
22031488,23-10-1990,04
22036507,02-09-1994,02
22037521,27-04-1995,02
22037630,19-05-1995,05
22037889,21-09-1995,04
22038378,07-12-1995,02
22041268,01-12-2000,02
22043039,17-12-1998,06
22044543,27-10-1999,04
22044612,08-11-1999,03
22044966,04-01-2000,01
22044970,04-01-2000,01
22045297,11-02-2000,02
22046424,26-08-2002,06
22046450,15-08-2000,02
22046726,05-10-2000,01
22046926,,
22048262,16-05-2001,02
22049285,30-11-2001,04
22049364,21-12-2001,03
22049365,21-12-2001,03
22049490,10-10-2003,06
22050213,08-04-2002,03
22050693,01-07-2002,03
22051494,27-11-2002,06
22052139,24-02-2003,02
22052341,28-03-2003,03
22052597,13-05-2003,08
22052770,06-06-2003,05
22053432,07-04-2017,02
22054131,15-01-2004,02
22054192,21-01-2004,03
22054980,01-06-2016,03
22055250,08-06-2004,01
22055970,,
22055973,22-10-2004,02
22057800,22-04-2005,02
22058063,30-05-2005,02
22058663,05-07-2016,03
22058729,17-08-2005,02
22059218,11-01-2011,03
22059273,06-12-2011,02
22061417,05-07-2006,03
22062230,20-10-2006,03
22065153,31-08-2007,03
22065283,"ull,""emplo",02
22065312,02-10-2009,04
22065650,26-10-2007,02
22065700,12-10-2016,02
22065813,20-11-2007,01
23010049,"ull,""emplo",09
23014915,03-10-1972,08
23030135,19-02-1968,07
23031988,09-01-2019,03
23035822,24-06-1974,03
23037884,"ull,""emplo",01
23040659,19-10-1977,03
23041235,17-03-1978,01
23041922,25-09-1978,03
23043798,09-01-2009,01
23044069,11-02-1980,02
23045055,28-10-1980,02
23045284,23-12-1980,03
23045973,15-06-1981,03
23050955,19-07-1984,06
23051961,16-01-1985,03
23052413,03-04-1985,04
23052432,09-04-1985,02
23052641,14-05-1985,05
23054324,14-03-1986,06
23055420,22-10-1986,02
23056304,24-03-1987,04
23056366,02-04-1987,02
23058191,09-02-1988,04
23058245,22-02-1988,04
23058848,05-05-1988,03
23060319,27-02-2012,01
23065755,22-10-2003,02
23065756,03-05-2019,01
23065757,27-03-1991,01
23065759,27-03-1991,01
23065760,27-03-1991,04
23065762,27-03-1991,01
23066067,03-05-1991,03
23068220,03-02-1992,05
23068906,24-04-1992,03
23069238,14-01-1998,03
23069289,24-06-1992,02
23070527,30-08-2004,01
23070727,31-12-1992,03
23070905,24-10-2016,03
23072210,15-06-1993,02
23073455,21-03-2014,03
23073932,15-12-1993,01
23074529,27-01-1994,01
23074976,09-03-1994,01
23075541,16-05-1994,05
23076271,16-08-1994,01
23076524,12-09-1994,03
23076996,02-11-1994,02
23077328,06-12-1994,01
23077451,22-12-1994,03
23079562,04-07-1995,03
23080077,20-04-2001,02
23080434,19-11-1998,02
23081022,06-12-1995,03
23081288,15-03-1999,06
23082470,04-04-1996,01
23082511,10-04-1996,03
23082573,16-04-1996,04
23083281,04-07-1996,02
23083597,02-12-2008,04
23083724,21-11-2017,03
23083918,11-01-2005,04
23083928,05-01-1998,02
23084059,01-10-1996,01
23084924,18-06-2019,02
23085909,06-10-2003,01
23086034,26-03-1997,03
23086122,09-04-2002,02
23086325,18-04-1997,02
23086512,06-05-1997,03
23087367,01-08-1997,06
23087952,09-10-1997,02
23087989,24-06-1999,03
23088456,02-12-1997,03
23088457,18-08-1998,03
23089459,25-03-1998,03
23090697,08-10-1998,03
23091036,01-12-1998,04
23091289,29-12-1998,02
23091701,04-01-2017,06
23091788,23-02-1999,04
24001123,13-04-1921,10
24003741,24-05-1921,01
24007194,17-09-1921,06
24013157,18-12-1922,03
24013599,14-03-1923,03
24014643,29-09-2005,01
24015922,08-01-2016,09
24016911,08-09-1924,09
24024142,30-07-1926,06
24027598,19-10-1927,01
24044663,05-07-1934,08
24046279,04-04-1935,04
24050401,18-03-1937,04
24052182,20-01-1938,01
24052990,12-05-1938,05
24055350,13-09-1999,01
24064442,29-03-2005,03
24069420,08-01-1946,01
24069421,06-09-2018,05
24069423,08-01-1946,08
24070707,22-08-1946,03
24071197,28-12-2011,03
24071357,21-12-1946,04
24073651,02-02-1948,08
24074408,13-09-1999,02
24075097,28-10-1948,06
24075884,17-03-1949,07
24076212,"ull,""emplo",07
24076637,27-08-1949,03
24082933,08-01-1953,06
24083355,15-04-1953,05
24084687,30-12-1953,01
24085584,26-06-1954,06
24085918,08-09-1954,06
24086437,13-12-1954,07
24089620,12-07-1955,06
24091018,03-02-1956,04
24091079,16-02-1956,06
24092547,06-11-1956,05
24095436,08-05-1958,04
24096826,22-02-2005,06
24097333,27-07-1959,05
24097784,30-10-1959,02
24099353,14-05-1992,02
24099628,05-11-1960,11
24100248,07-03-1961,02
24100425,10-04-1961,04
24101536,27-12-2007,01
24102651,11-05-1998,04
24103243,25-01-1963,03
24103800,20-05-1963,04
24104950,24-01-1964,01
24105860,"ull,""emplo",05
24106055,03-01-1989,04
24109356,"ull,""emplo",07
24109658,"ull,""emplo",07
24109799,28-02-1967,09
24110822,"ull,""emplo",05
24111393,"ull,""emplo",08
24111794,"ull,""emplo",03
24113541,"ull,""emplo",02
24113559,"ull,""emplo",06
24113734,12-09-1969,03
24113981,"ull,""emplo",06
24114906,01-05-1970,01
24116012,02-12-1970,06
24116891,31-01-2018,10
24117246,04-03-1998,05
24117679,27-10-1971,06
24117944,24-12-1971,06
24118586,17-04-1972,03
24119281,29-08-1972,03
24119834,22-11-1972,01
24121109,05-07-1973,01
24122073,11-12-1973,06
24122404,23-01-1974,03
24122918,23-04-1974,03
24123307,25-06-1974,05
24123686,"ull,""emplo",06
24123898,04-10-1974,03
24125111,04-04-1975,04
24125301,,
24125684,14-04-2003,01
24125796,29-07-1975,01
24126021,29-08-1975,04
24126249,13-01-1998,02
24126722,20-11-2012,03
24126731,15-12-1975,02
24127039,29-01-1976,05
24127198,23-02-1976,03
24127248,02-03-1976,01
24127846,"ull,""emplo",03
24128276,03-09-1999,02
24128342,18-08-1976,06
24128624,29-09-1976,05
24129327,18-07-1985,02
24129395,25-01-1977,01
24130509,05-07-1977,06
24131556,10-08-1994,03
24132841,24-04-1978,05
24133000,18-05-1978,04
24133799,25-07-2005,02
24134046,10-05-2012,05
24134368,22-11-1978,01
24134705,05-01-1979,01
24134746,10-01-1979,06
24134906,03-12-1997,04
24135293,16-03-1979,04
24135625,25-04-1979,01
24135661,06-07-1979,01
24136755,03-10-1979,03
24137366,11-12-1979,05
24137812,19-12-1975,09
24138049,03-03-1980,03
24138180,14-03-1980,03
24138232,20-03-1980,04
24138503,22-04-1980,02
24139020,03-07-1980,01
24139123,16-07-1980,09
24139261,06-08-1980,01
24139266,12-06-1980,04
24139487,01-09-1980,06
24139728,01-02-2019,03
24139731,01-10-1980,01
24140090,05-11-1980,03
24140512,05-02-1973,03
24140513,07-04-1975,03
24140845,06-07-1999,04
24141109,06-03-1981,04
24141443,09-04-1981,02
24141517,22-04-1981,01
24142152,08-07-1981,09
24142711,10-09-1981,01
24143063,15-10-1981,01
24143206,10-01-2008,01
24143674,17-12-1981,04
24144096,22-01-1982,01
24144298,09-02-1982,06
24144616,10-03-1982,04
24144703,07-04-2017,05
24144907,13-04-1982,05
24144991,20-04-1982,03
24145020,10-08-1983,02
24145225,10-05-1982,04
24145269,14-05-1982,06
24145582,18-06-1982,05
24145583,18-06-1982,01
24146009,13-08-1982,02
24147073,07-12-1982,06
24147310,30-12-1982,02
24147705,02-02-1983,03
24148092,15-03-1983,06
24148132,18-03-1983,03
24148490,19-04-1983,06
24149257,15-07-1983,04
24149355,22-06-2015,01
24149943,27-09-1983,03
24151274,03-12-1997,05
24151329,23-01-1984,03
24151354,22-09-2015,02
24151434,06-01-1986,01
24151995,22-03-1984,03
24152053,17-03-1984,01
24152181,06-04-1984,04
24152774,03-06-2010,02
24152907,20-06-1984,04
24153011,29-06-1984,03
24153252,20-07-1984,05
24154050,10-10-1984,08
24154066,11-10-1984,03
24154786,12-12-1984,04
24154843,04-11-2009,03
24154937,24-12-1984,03
24155133,11-01-1985,03
24155377,30-01-1985,04
24155453,06-02-1985,02
24156344,17-04-1985,01
24157284,09-07-1985,01
24157291,11-07-1985,04
24157604,15-08-1985,01
24157614,01-07-2019,06
24157836,10-09-1985,01
24157910,13-09-1985,04
24158599,18-11-1985,01
24158925,23-12-1985,05
24159043,27-12-1985,05
24159113,02-01-1986,02
24159522,28-01-1986,07
24159567,30-01-1986,06
24159569,30-01-1986,04
24160384,16-04-1986,05
24160618,09-05-1986,01
24160619,09-05-1986,07
24160640,10-09-1998,02
24160776,27-05-1986,03
24160905,09-06-1986,03
24161472,06-08-1986,04
24161749,01-09-1986,06
24161910,11-10-2000,05
24162643,13-11-1986,03
24162645,19-10-1998,03
24162852,28-11-1986,03
24163090,18-12-1986,05
24163134,22-12-1986,03
24163181,24-12-1986,02
24163544,22-01-1987,01
24163595,27-01-1987,06
24163746,06-12-2011,03
24164038,04-03-1987,05
24164412,03-04-1987,01
24164662,27-04-1987,04
24164775,26-07-2007,02
24165164,,
24165819,"ull,""emplo",03
24165934,31-07-1987,04
24166933,18-06-2018,04
24167117,18-11-1987,04
24167147,19-11-1987,06
24167287,02-12-1987,03
24167452,15-12-1987,04
24167719,30-12-1987,09
24168165,26-01-1988,05
24168324,26-05-2011,01
24168525,15-02-1988,03
24168570,01-04-2008,12
24168828,07-03-1988,05
24168849,08-03-1988,06
24169202,29-03-1988,03
24169374,08-04-1988,03
24169763,06-05-1988,04
24169983,26-05-1988,02
24170187,07-06-1988,06
24170506,07-08-2018,03
24171481,12-09-1988,03
24171890,19-04-2016,01
24172004,13-10-1988,02
24172596,09-12-2010,06
24173071,23-12-1988,05
24173617,20-01-1989,02
24174512,07-03-1989,02
24174837,28-03-1989,05
24174865,28-03-1989,05
24175273,18-04-1989,01
24175350,21-04-1989,07
24176585,07-07-1989,03
24176887,27-07-1989,04
24177985,15-12-2015,01
24178515,31-10-1989,03
24178612,03-11-1989,01
24178658,02-03-2015,01
24179460,27-12-1989,05
24179835,05-01-1990,06
24179956,10-01-1990,01
24180036,05-04-2006,01
24180616,12-02-1990,05
24181021,05-03-1990,04
24181520,26-03-1990,02
24182209,01-05-1990,03
24182264,02-05-1990,01
24182504,08-10-2015,02
24182825,05-06-1990,03
24182866,07-06-1990,06
24182902,08-06-1990,03
24183208,27-06-1990,03
24183843,06-08-1990,01
24184159,27-08-1990,03
24184507,13-09-1990,04
24184575,22-12-2007,03
24184750,25-09-1990,04
24185292,25-10-1990,01
24185425,10-08-2005,03
24185561,02-06-2014,03
24185591,08-09-1994,03
24185896,24-01-2000,05
24185997,05-12-1990,01
24186087,13-12-1990,04
24186107,13-12-1990,04
24186231,24-12-1990,06
24186340,09-01-2017,04
24187225,07-02-1991,03
24187228,07-02-1991,04
24187233,07-02-1991,04
24188064,27-03-1991,03
24188356,11-04-1991,01
24188394,15-04-1991,03
24188490,18-04-1991,02
24188866,08-05-1991,02
24188924,13-05-1991,06
24189165,28-05-1991,01
24189863,04-07-1991,03
24189864,04-07-1991,04
24189865,03-07-1991,04
24189935,08-07-1991,03
24190535,13-08-1991,02
24190544,12-08-1991,04
24191760,16-10-1991,03
24191822,18-10-1991,06
24192981,19-12-1991,01
24193290,02-01-1992,12
24193870,23-01-1992,02
24194272,22-12-2007,03
24194489,09-10-1998,03
24194505,21-02-1992,06
24194517,18-02-1992,01
24194594,25-02-1992,02
24194636,28-02-1992,03
24195082,09-01-2017,02
24195259,24-03-1992,04
24195339,30-03-1992,03
24195580,08-04-1992,05
24195751,16-04-1992,05
24195766,16-04-1992,04
24195840,25-01-2018,03
24195905,24-04-1992,02
24196023,04-05-1992,02
24196116,15-05-2014,03
24197027,29-06-1992,05
24197158,03-07-1992,03
24197430,16-07-1992,03
24197478,11-12-2000,02
24197791,04-08-1992,03
24197851,10-08-1992,01
24198087,25-08-1992,04
24198195,28-08-1992,02
24198471,10-09-1992,06
24198708,18-09-1992,05
24198717,21-09-1992,04
24198743,14-05-2007,06
24199068,06-10-1992,05
24199270,19-10-1992,05
24199540,23-06-2003,01
24199545,29-10-1992,05
24199898,12-11-1992,05
24200362,18-05-1921,01
24210199,01-09-1954,02
24210467,20-04-1955,06
24211002,08-03-1956,05
24211433,13-09-1956,04
24217800,23-02-1970,05
24218463,04-01-2012,06
24219752,04-01-2016,02
24219864,14-02-1973,02
24221180,02-01-1975,04
24222748,04-01-1977,07
24222915,09-03-1977,03
24224057,30-06-1978,04
24224646,06-02-1979,02
24225226,17-09-1979,03
24225469,12-12-1979,01
24225479,18-12-1979,06
24226722,17-03-1981,12
24226736,15-01-2007,03
24228611,27-01-1983,04
24228686,18-02-1983,04
24228749,07-03-1983,05
24230512,27-09-1984,03
24230652,04-07-2000,02
24230834,14-01-1985,03
24230930,08-02-1985,08
24232440,,
24232781,16-07-1986,04
24233151,04-11-1986,06
24233426,19-01-1987,04
24234952,07-12-1992,08
24235119,16-12-1992,03
24235495,,
24235552,31-12-1992,01
24236070,20-01-1993,01
24236669,16-02-1993,04
24236856,24-02-1993,04
24236986,03-03-1993,02
24237015,28-06-1995,07
24237016,12-07-1995,07
24237174,10-03-1993,01
24237190,10-03-1993,04
24237412,19-03-1993,01
24237525,26-03-1993,03
24237526,26-03-1993,09
24238179,22-04-1993,04
24238371,03-05-1993,02
24238756,19-05-1993,04
24239208,23-04-2009,02
24239266,18-06-1993,05
24240077,06-06-2014,01
24240488,05-06-2014,03
24240508,25-08-1993,03
24240698,12-01-2016,03
24241410,30-09-1993,03
24241832,19-10-1993,04
24241947,21-10-1993,04
24242049,01-11-1993,03
24242062,28-10-1993,02
24242172,11-05-1994,02
24242849,25-11-1993,05
24243019,02-12-1993,03
24243573,29-12-1993,04
24243591,30-12-1993,04
24243860,31-12-1993,03
24244045,02-03-1999,04
24244274,19-01-1994,06
24244295,11-01-1994,05
24244718,19-01-1994,04
24244805,19-01-1994,02
24245602,18-02-1994,05
24245647,18-02-1994,04
24246795,07-04-1994,07
24247367,28-04-1994,04
24247391,02-05-1994,01
24247392,02-05-1994,02
24247463,04-05-1994,05
24247827,19-05-1994,05
24248008,31-05-1994,05
24248019,26-05-1994,04
24248228,07-06-1994,04
24248384,13-06-1994,05
24248495,17-06-1994,04
24248947,07-07-1994,02
24248963,24-01-2000,04
24249003,12-07-1994,01
24249369,27-07-1994,06
24249581,26-02-1997,04
24250272,07-09-1994,01
24250414,14-09-1994,04
24250459,19-09-1994,04
24250545,19-10-1999,04
24250560,22-09-1994,01
24251345,26-10-1994,03
24251379,26-10-1994,04
24252173,03-01-1995,01
24252333,05-12-1994,05
24252654,21-12-1994,06
24252878,20-12-2018,01
24253002,05-01-2017,02
24253136,20-03-2015,01
24253217,06-01-1995,06
24253260,09-01-1995,02
24253409,17-01-1995,02
24253629,23-01-1995,01
24254878,13-03-1995,03
24254980,13-06-2005,02
24255225,27-03-1995,03
24255293,04-04-1995,05
24255421,05-04-1995,05
24255461,05-04-1995,01
24256004,01-05-1995,03
24256500,29-05-1995,05
24256755,30-05-1995,02
24256782,31-05-1995,03
24256864,02-06-1995,03
24256909,05-03-1998,04
24257541,07-07-1995,01
24257615,12-07-1995,06
24257687,12-07-1995,03
24257688,13-07-1995,01
24257689,12-07-1995,05
24258034,26-07-1995,05
24258733,30-08-1995,01
24258959,04-09-1995,01
24259484,25-09-1995,05
24260079,16-10-1995,02
24260347,31-10-1995,05
24260467,31-10-1995,05
24260583,10-11-1995,04
24260679,,
24260795,13-11-1995,02
24261420,07-12-1995,01
24261421,07-12-1995,01
24261422,07-12-1995,01
24261816,27-12-1995,05
24262057,02-01-1996,01
24262058,02-01-1996,01
24262272,08-01-1996,06
24262280,09-01-1996,04
24262281,09-01-1996,04
24262349,10-01-1996,06
24262835,29-01-1996,04
24263095,07-02-1996,05
24263175,12-02-1996,02
24263209,15-02-1996,07
24264008,12-03-1996,06
24264040,13-03-1996,04
24264133,15-03-1996,04
24264196,20-03-1996,04
24265132,23-04-1996,02
24265250,24-04-1996,07
24265415,01-05-1996,02
24266209,07-06-1996,02
24266351,13-01-2012,06
24266491,21-06-1996,02
24266737,01-07-1996,02
24266952,09-07-1996,07
24267792,07-04-2017,02
24268081,29-08-1996,01
24268608,30-01-2015,04
24268723,24-09-1996,03
24268961,03-10-1996,04
24269009,21-09-2018,05
24269209,14-10-1996,04
24269210,10-10-1996,01
24270012,12-11-1996,05
24270109,23-01-2003,02
24270309,02-07-1997,03
24270398,13-06-2019,02
24270426,29-11-1996,01
24271021,,
24271273,03-01-1997,03
24271554,10-01-1997,01
24271585,09-01-1997,04
24271782,08-04-1998,01
24271992,01-02-2005,05
24273192,09-06-1997,02
24273197,27-06-1997,04
24273525,17-03-1997,04
24274830,01-05-1997,02
24275682,07-04-2017,03
24275820,07-05-2004,03
24275941,20-06-1997,04
24276019,14-06-2017,04
24276386,07-07-1997,05
24276387,07-07-1997,06
24276503,11-07-1997,09
24276591,26-03-2009,02
24276622,17-07-1997,04
24277032,05-08-1997,03
24277428,26-08-1997,04
24277576,21-11-2008,01
24277939,08-02-2019,02
24277978,31-10-1997,05
24278173,18-09-1997,06
24278185,,
24278268,13-11-1997,01
24278695,22-12-2007,03
24279456,13-11-1997,02
24279998,18-11-1997,01
24280207,25-11-1997,06
24280210,25-11-1997,01
24280211,25-11-1997,04
24280441,31-10-2002,01
24280568,09-12-1997,01
24280727,,
24280812,19-12-1997,01
24280912,24-12-1997,03
24281186,31-12-1997,04
24281333,06-01-1998,06
24281810,21-01-1998,03
24281871,23-01-1998,04
24282462,17-02-1998,03
24282814,02-03-1998,03
24283031,03-02-1999,04
24283086,08-12-2009,02
24283162,17-03-1998,01
24283467,27-03-1998,06
24283522,05-05-2014,01
24283564,31-03-1998,01
24283606,01-04-1998,06
24283846,08-04-1998,02
24283847,08-04-1998,02
24283911,09-04-1998,01
24283923,09-04-1998,03
24284238,24-04-1998,02
24284466,07-05-1998,03
24284616,14-05-1998,01
24285253,12-06-1998,02
24285462,24-06-1998,03
24285739,06-07-1998,03
24285751,07-07-1998,03
24285975,16-07-1998,02
24285985,16-07-1998,01
24287135,08-07-2003,03
24287372,28-09-1998,04
24287526,"ull,""emplo",01
24287637,07-10-1998,01
24287716,12-10-1998,05
24288127,,
24288230,03-11-1998,03
24288669,24-11-1998,04
24288681,24-11-1998,04
24288688,16-09-2008,01
24288708,25-11-1998,02
24289428,28-12-1998,02
24289431,28-12-1998,01
24289593,04-01-1999,01
24289736,07-01-1999,04
24290025,19-05-1999,06
24290645,08-02-1999,01
24290674,09-02-1999,03
24290729,10-02-1999,04
24290971,29-03-2017,02
24292448,13-04-1999,03
24292715,22-11-2001,03
24294179,30-06-1999,04
24294771,22-07-1999,03
24294899,04-01-2016,01
24294906,29-07-1999,01
24295678,03-09-1999,01
24295951,14-09-1999,04
24296673,12-04-2001,01
24296682,14-10-1999,03
24297074,29-10-1999,02
24297076,29-10-1999,06
24297510,10-11-1999,01
24298256,02-12-1999,01
24298281,21-08-2006,02
24299540,19-01-2016,01
24299693,10-06-2003,04
24300911,28-01-2000,01
24301095,02-02-2000,02
24301743,18-02-2000,01
24302050,24-02-2000,01
24303334,27-03-2000,01
24305402,12-05-2000,05
24305493,16-05-2000,01
24305597,18-05-2000,06
24306027,29-05-2000,03
24307811,11-07-2000,01
24309143,,
24309381,24-08-2000,04
24309991,09-06-2000,04
24310284,14-09-2000,03
24310558,22-09-2000,07
24311539,16-10-2000,02
24312522,09-11-2000,01
24312985,22-11-2000,01
24313925,19-12-2000,03
24314371,27-12-2000,06
24314785,03-01-2001,03
24315271,10-01-2001,03
24316375,08-11-2005,03
24316385,29-01-2001,04
24316610,01-02-2001,01
24316613,01-02-2001,06
24318106,07-03-2001,03
24318238,09-03-2001,01
24318725,21-03-2001,02
24319079,28-03-2001,03
24319717,21-11-2001,01
24319943,20-10-2014,05
24319965,21-12-2009,02
24320025,13-04-2001,02
24320410,26-04-2001,02
24320847,08-05-2001,04
24320848,08-05-2001,05
24321159,17-05-2001,04
24321663,29-05-2001,03
24322065,23-10-2002,01
24322579,19-06-2001,03
24322742,25-06-2001,03
24322906,27-06-2001,03
24323664,18-07-2001,01
24323948,25-07-2001,01
24324678,20-08-2001,04
24325629,14-09-2001,02
24325946,25-09-2001,04
24326047,26-09-2001,01
24326444,05-10-2001,01
24327052,24-10-2001,02
24327120,25-10-2001,03
24327730,13-11-2001,03
24327960,22-12-2007,02
24328090,23-11-2001,12
24328092,23-11-2001,01
24328152,26-11-2001,04
24328270,28-11-2001,04
24328713,12-12-2001,04
24329000,09-01-2018,03
24329336,31-12-2001,04
24329631,04-01-2002,04
24330184,15-03-2002,02
24330251,14-01-2002,03
24330433,16-01-2002,05
24330542,21-01-2002,02
24331179,01-02-2002,01
24331240,04-02-2002,03
24331531,05-07-2011,01
24332031,21-02-2002,03
24333331,21-06-2010,04
24334269,19-04-2002,01
24335087,14-05-2002,03
24335516,28-05-2002,01
24335571,27-05-2002,05
24335740,22-09-2005,05
24335965,11-11-2013,04
24336156,11-06-2002,04
24336371,18-06-2002,02
24336671,26-06-2002,04
24336974,04-07-2002,03
24337298,12-07-2002,02
24337837,31-07-2002,02
24338021,05-08-2002,06
24338713,28-08-2002,02
24338945,28-12-2007,03
24339015,04-09-2002,03
24339718,24-09-2002,04
24340399,14-10-2002,01
24340458,15-10-2002,01
24340523,17-10-2002,04
24340648,22-10-2002,06
24341047,01-11-2002,03
24341180,06-11-2002,02
24341205,06-11-2002,04
24341731,22-11-2002,01
24341759,25-11-2002,02
24342595,18-12-2002,08
24342654,19-12-2002,04
24342972,31-12-2002,06
24342992,28-07-2016,01
24343182,03-01-2003,02
24343211,23-05-2016,03
24343483,07-01-2003,01
24344301,24-01-2003,03
24345544,06-10-2005,04
24345580,26-02-2003,01
24345763,03-03-2003,02
24345830,04-03-2003,01
24346309,17-03-2003,02
24346605,25-04-2003,03
24347536,06-08-2008,04
24347586,18-04-2003,02
24347733,24-04-2003,02
24348157,23-06-2010,02
24348496,19-05-2003,01
24348837,30-05-2003,01
24348838,30-05-2003,01
24348916,02-06-2003,02
24349202,10-06-2003,03
24349338,12-06-2003,05
24349777,06-05-2005,01
24349884,27-06-2003,05
24350600,17-07-2003,04
24351088,01-08-2003,01
24351092,01-08-2003,01
24351453,15-08-2003,01
24351461,18-08-2003,02
24351698,08-11-2006,05
24352052,03-09-2003,02
24352130,04-09-2003,02
24352527,18-05-2005,02
24352603,28-08-2007,01
24352606,11-11-2013,01
24353219,03-10-2003,02
24353324,07-10-2003,04
24354019,04-05-2005,03
24354384,05-11-2003,01
24355040,24-11-2003,01
24355066,25-11-2003,04
24355288,16-07-2009,06
24355457,05-12-2003,05
24355853,18-12-2003,06
24356016,04-03-2005,01
24356296,29-12-2003,03
24356866,07-01-2004,04
24357189,25-10-2011,03
24358082,03-02-2004,05
24358385,11-02-2004,05
24358937,25-02-2004,02
24359079,27-02-2004,05
24359235,03-03-2004,01
24360858,09-04-2004,02
24361945,10-05-2004,02
24362777,02-06-2004,02
24363059,07-06-2004,01
24363230,11-06-2004,07
24364358,09-07-2004,02
24364565,15-07-2004,07
24364619,16-07-2004,02
24365203,03-08-2004,02
24365454,29-12-2014,03
24365689,17-08-2004,01
24366073,17-03-2016,03
24366191,30-08-2004,06
24366424,03-09-2004,05
24367259,23-09-2004,02
24367330,27-09-2004,04
24367580,01-10-2004,02
24367730,06-10-2004,01
24368573,27-10-2004,02
24369032,09-11-2004,03
24370008,06-12-2004,05
24370543,27-12-2004,02
24371064,28-12-2004,01
24371246,30-12-2004,03
24371818,06-01-2005,05
24371841,25-07-2007,03
24372426,18-01-2005,04
24372434,18-01-2005,02
24373107,31-01-2005,04
24373433,04-02-2005,01
24373531,08-02-2005,02
24373766,21-08-2017,01
24373844,15-02-2005,02
24374237,23-02-2005,03
24374307,24-02-2005,02
24374564,02-03-2005,08
24374662,03-03-2005,03
24374800,29-06-2010,02
24376886,04-01-2017,01
24376923,15-12-2008,02
24377203,02-06-2014,03
24377262,28-04-2005,01
24377390,03-05-2005,02
24377527,06-05-2005,04
24378009,20-05-2005,05
24379145,27-12-2007,01
24379424,20-06-2005,04
24379533,"ull,""emplo",04
24379755,27-06-2005,05
24380550,14-07-2005,01
24380857,21-07-2005,07
24381582,10-08-2005,02
24381622,11-08-2005,06
24382010,27-01-2011,02
24382450,30-08-2005,02
24382729,09-12-2013,03
24382805,04-01-2019,01
24382817,08-09-2005,03
24383188,16-09-2005,04
24383278,,
24383480,26-09-2005,02
24384039,06-10-2005,01
24384183,10-10-2005,05
24384198,10-10-2005,02
24384416,13-10-2005,03
24384723,21-10-2005,01
24385661,10-11-2005,01
24385877,15-11-2005,05
24385996,21-10-2019,01
24387191,27-12-2005,02
24387589,23-12-2005,02
24387815,28-12-2005,02
24388039,30-12-2005,04
24388207,02-01-2006,01
24388741,22-12-2007,02
24388788,29-03-2017,03
24388954,11-01-2006,02
24389111,13-01-2006,02
24389158,05-02-2013,02
24390209,01-02-2006,03
24390249,01-02-2006,01
24390303,,
24390430,06-02-2006,01
24390767,10-02-2006,07
24390824,13-02-2006,04
24390991,15-02-2006,07
24391070,16-02-2006,01
24391079,16-02-2006,01
24391310,21-02-2006,02
24391895,03-03-2006,02
24392790,14-10-2009,01
24393100,27-03-2006,06
24393106,03-01-2008,01
24393282,30-03-2006,05
24393286,30-03-2006,03
24393487,11-02-2019,03
24393986,12-04-2006,01
24394007,03-07-2018,01
24394236,19-04-2006,02
24394452,24-04-2006,02
24394790,08-02-2011,02
24394950,03-05-2006,01
24394973,04-05-2006,02
24395063,10-06-2008,02
24396101,31-05-2006,01
24396575,07-06-2006,01
24397038,16-06-2006,04
24397280,22-06-2006,03
24397563,28-06-2006,04
24397629,29-06-2006,01
24398088,13-12-2016,03
24398461,18-07-2006,02
24398650,24-07-2006,02
24400250,28-08-2006,02
24400476,11-07-2017,02
24401008,12-09-2006,01
24401363,19-09-2006,02
24401929,28-09-2006,03
24402145,02-10-2006,01
24402421,05-10-2006,02
24402883,16-10-2006,01
24403812,02-11-2006,01
24403911,06-11-2006,05
24404006,07-11-2006,01
24404713,23-11-2006,03
24404823,27-11-2006,01
24404892,28-11-2006,02
24405282,06-12-2006,02
24405486,11-12-2006,01
24405504,12-12-2006,01
24405531,12-12-2006,01
24405597,12-12-2006,01
24405660,13-12-2006,03
24405663,13-12-2006,04
24406992,03-01-2007,03
24407645,09-01-2007,01
24407867,09-07-2018,03
24408411,22-01-2007,01
24408560,13-01-2017,03
24409777,13-02-2007,02
24409873,21-08-2014,02
24410032,16-02-2007,01
24410087,19-02-2007,05
24410164,19-02-2007,01
24410520,26-02-2007,02
24410721,28-02-2007,03
24410799,01-03-2007,02
24411166,07-03-2007,02
24412082,22-03-2007,01
24412844,03-04-2007,03
24412958,05-04-2007,01
24413621,04-06-2018,02
24414604,09-05-2007,02
24414889,15-05-2007,04
24416196,07-06-2007,04
24416201,07-06-2007,04
24416352,11-06-2007,01
24416592,14-06-2007,01
24417438,29-06-2007,02
