kvknr,reg_date,emp_class
24417635,03-07-2007,03
24417636,03-07-2007,04
24418316,13-07-2007,02
24418443,17-07-2007,01
24418650,20-07-2007,03
24418697,23-07-2007,02
24418883,25-07-2007,05
24419076,30-07-2007,02
24419837,16-08-2007,03
24420197,24-08-2007,03
24420413,02-09-2019,01
24420583,18-06-2015,03
24420585,30-08-2007,03
24420789,04-09-2007,04
24420909,06-09-2007,03
24421111,10-09-2007,04
24421916,25-09-2007,03
24422648,08-10-2007,02
24422983,15-10-2007,01
24423380,23-10-2007,01
24423529,25-10-2007,02
24423631,26-10-2007,01
24423964,11-11-2015,01
24424182,06-08-2008,01
24424255,08-11-2007,01
24424358,09-11-2007,01
24424363,09-11-2007,01
24424543,13-11-2007,01
24424695,19-11-2007,02
24425001,23-11-2007,02
24425186,28-11-2007,02
24425409,03-12-2007,01
24425457,03-12-2007,02
24425542,09-01-2009,01
24426036,27-12-2007,02
24426276,14-12-2007,01
24426842,24-12-2007,02
24426984,27-12-2007,02
24427114,28-12-2007,02
24428167,09-01-2008,01
24428290,27-11-2017,02
24428846,17-01-2008,03
24429005,21-01-2008,02
24429128,22-01-2008,03
24429570,29-01-2008,04
24429939,19-07-2012,02
24430293,08-02-2008,03
24430471,12-02-2008,03
24431375,26-02-2008,03
24431708,03-03-2008,02
24431876,04-03-2008,01
24433307,17-05-2011,05
24433888,08-04-2008,05
24433902,08-04-2008,03
24435099,29-04-2008,02
24435682,13-05-2008,02
24435857,16-05-2008,04
24436112,02-08-2019,02
24436167,22-05-2008,03
24436532,28-05-2008,02
24437029,05-06-2008,05
24437112,06-06-2008,03
24437283,09-06-2008,02
24437413,10-06-2008,03
24437726,16-06-2008,03
24437828,17-06-2008,03
24437933,18-06-2008,06
24438053,20-06-2008,03
24438112,23-06-2008,01
24438119,23-06-2008,01
24438214,24-06-2008,02
24438228,24-06-2008,01
24438233,24-06-2008,02
24438393,26-06-2008,01
24438412,26-06-2008,02
24438458,26-06-2008,01
24438773,30-09-2008,03
24438808,03-07-2008,02
24438869,04-07-2008,02
24439078,08-07-2008,05
24439584,15-07-2008,02
24440245,25-07-2008,03
24440350,26-08-2013,02
24440439,30-07-2008,02
24440450,30-07-2008,02
24440563,02-10-2008,04
24441410,18-08-2008,03
24442016,27-07-2012,01
24442863,11-09-2008,03
24443058,16-09-2008,03
24443615,01-01-2009,03
24443879,29-09-2008,01
24444020,30-09-2008,05
24445208,20-10-2008,02
24445976,03-11-2008,02
24446165,05-11-2008,05
24446255,06-11-2008,02
24446755,14-11-2008,02
24446962,18-11-2008,03
24447174,21-11-2008,01
24447677,02-12-2008,03
24448637,18-12-2008,04
24448786,22-12-2008,02
24449854,13-07-2018,02
24449889,06-01-2009,03
24450864,14-01-2009,01
24450871,14-01-2009,01
24451893,26-01-2009,02
24451974,26-01-2009,02
24453987,18-02-2009,01
24454527,26-02-2009,01
24455203,05-03-2009,02
24456500,07-04-2017,01
24457175,03-04-2019,01
24457418,04-06-2018,01
24457789,08-04-2009,05
24457880,09-04-2009,04
24459157,27-04-2009,01
24463470,15-06-2009,03
24463671,16-06-2009,02
24463724,17-06-2009,02
24464708,07-08-2019,02
24466528,16-03-2011,03
24466649,15-07-2009,01
24467512,27-07-2009,02
24468854,10-04-2014,01
24469013,18-08-2009,01
24469688,27-08-2009,02
24471698,23-09-2009,03
24471703,23-09-2009,01
24473875,12-03-2013,02
24474310,21-09-2012,01
24474983,28-10-2009,01
24478104,30-11-2009,02
24478896,08-12-2009,04
24479617,16-12-2009,04
24479694,16-12-2009,01
24479985,21-12-2009,02
24480321,23-12-2009,08
24482217,08-01-2010,03
24482658,12-01-2010,02
24482702,13-01-2010,01
24483390,19-01-2010,01
24484404,01-05-2014,02
24486047,10-02-2010,03
24486211,12-02-2010,02
24486455,15-02-2010,01
24486925,18-02-2010,03
24487412,23-02-2010,02
24487623,,
24488222,11-11-2015,01
24488233,11-11-2015,01
24488277,01-03-2010,01
24488811,05-03-2010,02
24489720,16-03-2010,03
24489740,16-03-2010,01
24490465,22-03-2010,03
24491044,26-03-2010,01
24491218,29-03-2010,04
24491421,31-03-2010,02
24493274,19-04-2010,02
24494249,27-04-2010,01
27015677,"ull,""emplo",02
27033698,"ull,""emplo",03
27065667,27-02-2012,07
27088640,"ull,""emplo",02
27090348,15-03-1977,01
27091987,31-08-1977,02
27100160,06-02-1981,03
27101440,03-03-1986,04
27105645,17-03-1983,03
27111677,27-02-2012,04
27115375,03-04-2018,02
27126743,06-07-1989,03
27131577,01-10-2001,03
27137371,04-01-2002,01
27140362,11-04-2018,04
27143933,17-05-1993,02
27150974,05-10-1994,02
27150978,05-10-1994,01
27153722,12-04-1995,02
27154047,11-05-1998,03
27154286,29-05-1995,03
27154740,18-01-2001,02
27159517,07-12-2004,03
27160424,11-07-1996,01
27165965,16-02-2005,02
27166611,19-08-1997,01
27167716,29-10-1997,03
27171557,01-05-2007,03
27171747,25-03-2016,06
27173010,26-06-1998,08
27173304,13-07-1998,02
27175568,28-01-1999,05
27176144,10-12-1998,01
27176543,28-12-1998,03
27177852,10-06-1999,04
27179064,28-03-2017,03
27188077,06-05-2002,06
27189972,19-06-2000,03
27194457,24-07-2001,01
27199020,21-05-2002,03
27213445,13-01-2012,03
27215744,04-12-1974,01
27218377,10-04-1978,06
27219728,11-01-2016,03
27224443,04-03-2010,05
27225765,16-01-1987,03
27226116,01-03-2006,04
27229465,05-01-2007,02
27232499,18-08-1993,04
27234438,19-02-1993,02
27234904,11-02-1998,05
27235867,27-12-1993,03
27238949,17-10-1995,01
27240082,28-05-1996,02
27240498,29-08-1996,03
27240797,11-02-1998,01
27242882,05-07-2001,05
27243573,03-08-2001,03
27247519,15-01-2002,02
27247885,04-02-2002,03
27252293,01-08-2002,02
27252589,19-08-2002,02
27255835,06-01-2003,02
27255928,10-01-2003,01
27256297,20-01-2003,02
27259568,12-06-2003,06
27259635,16-06-2003,08
27262257,20-10-2003,03
27263379,15-12-2003,05
27263954,02-01-2004,06
27264147,01-04-2009,03
27265442,27-02-2004,01
27268138,03-07-2006,01
27268545,05-07-2004,02
27268941,21-07-2004,02
27270049,07-09-2004,07
27270288,16-09-2004,01
27270321,09-02-2011,01
27274450,04-02-2005,01
27275295,04-03-2005,02
27277139,14-09-2007,03
27277749,31-05-2005,05
27277766,,
27279344,27-07-2005,02
27279811,16-08-2005,01
27282494,21-05-2013,01
27282773,05-12-2005,01
27283625,30-12-2005,01
27287491,,
27288338,16-05-2006,02
27289414,19-06-2006,01
27291250,24-08-2006,01
27291251,24-08-2006,01
27293651,10-11-2006,02
27297217,09-02-2007,02
27298077,22-02-2011,02
27299070,28-03-2007,03
27300218,26-04-2007,04
27301593,04-06-2007,01
27304059,07-08-2007,03
27304412,17-08-2007,02
27304484,21-08-2007,02
27306476,12-10-2007,02
27309393,27-12-2007,02
27309474,24-12-2007,02
27309670,27-12-2007,02
27310190,03-01-2008,02
27313161,06-08-2015,01
27313484,14-02-2008,02
27314559,29-02-2008,04
27315238,12-03-2008,02
27317031,14-02-2013,02
27318063,28-04-2008,02
27320543,11-06-2008,01
27321375,,
27321687,01-07-2008,05
27323494,25-02-2011,02
27328829,08-01-2009,04
27329250,05-11-2008,02
27331132,02-10-2014,01
27331651,24-02-2009,03
27332116,24-12-2008,02
27332482,30-12-2008,02
27332946,05-01-2009,02
27334367,16-01-2009,04
27335140,26-01-2009,02
27336785,12-10-2017,01
27336944,16-02-2009,02
27337771,25-02-2009,03
27337794,26-02-2009,02
27337924,27-02-2009,02
27345656,11-06-2009,01
27346178,01-10-2009,03
27346296,18-06-2009,03
27349239,,
27350911,06-06-2011,01
27351150,06-01-2015,02
27352843,08-09-2009,02
27367003,14-01-2010,02
27367156,14-01-2010,02
27367336,11-07-2013,02
27368737,11-02-2011,01
27370253,05-02-2010,02
27371411,15-02-2010,01
27379654,27-04-2010,02
27381457,20-05-2010,01
27381494,,
28003132,18-09-1973,06
28007786,02-06-1977,04
28010326,14-04-1949,06
28013835,10-06-1997,06
28016759,03-01-1996,03
28025809,01-05-1970,06
28026712,16-07-1971,05
28029312,14-11-1974,01
28031395,19-01-1977,01
28031899,04-07-1977,06
28032392,05-01-1978,06
28034692,25-02-1980,05
28037691,14-06-1982,03
28044509,10-10-1986,06
28046624,,
28047401,21-09-1995,03
28050372,24-02-2014,02
28051056,10-01-1990,06
28054609,02-04-1996,05
28055236,05-09-1991,04
28057683,30-04-2015,01
28058261,05-11-1992,06
28060908,20-07-1993,04
28061711,27-10-1993,04
28061883,11-11-1993,02
28064688,03-08-1994,01
28065952,31-12-2001,01
28066453,06-02-1995,01
28071242,14-05-1996,03
28072320,18-09-1996,04
28072919,14-11-1996,02
28073071,01-06-2001,04
28073689,17-01-1997,03
28075450,06-07-1999,04
28077729,05-11-2004,02
28080452,07-12-1998,03
28081479,03-05-2005,02
28082792,02-09-2019,03
28083732,19-11-2018,03
28084321,10-10-2011,02
28085011,11-02-2000,01
28086339,11-05-2001,05
28088762,03-01-2001,03
28089893,22-03-2001,03
28090243,17-04-2001,05
28091105,13-07-2001,02
28091951,16-10-2001,03
28092162,08-11-2001,02
28092292,23-10-2019,03
28092465,18-06-2002,03
28092815,09-01-2002,06
28093162,11-02-2002,01
28093520,15-03-2002,04
28095708,06-11-2002,05
28096656,28-01-2003,01
28097664,07-05-2003,04
28098260,20-02-2018,03
28098921,02-10-2003,02
28099053,25-02-2008,03
28099702,30-12-2003,02
28100685,17-03-2004,02
28101385,26-05-2004,06
28102406,03-09-2004,04
28104100,17-01-2005,05
28104988,27-10-2005,05
28106034,21-06-2005,04
28106825,29-08-2005,02
28108109,09-12-2005,02
28109303,01-08-2006,02
28110213,26-06-2006,02
28112441,04-10-2006,02
28112610,16-11-2006,05
28112728,24-10-2006,01
28114007,11-01-2007,03
28115142,22-03-2007,02
28117085,09-09-2015,05
28117474,18-03-2009,03
28118091,10-10-2007,02
28118360,31-10-2007,03
29004612,09-12-1935,02
29005434,16-07-1942,01
29012686,02-08-1994,01
29019884,26-09-1975,05
29025639,18-11-1982,08
29025803,09-01-2009,07
29026970,16-02-1984,01
29029625,21-02-1986,02
29029944,17-06-1986,03
29029981,27-06-1986,01
29030596,13-01-1987,06
29031994,02-04-1996,03
29036982,07-09-1999,01
29039911,15-07-1993,03
29039983,02-08-1993,02
29041140,26-11-2012,01
29041177,17-10-2018,04
29042012,09-08-1994,08
29042143,05-09-1994,03
29042380,20-10-1994,04
29042535,18-11-1994,04
29045174,17-03-2009,02
29045855,24-05-1996,04
29046290,09-07-2019,05
29048891,18-12-1997,03
29049241,25-02-1998,03
29051231,07-07-1999,05
30020640,"ull,""emplo",07
30032483,"ull,""emplo",02
30037595,"ull,""emplo",01
30042476,"ull,""emplo",04
30042981,11-11-1997,06
30047491,"ull,""emplo",03
30055045,22-12-2007,06
30055132,21-02-1977,05
30062754,10-10-1980,03
30066251,05-04-1982,07
30067966,14-12-1982,02
30068179,24-01-1983,06
30069450,20-06-1983,06
30069983,07-09-1983,03
30073291,19-10-1984,04
30076845,14-03-2014,09
30078362,06-05-1986,01
30086233,15-07-1988,01
30090141,04-01-1989,03
30090916,09-05-2011,02
30097455,24-08-1990,04
30097903,14-09-1990,02
30098546,07-06-2018,08
30108897,27-08-1992,06
30109244,18-09-1992,02
30109294,23-09-1992,04
30112610,26-03-1993,06
30112931,03-02-1999,07
30113743,04-06-1993,04
30113755,04-06-1993,07
30113803,08-06-1993,03
30114386,07-09-2017,02
30117975,11-01-1994,03
30119199,08-03-1994,03
30120653,01-06-1994,02
30121179,23-12-2002,02
30121275,08-07-1994,02
30121338,19-12-2011,01
30124575,09-07-1999,07
30124754,16-01-1995,02
30124973,27-07-2001,03
30126850,27-04-1995,02
30126893,03-05-1995,01
30127093,20-04-2006,02
30128773,16-08-1995,02
30128776,04-11-2013,07
30129518,27-09-1995,02
30129753,02-01-2007,02
30130058,18-08-2015,02
30130186,30-10-1995,03
30131146,13-12-1995,02
30131580,03-01-1996,02
30131747,17-08-2010,02
30132077,23-01-1996,01
30137249,27-08-1998,03
30141144,08-04-1997,02
30142488,04-06-1997,04
30142489,04-06-1997,04
30144914,13-10-1997,06
30145601,02-10-2006,04
30147479,11-02-1998,02
30150175,02-09-1998,02
30154965,25-02-1999,02
30157933,22-03-2006,06
30158389,20-08-1999,07
30158728,06-09-1999,02
30164253,17-04-2000,02
30167384,10-09-2009,03
30167682,11-05-2006,03
30168275,18-10-2000,03
30168695,07-11-2000,02
30168779,17-10-2018,03
30170659,22-01-2001,02
30170711,23-01-2001,02
30170866,26-01-2001,02
30171570,23-02-2001,03
30176565,26-10-2001,03
30178272,16-01-2002,03
30178419,22-01-2002,02
30179701,15-03-2002,02
30180193,08-04-2002,02
30181440,04-12-2003,01
30181673,"(w,d,s,l,i",io
30184013,28-10-2002,07
30184126,19-01-2015,02
30185737,17-10-2012,01
30185997,27-07-2007,03
30186987,23-09-2003,02
30188291,08-05-2003,03
30189482,13-12-2019,02
30191237,03-11-2003,01
30191775,12-11-2003,03
30194965,25-03-2004,03
30195588,17-07-2012,02
30195822,14-11-2016,02
30195824,14-11-2016,02
30198432,09-09-2004,04
30198942,01-10-2004,02
30201262,03-01-2005,05
30203264,11-03-2005,02
30204625,02-05-2005,02
30204977,19-05-2005,01
30205392,02-06-2005,05
30207245,22-08-2005,02
30208391,03-10-2005,02
30210613,28-12-2005,06
30213228,,
30214231,13-08-2012,01
30214855,10-05-2006,03
30217273,17-11-2006,01
30217509,15-07-2015,03
30218079,02-09-2013,02
30219257,17-10-2006,02
30219888,08-11-2006,03
30220102,17-11-2006,02
30220841,01-02-2007,03
30223365,16-02-2007,02
30223413,19-02-2007,01
30224616,03-01-2018,02
30224891,05-07-2007,05
30229037,10-08-2007,01
30234566,08-01-2008,02
30237177,25-02-2008,03
30238726,28-03-2008,02
30239258,08-04-2008,02
30239973,23-04-2008,03
30240037,24-04-2008,02
30240333,02-05-2008,02
30241614,03-06-2008,01
30242841,17-11-2011,02
30245055,08-01-2010,03
30245143,25-08-2008,02
30248090,28-10-2008,01
30250581,24-12-2008,05
30251361,05-01-2009,01
30252263,16-01-2009,02
30256632,16-11-2017,04
30266151,15-07-2009,02
30267317,06-08-2009,03
30277593,30-12-2009,06
30278173,05-01-2010,03
30279457,14-01-2010,02
30279763,18-01-2010,03
30280395,25-01-2010,02
30280610,26-01-2010,02
30281214,04-11-2016,02
30283751,02-03-2010,01
30284599,12-03-2010,03
30285185,22-03-2010,02
30287451,27-04-2010,02
30288113,12-05-2010,02
31022911,17-07-1979,06
31031608,23-05-2008,02
31032607,18-05-1989,07
31033313,16-04-2012,07
31035760,06-06-1991,03
31039448,13-01-2000,03
31045439,30-01-1996,01
31047780,30-10-2002,03
32016142,07-02-1955,02
32055055,08-09-2008,03
32056596,02-02-1994,02
32059936,02-05-1995,02
32061709,13-12-1995,05
32063442,21-01-1998,01
32065098,06-02-1997,04
32068181,02-03-1998,02
32069195,21-12-1999,02
32076880,26-04-2000,03
32078124,04-02-2000,03
32079316,11-04-2000,03
32079578,13-07-2004,04
32080937,20-06-2008,02
32081677,14-09-2000,04
32085599,17-04-2001,02
32085873,07-05-2001,01
32089022,20-12-2001,05
32090595,15-04-2004,03
32092571,31-07-2002,03
32095201,20-06-2008,03
32099248,06-11-2003,02
32099576,03-12-2003,04
32099585,03-12-2003,01
32102699,24-05-2005,06
32103610,17-08-2004,01
32103845,16-09-2019,03
32105790,28-12-2004,02
32105917,31-12-2004,01
32109417,29-06-2005,01
32110564,02-01-2012,02
32110928,"ull,""emplo",01
32111699,11-11-2005,05
32112796,,
32113347,23-01-2006,02
32113891,15-02-2006,01
32114820,30-03-2006,02
32115201,19-04-2006,03
32116054,01-04-2009,04
32118939,08-06-2017,02
32124242,15-06-2007,04
32124282,11-06-2007,02
32125327,06-08-2009,01
32126215,07-09-2017,01
32126821,23-08-2011,04
32127961,20-06-2008,01
32131095,01-02-2008,04
32131802,,
32138168,30-07-2008,02
32139203,28-08-2008,02
32141057,15-10-2008,02
32141790,13-02-2009,02
32142233,12-11-2008,02
32150720,20-04-2009,02
32150728,20-04-2009,02
32150862,21-04-2009,04
32150951,22-04-2009,04
32152382,13-05-2009,05
32156443,29-07-2009,03
32169520,09-03-2010,01
33000704,26-04-1921,05
33004934,17-06-1921,06
33009235,16-07-1921,06
33010597,26-07-1921,07
33011622,11-05-1999,01
33012594,19-09-1921,04
33020513,02-07-1924,01
33044414,08-12-1933,02
33054671,09-09-1940,05
33056881,11-12-1941,05
33060100,19-11-1943,02
33071348,29-11-1948,06
33075936,11-01-2016,01
33080032,02-12-1952,01
33082804,02-02-1954,01
33090300,06-12-1955,01
33104842,17-03-1961,06
33105285,02-05-2005,01
33112047,20-03-1964,04
33114277,06-07-2011,06
33123790,11-03-1969,06
33130510,23-09-1971,10
33131663,11-02-1972,05
33139689,18-12-2018,01
33153414,09-04-2001,02
33154732,22-12-1978,06
33165848,28-10-1981,06
33167729,31-03-1982,04
33171485,03-03-1983,05
33172598,08-06-1983,03
33177216,15-06-1984,06
33180047,11-01-1985,02
33180328,28-01-1985,06
33192938,26-03-1987,02
33194254,22-12-2007,03
33194618,16-07-1987,03
33200271,30-11-1987,02
33204429,12-07-1988,04
33207405,13-12-1988,01
33207826,02-04-1998,01
33209371,19-05-2008,04
33210299,11-04-1989,06
33211524,13-06-1989,05
33215686,05-10-2005,01
33216315,09-11-2006,04
33217944,07-03-2016,01
33221728,25-07-1990,02
33223631,24-01-2018,05
33224197,31-10-1990,01
33224204,31-10-1990,01
33225230,13-12-1990,01
33225521,27-12-1990,03
33227891,27-03-1991,02
33229609,12-06-1991,03
33229742,25-09-2007,03
33230157,04-07-1991,01
33230865,29-12-2009,01
33232646,18-04-2016,01
33232782,03-02-2015,04
33234626,31-12-1991,04
33238699,04-06-1992,02
33238888,14-08-2018,09
33242685,17-11-1992,01
33242687,17-11-1992,01
33243718,28-12-1992,01
33245767,,
33246195,17-03-1993,01
33250324,17-08-1993,04
33250516,24-08-1993,01
33257431,23-03-1994,08
33258232,20-04-1994,04
33258404,25-07-2012,01
33262552,06-10-1994,02
33263664,22-01-2013,03
33264104,30-11-1994,02
33264871,02-02-2007,03
33266715,20-02-1995,07
33267331,10-03-1995,03
33268128,06-04-1995,01
33269407,19-05-1995,04
33269936,16-01-2018,01
33270581,29-06-1995,01
33271215,01-08-2000,02
33271239,24-07-1995,01
33272248,30-08-1995,01
33273644,12-10-1995,03
33275143,29-11-1995,03
33275222,02-01-2002,09
33276325,10-01-1996,01
33277707,09-09-2008,02
33280163,07-05-1996,01
33280763,29-03-2006,03
33281671,22-12-2000,04
33282311,22-07-1996,05
33282421,24-07-1996,01
33285108,21-10-1996,05
33285749,09-01-2008,06
33286890,17-12-1996,06
33288150,17-09-2010,06
33290078,14-03-1997,09
33291280,18-04-1997,02
33291389,22-04-1997,01
33291811,07-05-1997,02
33292128,20-05-1997,02
33292393,27-05-1997,02
33295426,08-09-1997,02
33298857,12-12-2001,06
33299567,28-01-1998,02
33300203,18-02-1998,01
33300776,19-12-2017,01
33301543,03-04-1998,02
33301639,06-04-1998,06
33302723,28-11-2003,03
33304075,28-04-2014,02
33305842,,
34001628,15-07-1921,07
34019911,10-11-1948,05
34025985,12-05-1955,09
34026729,08-09-1955,03
34032656,19-03-1963,03
34034262,31-05-1965,08
34035107,12-07-1966,05
34036230,03-01-1968,04
34037987,23-08-2007,01
34042555,20-06-1974,03
34043442,19-03-1975,03
34043463,15-07-2013,09
34044175,28-10-1975,04
34044466,,
34045804,18-01-1977,06
34046308,23-05-1977,01
34046618,22-06-2004,06
34047032,29-11-1977,04
34047394,06-01-2004,05
34047815,29-05-1978,09
34050329,04-03-1980,04
34051518,10-04-1989,04
34052502,18-09-1981,04
34053883,23-07-1982,03
34054979,24-03-1983,06
34055392,15-06-1983,05
34055815,23-09-1983,05
34056372,02-01-1984,01
34057736,07-09-1984,03
34058219,04-12-1984,05
34058311,20-12-1984,02
34058611,04-02-1985,05
34058992,09-04-1985,06
34060494,07-01-1986,05
34061421,27-04-1987,02
34062275,20-11-1986,07
34062801,13-01-2006,04
34064460,02-11-1987,06
34064529,10-11-1987,03
34064570,16-11-1987,05
34064736,10-12-1987,10
34064975,27-02-2018,05
34065354,12-07-2018,02
34065452,23-03-1988,07
34065926,27-05-1988,04
34066139,24-06-1988,05
34066777,23-05-2000,07
34067530,28-05-2015,03
34067535,06-01-1989,01
34067944,27-02-1989,07
34068042,01-11-2011,01
34068729,31-05-1989,07
34068764,05-06-1989,03
34069278,10-08-1989,06
34070051,21-11-1989,06
34071363,19-04-1990,01
34071957,09-07-1990,06
34072196,20-08-1990,06
34072267,28-08-1990,05
34072948,21-11-1990,08
34073732,04-03-1998,02
34073777,22-10-2008,03
34073895,13-01-2004,04
34074187,11-04-1991,07
34074791,24-06-1991,02
34074813,25-06-1991,07
34074912,04-07-1991,08
34075153,31-07-1991,04
34076014,15-06-2011,01
34076098,09-10-1991,02
34076792,10-12-1991,03
34077355,17-06-1992,02
34078139,09-04-1992,04
34078411,06-05-1992,03
34078740,15-06-1992,06
34079755,29-09-1992,01
34079834,06-10-1992,04
34080635,16-01-2013,04
34081181,20-01-1993,05
34083373,14-09-2017,06
34084257,15-10-1993,04
34085449,06-02-2019,01
34085647,18-01-1994,02
34085679,19-01-1994,01
34085773,28-01-1994,02
34085987,11-02-1994,05
34085988,17-10-2000,03
34086270,18-01-2010,04
34087909,13-07-1994,02
34087986,22-07-1994,01
34087992,26-09-2017,01
34088020,27-07-1994,03
34088140,09-08-1994,04
34088588,04-04-2018,03
34092465,22-12-2000,06
34092652,08-08-1995,06
34092797,07-05-2008,01
34093064,12-09-1995,03
34094094,05-12-1995,04
34094255,21-10-1995,02
34095662,28-03-1996,05
34095764,03-04-1996,04
34095853,11-04-1996,06
34096501,30-05-2005,01
34097410,12-09-1996,03
34098188,08-09-2014,03
34098789,,
34099138,17-02-1997,02
34099230,26-02-1997,01
34100407,19-06-1997,04
34101311,03-09-1997,02
34101385,27-12-2016,02
34102000,24-10-1997,02
34102492,03-01-2000,03
34102833,13-05-2003,02
34102904,20-01-1998,05
34103127,15-06-1998,03
34103371,25-02-1998,02
34103489,09-03-1998,04
34103490,09-03-1998,03
34103568,16-03-1998,03
34103711,20-01-2010,05
34103973,21-04-1998,01
34104147,06-05-1998,03
34104478,05-06-1998,06
34104578,15-06-1998,06
34104592,08-02-1999,06
34104688,24-06-1998,04
34104762,02-07-1998,01
34104952,01-08-2008,03
34106200,22-10-1998,03
34106490,02-11-1998,04
34108218,16-12-1998,03
34109097,06-01-1999,06
34110643,05-02-1999,05
34111296,19-02-1999,05
34111344,22-02-1999,04
34111646,11-07-2000,06
34112034,,
34113321,06-04-1999,02
34115409,05-02-2001,08
34115967,03-06-1999,10
34117104,28-06-1999,03
34117291,24-02-2010,03
34119759,22-08-2000,05
34120484,09-01-2017,02
34122153,14-10-1999,03
34123833,30-12-2016,03
34125399,07-04-2000,04
34125610,28-12-1999,01
34127393,21-01-2000,05
34129187,11-03-2005,03
34131619,04-04-2000,02
34132517,18-04-2000,05
34132905,29-08-2014,01
34134509,25-05-2000,02
34134677,26-05-2000,02
34135773,19-06-2000,09
34135918,31-05-2011,02
34136358,06-10-2011,03
34136734,30-08-2019,01
34138906,02-01-2017,01
34139219,23-08-2000,05
34139661,,
34140565,18-09-2000,03
34140674,19-09-2000,03
34141033,17-05-2018,02
34141068,27-09-2000,03
34142517,10-10-2000,03
34142705,12-10-2000,01
34142809,16-04-2009,02
34143762,08-10-2008,02
34145184,24-11-2000,05
34145651,30-11-2000,03
34145897,15-03-2007,03
34146256,12-12-2000,05
34147850,05-01-2001,06
34148138,09-01-2001,01
34149148,22-01-2001,04
34149693,26-01-2001,02
34149756,29-01-2001,01
34150114,02-02-2001,02
34150451,08-02-2001,05
34150984,16-02-2001,06
34156135,06-02-2015,03
34156343,22-05-2001,04
34157025,05-06-2001,04
34157730,18-06-2001,02
34158113,25-06-2001,02
34158384,25-10-2005,03
34158962,10-07-2001,03
34159322,08-01-2016,03
34160895,23-08-2001,03
34161832,12-09-2001,02
34162443,26-09-2001,02
34163799,24-10-2001,01
34164732,22-02-2016,02
34165817,11-06-2007,04
34166034,28-05-2015,05
34166329,17-12-2001,02
34167171,23-12-2016,02
34168049,16-01-2002,03
34168091,16-01-2002,01
34168184,18-01-2002,02
34169879,20-02-2002,02
34171301,22-03-2002,03
34172574,18-04-2002,06
34172665,19-04-2002,02
34173993,24-05-2002,04
34175032,19-06-2002,06
34177196,02-08-2002,05
34177272,17-02-2009,04
34178444,02-09-2002,01
34178678,05-09-2002,06
34180432,14-10-2002,03
34181713,13-11-2002,03
34182897,12-12-2002,02
34183942,06-08-2009,04
34184256,05-01-2011,07
34184288,08-01-2003,03
34185125,03-10-2019,03
34186224,29-07-2015,01
34186526,16-04-2015,02
34188752,03-04-2003,02
34189505,22-04-2003,05
34189727,28-04-2003,06
34189861,01-05-2003,01
34189953,02-05-2003,02
34189989,05-05-2003,02
34189994,05-05-2003,02
34190003,05-05-2003,01
34190568,19-05-2003,02
34191723,16-06-2003,04
34192384,02-07-2003,04
34194733,29-08-2003,02
34195497,16-09-2003,02
34196827,15-10-2003,06
34197640,04-11-2003,02
34198423,16-12-2003,01
34199233,15-12-2003,05
34199259,08-01-2004,01
34199632,29-12-2003,01
34201377,22-01-2004,04
34203672,08-03-2004,03
34205186,05-04-2004,02
34206103,23-04-2004,03
34206573,04-05-2004,01
34207765,28-05-2004,04
34209115,24-06-2004,02
34209747,07-07-2004,02
34209749,07-07-2004,01
34211667,20-08-2004,02
34211789,24-08-2004,01
34212042,30-08-2004,06
34212343,02-09-2004,01
34212378,06-03-2007,04
34217181,13-12-2004,04
34217841,29-12-2004,02
34218298,29-12-2004,08
34218711,,
34218897,03-03-2009,03
34219451,12-01-2005,02
34220853,03-02-2005,03
34220948,04-05-2016,03
34220951,12-09-2005,05
34221990,23-02-2005,03
34222178,28-02-2005,02
34222239,27-11-2012,02
34222722,09-03-2005,03
34222870,11-03-2005,02
34224607,13-01-2005,03
34227372,21-08-2015,02
34228204,14-06-2005,02
34229348,04-07-2005,01
34229449,06-07-2005,01
34229525,06-07-2005,05
34229612,07-07-2005,02
34230073,15-07-2005,01
34231077,26-07-2011,02
34233524,22-09-2005,03
34233906,29-09-2005,06
34234825,14-10-2005,02
34235022,18-10-2005,02
34235934,21-08-2015,02
34236684,17-11-2005,04
34236733,10-05-2006,03
34237058,25-11-2005,02
34237526,05-12-2005,02
34240443,13-01-2006,03
34241825,02-02-2006,02
34242325,10-02-2006,03
34242446,13-02-2017,02
34244643,17-03-2006,03
34249593,07-06-2006,03
34251536,05-07-2006,04
34251797,10-07-2006,05
34251853,10-07-2006,01
34253940,15-08-2006,02
34254490,25-08-2006,02
34255312,02-02-2007,01
34256024,15-09-2006,03
34256322,20-09-2006,02
34258102,17-10-2006,02
34258562,24-10-2006,02
34260448,22-11-2006,04
34261289,06-12-2006,02
34261308,06-12-2006,03
34261945,18-12-2006,02
34263172,01-02-2019,01
34264106,26-08-2019,01
34264584,23-02-2009,02
34265007,19-01-2007,04
34265151,22-01-2007,02
34265745,29-01-2007,02
34268404,14-01-2019,02
34268828,08-03-2007,02
34268830,08-03-2007,02
34270854,22-10-2010,02
34271159,27-04-2010,01
34274781,07-05-2012,05
34276673,20-06-2007,03
34276967,25-06-2007,02
34277739,05-07-2007,02
34280443,,
34280629,19-03-2010,02
34281369,27-08-2007,03
34281536,29-08-2007,03
34281565,29-08-2007,04
34286017,14-08-2009,04
34286365,05-11-2007,03
34291647,11-01-2008,01
34293686,01-02-2008,02
34293818,04-02-2008,01
34294181,07-02-2008,02
