kvk_nummer,bedrijfsnaam
17086433,Asbestsanering en Milieutechniek Heezen B.V.
65842812,B. Blom Transport V.O.F.
66106125,BREYTNER B.V.
34125845,"W.J.L. Enthoven, h.o.n. Pum Enthoven Loon- en Verhuurbedrijf"
65798384,v.o.f. Bosman-Horrel
24159522,Merzario B.V.
58044450,"A.G.H. Nieuwenhuis, h.o.n. NTSH"
54244773,Chris Vermeulen V..O.F.
65084411,M. Baljeu Transport V.O.F.
59322934,Leon van Herwijnen Aannemingsbedrijf Infra B.V.
65973836,"R.G.A. Meuldijk, h.o.n. RGA Meuldijk Handelsonderneming"
08163502,F.T. Schalkhaar V.o.f.
65467132,Van den Broek Mechanisatie en Machinebouw B.V.
65826655,HVA Veeg & Infraservice v.o.f.
51492164,Bas van Doorn Holding B.V. 
55710247,Brijder-Versluis V.O.F. 
46175598,BHA Management k.s. 
65802454,Brakke Asbestsanering B.V.
66382858,BSJ Trans Logistics B.V.
58549048,"J. van Dijk, h.o.n. E.J. van Dijk Transport"
17139490,"T. Dirksen, h.o.n. T. Dirksen Transport"
02054157,"J. Brandsma, h.o.n. Fa. J. Brandsma"
51040379,Verhuur- en Aannemingsbedrijf P. Vos B.V.
25853392,Stanislav Krobot s.r.o.
66166500,"P.B. Westmaas, h.o.n. P.B. Westmaas Transport"
66119928,Metin Logistics B.V.
64714713,"H.E. Goedhart, h.o.n. La fine Fleur facilitaire diensten"
65167244,Handelsonderneming Dekker V.O.F.
17257648,Diamant-groep
02053279,V.O.F. Boonstra - Barelds
66212014,V.O.F. Overal Trans
65002040,Van Rijnsoever B.V.
30131272,"W. van Ettekoven, h.o.n. Willem van Ettekoven"
24363230,Contargo Waterway Logistics B.V.
63310864,Deewal B.V.
61841269,De Redichemse Waarden B.V.
65282922,In2recycling B.V.
56264887,"B. Bruintjes, h.o.n. Bruintjes Dienstverlening"
17225279,"V.O.F. MarQuitas, t.h.o.n. Marc's Cartridge Company"
37077305,Transportbedrijf Dekker-Waarland B.V.
53831195,"G. Hack-Rebel, h.o.n. Rebel Transport"
66150795,"V. van Schooneveld, h.o.n. V.v.Schooneveld internationaal transport"
59745274,Van Drunen Sloopwerken B.V.
65002342,PP Recycling B.V.
54819229,"M.A. Rivers, h.o.n. Point 2 Point"
02053612,"J. Oostinga, h.o.n. Jan Oostinga Internationaal Transport"
66400880,Milldam Recycling Company B.V.
30130186,"W.A.G.A. Pape, h.o.n. W. Pape Transport"
53902408,"J.M. de Wit, h.o.n. M. de Wit Verhuur"
63645394,Spintore B.V.
65857100,V&V Transport B.V.
14091910,Deki Twin B.V.
24262308,Bonn & Mees Drijvende Bokken B.V.
61527742,Stichting Grondhandel Breda
64777286,N. van de Bunt Transport V.o.f.
65985095,Schuller Transport
17059305,Stichting Kringloopwinkel Helmond
04087383,Cremerhoeve V.O.F.
66129400,Weening transport
66484707,C.N.S. Transport B.V.
63204533,Retasco B.V.
02092022,Cymac B.V. 
50877267,Johannes Vos Transport
61056456,Jyve Koerier B.V.
61716529,Jebezo Logistics Hasselt B.V.
21014138,Van Eekeren en Van Schilt 'E.V.S.' -B.V.
64493997,V.O.F. den Herder - Goudriaan
17136011,De Ingensche Waarden B.V.
56130767,Bosscherwaarden B.V.
64534715,W. van den Broek Wijchen B.V.
64798720,Krul Sleepduwvaart v.o.f.
62286080,NIHOp
04084058,Machinefabriek Emmen B.V.
27246525,Amotech B.V.
27248491,Aannemersbedrijf Schero B.V. t.h.o.n. Schero Demontage & Intern Transport
20137038,"M.C.J. van den Broek, h.o.n. Marcel van den Broek Transport"
08124203,Reststoffencentrum Zutphen B.V.
37125250,Paper for Paper B.V.
66540550,Van der Straten Transport B.V. 
24456492,Aannemings- en Transportbedrijf Gebr. Kalkman B.V.
66256232,Braun Transport
14073406,Ruud Wijnands Internationaal Transport B.V.
66354102,"H. Hindriks, h.o.n. Handelsonderneming H. Hindriks"
24472836,Timco Trucking V.o.f.
66437040,A. Roemaat Transport B.V.
61425079,Van Haperen Advies
63844508,Herman Blaauw & zoon v.o.f.
66027543,"H. de Roos, h.o.n. RW internationaal transport"
35287491,REDFALCON SRL
30009777,Eurogrit B.V. 
66440130,RAS Recycling v.o.f.
17232846,Martens Green Power V.O.F.
66442893,"L. Boekhout, h.o.n. L. Boekhout Transport "
65108698,"A.J. Pollemans, h.o.n. A.J. Pollemans Transport"
18056505,Ravetra Logistics B.V.
60210737,"P. Rietvink, h.o.n. Transportbedrijf A. Rietvink"
57197555,Dirmar Seon B.V.
24477158,"R, Ventevogel, h.o.n. Ventevogel CV-demontage"
66245605,"D. Hendriks, h.o.n. Handelsonderneming D. Hendriks"
66344875,Jannink Mesthandel B.V.
37099955,Zandbergen's Transport Tilburg B.V.
05055755,"M.A. Posthoorn, h.o.n. Posthoorn-Lemelerveld"
31192372,VASY BOL ADY S.R.L. 
52182614,Loonbedrijf Holland
58736735,"H.A. Bouwknegt, h.o.n. EBOUW Trading"
66400139,Van de Werken Lisianthus B.V.
35844789,SC GABY M CRIS TRANS SRL
66418003,V.O.F. JM-Transport
50397052,Gemeente Peel en Maas
65231406,Nedship B.V. 
24250560,European Transport Services B.V.
63458918,Aerinnova B.V. 
60866640,"P.A. Klooster, h.o.n. PK Transport"
66626722,"M.R. de Koning, h.o.n. De Koning Transport"
35317126,SC DOR STA TRANS SRL
66614112,Argro Transport B.V.
71673997,C.J. van Herk Transport
66540585,Donau Cargo Service B.V. 
55375561,Wilber-Trans & Trade Limited
64952789,V.O.F. Schwennen Internationaal Transport
52272893,Lavrijsen Grondwerken V.o.f.
05085134,"R. Reurink, h.o.n. Reurink Recycling"
46374108,Michal Gombik
01105966,Jelgerhuis Loonbedrijf & Grondverzet VOF
21824935,SC LEXAR COM
08201430,"H.R. Boekhoff, h.o.n. DB Handel"
20102964,Eikelenboom European Food Transport B.V.
32609886,SC FLORIAN BEST SRL
66563992,M.R. Metalen
57603987,HBT Trading B.V. 
36067435,SC DARYKO ALE TRANS SRL
12063075,"V.D. Pentz, h.o.n. Saxony Trans "
65636783,"M. Verbeek, h.o.n. M.C. Trans"
09138896,REMONDIS B.V.
20123348,Qbex Logistics B.V.
09130619,J. Riethorst Schroot- & Metaalhandel
65889207,Asbestweg.nu B.V. 
23516559,SC TERRAVIA S.R.L. 
36527998,TERRAVIA s.r.o. 
05566076,Stefan Ross
17275178,Maatschap M.P.H. van Lankveld en T.H.W. Deckers
52280551,Marvesa Energy & Biomass B.V.
02104458,S.B.T. Transport s.r.o.
66652456,J.I.C. Trade B.V.
70291705,Loonbedrijf Luimes
35915847,SC TRANSABI CORP SRL
75909413,Jaroslav Cvejn
66390583,Kramp Transport Numansdorp B.V.
65752147,Inekx Logistics B.V.
17259023,Louwers Transport V.o.f.
66549582,vof Haddock
52978567,Equator Transport B.V.
24358184,Van Gent Shipping B.V.
33225521,"A. Beijer, h.o.n. Wijnberg Transport & Terminal Services"
66175666,"H.P. Frentz, h.o.n. Handels- en transportbedrijf Frentz"
56647050,D&L ImEx
28089869,Boulangé tuinontwerp en adviesbureau B.V. 
03256014,Alexander Axt
15091085,Jänicke Transporte u. Handel
50570846,Central Point Brabant B.V.
65541782,VOF van Weelden- van Suijlekom
14096377,KS Consulting B.V.
66681499,V.O.F. Wiersma & Meinen Transport
60598298,"K. Karaca, h.o.n. KRC Transport"
60150823,Benelux Recycling Nederland B.V.
27176171,"F.J.W. Bijsterveld, h.o.n. Quality Transport"
59150246,Toiletrent v.o.f.
59718226,J.K. Transport B.V.
66348242,Refurn B.V.
11017597,
68843607,ERAM Trans
02067195,Smilda & Zn. B.V.
37131040,"T. Ghijsen, h.o.n. Sleepdienst Ghijsen"
53714342,Scheepvaartbedrijf van Heusden C.V.
60811242,"H.P.J. Wolter, h.o.n. KPSN Consultancy"
09144833,Scheepvaartbedrijf Langius-Dokter V.O.F.
58365761,Schoonhoven Transport B.V.
63960826,Mondial Supermove B.V.
29031883,"V.o.f. C.N. IJzerman en Zn., h.o.n. IJzerman Internationaal Transport"
60385685,EMD Transport B.V.
08148605,P & G Oude Ophuis Transport V.O.F.
24192888,Aannemingsbedrijf D. Stuit B.V.
12055591,"C.W.M. van Vugt, h.o.n. Transport en Logistiek Cor van Vugt"
09095926,De Nooij Pompinstallaties B.V.
64748375,Mira Auratus B.V.
64515397,Zwaan Sloopwerken & Asbestsanering
66364965,Van Toorn Transport B.V.
24450703,"H.C. Bruinius, h.o.n. Bruinius Logistieke Dienstverlening"
29039698,Jato Transport V.o.f.
11013679,Gebr. van Breda B.V.
66669901,"J.J.F. Pronk, h.o.n. Pronk Recycling"
70490775,Verhuurbedrijf P. Termeer
08041822,B.J. Wielart
30092466,Van Eck Trucking B.V.
14007442,V.o.f. Wiel Brasse Internationaal Transportbedrijf
62988042,Groenrecycling Hardenberg B.V. 
66533015,T.S.B. B.V.
66039827,VITA Plastics B.V. 
51960214,"P.C.M.T. van de Camp, h.o.n. VSB Brabant"
66570565,J.W. de Bruin Transport
65237641,Boers V.O.F.
66649161,"B.B.D. Kharagjitsing, h.o.n. SiR Transport"
66564549,Van Luijk Transport B.V.
66371678,Dirk Deuzeman Transportbedrijf
66867282,G. van Wijk Transport B.V.
17124451,"J.J.F. Aldenhoven, h.o.n. Aldenhoven Transport"
02097143,"R.J. van der Veen, h.o.n. Van der Veen Verhuur"
66531985,"R. Koning, h.o.n. Metaalhandel R. Koning"
66747325,"R.M.W. Vosbeek, h.o.n. J&L Trucking"
56893191,BDK Logistics B.V.
22001392,Shipping Trading and Transport (S.T.T.) Holding B.V.
02070746,R.W. van der Meer Holding B.V.
66501350,Baggerbedrijf Midden Nederland B.V.
17209567,Adam T.M.A. B.V.
66608066,JDG Transport & Zn
66857147,P.G. de Koning Transport V.O.F.
52068854,Rederij Walsma v.o.f.
39040332,Brouwer Urk Internationaal Transport B.V.
61216828,"R.C.J. Raats, h.o.n. R. Raats Transport"
66131219,Casa Totaal B.V. 
66812259,Loon- en Grondverzetbedrijf Eindhoven V.O.F.
14047106,Gassen en Lastechniek Limburg B.V.
65213084,Rosier Transport V.O.F.
66666171,Frijlink Milieu B.V.
02066013,Hoeksema Afvalverwerking B.V.
66948460,Dutch Waste Collectors B.V.
63736713,Gruben Verhuur
60926430,InterlogicTrans B.V.
51926571,"J. Tel, h.o.n. Klusbedrijf Jan Tel"
56728271,Necess-Infra B.V.
66844819,G.A.G. van Andel B.V. 
62197053,"T.J. de Wit, h.o.n. Dick de Wit Totaal"
66951593,Maas Toiletverhuur B.V.
66472148,"N. Khodajoo, h.o.n. NK Trans"
66205476,Linssen Transport V.O.F.
16063312,G. Peters Loon- en Mesttransportbedrijf B.V.
66491312,"E.J. Worms, h.o.n. Worms Transport"
16088555,"L.H.A. van Erp, h.o.n. Van Erp Transport Lith"
11065545,"A.R. van de Weerd, h.o.n. Service Bedrijf André"
65752627,"H.J. van Oosten, h.o.n. HRJ.Handel"
63608928,GKS-Service B.V.
65934288,Interstock B.V.
69277494,Veen Shipping
63703831,KOK Transport Beemster
62976249,Vredeveld Groningen B.V.
62976095,Vredeveld Borne B.V.
62975854,Vredeveld Drenthe B.V.
66375819,Siep Amsterdam Transport B.V.
27365912,Gemeente Pijnacker-Nootdorp
61225118,"W. Bolhuis, h.o.n. Bolhuis Montage & Infra"
57150141,Hollands Groene C.V.
24393503,Scheepvaartbedrijf Rimado v.o.f.
05070464,Media Markt Zwolle B.V.
58825568,"M.W. Verdaasdonk, h.o.n. Verdaasdonk Transport"
33992983,TRANSPORT SI EXPEDITII LENACOS SRL-D
11061009,"A. Vonk, h.o.n. Stukadoorsbedrijf Arjan Vonk"
66367492,Weijers Transport
66585740,Willem Rosé Transport
17206808,DKC Transport
34991296,West-Trans-Group LLC 
12767130,RAVITEX SRL
24323998,"B.D.S. Schinkelshoek, h.o.n. Minitrans"
58176861,Van Doorn Recycling Schijndel B.V. 
51019043,G. De Mooij Transport
66927080,Jan Wijnsma Containertransport
24198708,Hoogendoorn Transport B.V.
09104367,J.J.E. van Huet h.o.d.n. Swisher Hygiene Service
66409888,Expeditie Thom Mulder en Zn B.V.
65707257,Pater 't Harde Internationaal Transport
05325633,KOVYTRANS s.r.o.
01170857,Gebr. Middelveld Dak- en Gevelelementen B.V.
27238566,I.M.T. International Mobiel Transport V.O.F.
66920531,M. den Boer Dienstverlening & Handel
65419650,Antigua Shipping V.O.F.
64581217,J. van Geffen Groep B.V.
66911559,Asbest & Milieu Limburg B.V.
66823188,Dutch Metals Recycling
30201308,Gebroeders van Veldhuizen Transport B.V.
63102951,Leenman Sleep- & Duwvaart B.V.
33294348,Agrimm B.V.
60908181,GKB Nederland B.V.
28071501,Omtzigt Bouwmaterialen B.V.
02050025,W. van Dam Transport
66208424,Aronexpress B.V.
66967546,Royalty Cargo Solutions b.v.
17148902,Mensinck Middelbeers
58560408,Alderding Haven Service
66823323,Peeman Transport B.V.
60048530,S.G. Handel & Dienstverlening
67030912,Arjan Pul Transport
27139156,Agrarisch Loonwerkbedrijf Marcel Kleijweg
62299859,Reuzado B.V.
01130146,Kraanverhuur HSW
65883179,SDS Ivernia B.V.
65990293,RF Transport B.V.
08053339,Breukers Bouwmaterialen B.V.
24393337,Nedcargo Multimodal B.V.
15419024,DRAGCO PROD SRL
66645328,WA Rottmann Transport en verhuur
66974526,Combinatie Afvalzorg & Den Ouden VOF
37099525,Bruin Groenvoorziening
67003818,LUBAKO
66951801,Emaus Mesthandel en Transport B.V.
66941458,AVD Trans
50290320,Machine Verhuur Beesel
66886325,Rik Dieteren B.V.
58953329,Beautiful Cups B.V.
66606853,R. Hoogkamer
66389917,Van de Put Transport B.V.
39043936,Reimert Bouw en Infrastructuur B.V.
52971244,Kuijpers Grondwerken & Bestratingen
47322446,TB transport s.r.o.
70106339,Wijtmans Transport Hernen
03458012,Diephaus Handel und Transport
65893255,Dekker Futerra B.V.
34052606,Piet Luyben en zn. grond en sloopwerken verhuur hydraulische kranen
14129320,Internationaal Transport en Handelsonderneming Timmermans
06039065,Fa. Doeschate
32136285,W. van de Burgt Transport
65769295,ZAAM 2e kans kleding
67082653,Transportbedrijf Tjitte Algera
08216556,Bonterra B.V.
64781321,Trent 2.0 B.V.
05019917,Boer Int. Transporten
67096387,V&O Transport
08100823,Loonbedrijf Wissink
66354080,Hoogendijk Transport B.V.
67081126,IN/EX Connection
55166164,Waninge Grondverzet
66628725,VOF Scheepvaartbedrijf Portador
64957810,Ebbink Dienstverlening en Bouw B.V.
08157279,NDL Transport B.V.
24328794,Lop Nor B.V.
62614649,Dijkstra
67234593,Schrijver
08097400,G. Huiskes KLussenbedrijf
46726501,L.B. TRANS INTERNATIONAL s.r.o.
60394315,Transportbedrijf W.A. Enzler & Zn. B.V.
05045513,Fokkert Lemele B.V.
30155061,Ravesteijn IJsselstein B.V.
39071985,JVS Shipping B.V.
58543953,Van der Beek Internationaal Transport
18074083,Amer Cargo B.V.
18060688,Amer Barging B.V.
60996005,Ten Damme B.V.
04047011,Avitec Service N.V.
20130533,Koster Cultuurtechniek B.V.
64771504,Mensink Asbestsanering Raalte B.V.
24060882,Huisman Equipment B.V.
65822501,Ap's Verhuur B.V.
53733533,Handelsonderneming Joop van Vliet B.V.
24393259,Media Markt Duiven B.V.
63636549,Ervé B.V.
67183298,WvR Metalen
53031830,Saba Shipping C.V.
62631985,V.O.F. Weijma Shipping
22053082,De Jonge Waterbouw
53751108,Handelsonderneming Hofstede
08071360,Effective Motor Couriers
02056698,B. Bakker
66380979,Hielkema Loon- en Grondverzetbedrijf B.V.
63215691,Dienstverlening DJ Hoekstra
66284619,V.O.F. Salet-Smits
63065169,SMK Logistics B.V.
05062927,Slopersbedrijf W. Kuipers en Zonen B.V.
66463777,Stadhouder Handelsonderneming
56191758,P. Bakker Internationaal Transport
69765901,F.L. Rijnberg & Zn. Transport & Trucking
62586971,W-ij Consulting Services B.V.
04056057,Vredeveld Logistiek B.V.
66940842,Handel & Transportonderneming Beekema
66424623,Kingwah Recycling B.V.
66562651,HomeTown Arnhem
57849099,Metaalrecycling Zwolle B.V.
66694957,GR ijzer en metaalhandel
66559596,Hofman Trading & Service B.V.
64631656,Anthoney Lindt Transport
60363266,Allrioolservice
62868764,Gebr. Bork V.O.F.
24358018,C.W.J. Egas
24314929,Scheepvaartbedrijf Zuiderdiep V.O.F.
66684668,Steenbergen Recycling
09072766,Valewaard B.V.
60646152,International Web Trading Globalex
11064750,H.M. van Florestein
17184182,Laarakkers Sloop en Asbest B.V.
66966213,MHF Handelsonderneming
24249008,Scheepvaartonderneming De Vette-Vergeer V.O.F.
34287205,M.R. Valk h.o.d.n. Swisher Hygiëne Service
09078258,Gert M. Sloopdiensten B.V.
50598813,V.O.F. Scheppink
62296426,Toiletje.nl-B.V.
59393386,W. Batenburg Beheer B.V.
17111771,Art of Productions Europe B.V.
67049567,Metaalhandel Zondervan
63984369,Jacobs Asbestos Solutions
05057194,Betamac B.V.
67312071,Vos Recycling
57913137,m/s Gambler
50654292,RTR Barging B.V.
22031325,Zeevisgroothandel G. van de Gruiter en Zoon B.V.
67149715,Wessels Transport B.V.
17166408,Handelsonderneming Pasco B.V.
16057224,Van de Wetering Cultuurtechniek B.V.
62049747,Messchendorp Handelsonderneming en Dienstverlening
60289570,Forteck Infra B.V.
67356338,GroenCollect B.V.
18117643,Jan Jansen Grondwerken V.O.F.
24283522,Blue Line Logistics Nederland B.V.
18124495,Expeditiebedrijf C. van den Heuvel en Zonen B.V.
60011548,Hurkens Rioolservice B.V.
67333702,Van der Heide transport
09117627,Rouwmaat Zutphen B.V.
67034101,Nederlandse olie en vetten B.V.
56833687,Biodeal B.V.
24360393,Verenigde Internationale Olie Transporteurs B.V.
24457617,Gebr. Vollmüller B.V.
67094201,Sidney Paper & Plastic Commodities B.V.
67099165,Cees van den Berg Transport
64407292,Ceri Logistics B.V.
61315796,Frisse Kater
67266193,Karssen Metals
67194591,HortiClean B.V.
23091083,APK Keuring J. Jansen
02334434,Kraanverhuur & Grondverzetbedrijf Roossien
11028863,Bouwbedrijf J. van Wees B.V.
34129553,KREEFT V.O.F.
67077099,TGJ Transport Groep Joure B.V.
67242855,JPR road cargo
66872871,Amelander Transport- en Verhuurbedrijf
67485030,DSL Driver Service Lamers
34054665,J. Agterhof
01162647,HFM vof
04045426,Loonbedrijf J. Petter
59367512,Koen B.V.
64437922,Handelsonderneming B. Krouwel
01067322,R. de Vries Internationaal Transport
65326504,De Haas Trans B.V.
64973395,Gemeente Edam-Volendam
20128018,Media Markt Bergen op Zoom B.V.
65575814,W.Liesen Loon-en Grondverzetbedrijf
67309151,Metaalhandel Finke Hellendoorn
58663282,MC Metaalhandel en Recycling B.V.
55041469,Gebroeders Den Hartog Dodewaard B.V.
63635771,HLC Grou B.V.
08040910,REMONDIS Gevaarlijk Afval B.V.
67560946,S.T. Bruinsma Logistics
66131405,Road Master Transport
67537634,W&W asbestsanering en sloopwerkzaamheden B.V.
50190474,NBD Diensten
66987393,Jeroen Recycling B.V.
55385273,H. Woudenberg Transport B.V.
60585153,MDM Tanktransport
67039480,Zimmermann Nederland B.V.
29004278,Firma M. Oosterom & Zn.
67041590,Zimmermann Services B.V.
60193166,M.A. Kossen transport B.V.
62938657,Peter den Boer
56409915,Krijn Tanis Fourages Stellendam
62446029,Arnhem Express
66844991,Poonawalla Science Park B.V.
66790565,ReFood B.V.
08124398,Hoveniersbedrijf Bovendorp-Sellis
11021261,Labee en Vrolijk B.V.
63342022,SuGu Warehouse B.V.
14091588,R.A. Smeets h.o.d.n. Swisher Zuid-Nederland
67207405,Amsterdam Scrap Terminal B.V.
01045648,Wagenaar's Auto- en Verhuurbedrijf
67395236,D. De Koning Transport
27229118,Insituform Rioolrenovatietechnieken B.V.
01049980,Beenen B.V.
52511960,Gebr. van der Westen
67318495,H.H.J. Stevens & Partners B.V.
01121799,Baard Grondwerken
52168425,De Romein Forwarding and Trading B.V.
08217960,Handelsonderneming Mussche V.O.F.
61403113,V.O.F. Gera
24226565,F.H.J. Jansen
60460261,Combi Logic
65689534,Loonbedrijf Wen de Jong B.V.
65099885,JD Bomhof
08065060,Verhaegh Trading B.V.
57967725,Welschen Metaal Smelterij B.V.
30130193,DHL Freight (Netherlands) B.V.
59595434,Piet Karsten Transport
18023922,Pijnex Internationaal Transport
61387800,Stichting Jacht Recycling
04067462,Revoort B.V.
52889459,Mts de Klein-Welte
24474310,R&A Transport B.V.
18048071,J.V.D.V. Transport & Zn.
18131344,Composteerinrichting Altena B.V.
67681360,Navia Shipping
61415049,Dennis Tesselaar Dienstverlening
11032231,V.O.F. Ested Int. Koel & Vries Transport
67464092,STB (schenkel transport bellingwolde)
71719555,Schot Nautic
67794149,handelsonderneming Warnders
58605592,Jeffrey van Geel Transport
58716386,Raffemet Commodities B.V.
04076718,Loonbedrijf Mennega V.O.F.
67245013,Versluys Shipping
59522151,Van Dijk Afvalinzameling Cuijk B.V.
30195034,Van Dijk Afvalinzameling Heerenveen B.V.
24376532,DeVeHa
24131478,Atlantic Schepen Exploitatie Maatschappij B.V.
13023990,Plastic Omnium B.V.
60299681,J & E Vissers Bagger & Overslagbedrijf V.O.F.
67642772,Vaarboer & Twint Recycling B.V.
11047404,Antonia
57270376,GDV Bestratingen
67479227,Serpentijn B.V.
65961528,"Baelde Loon- en Grondverzetbedrijf, Cultuurtechnisch Werk VOF"
67691544,Jakiro Recycling B.V.
09080546,Wencop Hoveniers B.V.
24316474,Alblas Infra B.V.
66920493,"Hogenbirk Zand, Grind & Transport V.O.F."
60567724,IJzer- en Metaalhandel Coert Janssen
67752004,NIWO
66022924,J. Stevens Transport B.V.
05022877,SPIE TB Zwolle B.V.
69399816,RNE Koeriers
67450733,Abbey Service & Logistics
21012120,V.O.F. Variable
08156558,Wijers Van de Steeg
08064444,Pannekoek GWW B.V.
67493467,Hachmang Aanneming B.V.
02080645,André van Dijk Transport
58263187,V.O.F. Grisnich-G.W.W.
20093837,Transportbedrijf L. Beljaars & Zn. V.O.F.
20016275,Embregts Autodiensten B.V.
66525381,TJ dienstverlening
62475436,Duo+
14629469,Demotech B.V.
67848427,Sanering Advies Bouw Pascal Giesen B.V.
51663686,Van der Werff Facilities B.V.
67837131,Gelton
67421296,Imming Logistics Fine Art B.V.
66863481,Brand New Service B.V.
08186256,Roel Handel en Transport
24278435,Metaal Recycling Rijnmond
66450675,Veerman Exclusive
56751060,Runia Transport & Logistiek B.V.
66638151,Arjen Berg Transport B.V.
61024392,V. Mekes Service & Onderhoud
01102911,Althuisius Opslag B.V.
60764805,Loon- en Verhuurbedrijf Hoolwerf
68024029,3Fold Electronics B.V.
04055613,V.O.F. Loon- en Kraanbedrijf Snoeijing
67480136,Maliepaard Transport
67981968,Metaalhandel Verboom
66279747,Grond- en Loonbedrijf Pouwels
08166385,Baks Agri Foods B.V.
24328983,Forteck Asbestsanering B.V.
14130097,J.R. Transport B.V.
36046107,De Zwaluw Logistiek B.V.
51866889,Pyxis Distribution B.V.
63638185,AP Sleepdienst
17188766,Kempen Transport Service B.V.
66219809,Seolto Shipping B.V.
55482066,Grootgroener B.V.
66845270,Loonbedrijf J.H.G.
55204554,R. van Nieuwamerongen
67817432,D. Venema transport
64554996,H. Brink
55756387,MMA Nederland
08059051,Koeriersdienst Gelo V.O.F.
68003471,Zwarts Oud IJzer en Metalen
60435194,Braam Recycling B.V.
66273005,Arjan Oomen Logistic Services
62807986,Woningontruiming Gravekamp
67482325,T & W logistiek
61212008,VESPER EUROPE B.V.
17176553,Ansems Plaagdierbestrijding
32130525,Edcor Sneltransport B.V.
64938085,RR-Trans
66001145,Rail Force One B.V.
67684084,JCT Marum
34143913,Stichting Ontspanning en Hulpverlening voor Invaliden en Gehandicapten (Stichting O.I.G./I.H.D.)
65598423,Clarikx Transport
66772214,Kieboom Maritieme Dienstverlening & Transport V.O.F.
